time,HGI_X(km),HGI_Y(km),HGI_Z(km)
1610500380,26808256.33,-19433393.97,1294042.938
1610500440,26807552.3,-19428785.67,1293731.91
1610500500,26806847.92,-19424177.13,1293420.864
1610500560,26806143.19,-19419568.33,1293109.802
1610500620,26805438.1,-19414959.27,1292798.723
1610500680,26804732.67,-19410349.96,1292487.627
1610500740,26804026.88,-19405740.39,1292176.513
1610500800,26803320.73,-19401130.57,1291865.383
1610500860,26802614.24,-19396520.49,1291554.236
1610500920,26801907.39,-19391910.15,1291243.071
1610500980,26801200.19,-19387299.56,1290931.89
1610501040,26800492.64,-19382688.72,1290620.692
1610501100,26799784.73,-19378077.62,1290309.477
1610501160,26799076.47,-19373466.27,1289998.244
1610501220,26798367.86,-19368854.66,1289686.995
1610501280,26797658.89,-19364242.79,1289375.729
1610501340,26796949.57,-19359630.67,1289064.445
1610501400,26796239.9,-19355018.29,1288753.145
1610501460,26795529.88,-19350405.66,1288441.828
1610501520,26794819.49,-19345792.77,1288130.493
1610501580,26794108.76,-19341179.63,1287819.142
1610501640,26793397.67,-19336566.23,1287507.774
1610501700,26792686.23,-19331952.58,1287196.388
1610501760,26791974.43,-19327338.67,1286884.986
1610501820,26791262.28,-19322724.5,1286573.566
1610501880,26790549.78,-19318110.08,1286262.13
1610501940,26789836.92,-19313495.41,1285950.677
1610502000,26789123.7,-19308880.47,1285639.206
1610502060,26788410.14,-19304265.29,1285327.719
1610502120,26787696.21,-19299649.84,1285016.214
1610502180,26786981.93,-19295034.15,1284704.693
1610502240,26786267.3,-19290418.19,1284393.154
1610502300,26785552.31,-19285801.98,1284081.599
1610502360,26784836.97,-19281185.52,1283770.026
1610502420,26784121.27,-19276568.8,1283458.436
1610502480,26783405.22,-19271951.82,1283146.83
1610502540,26782688.81,-19267334.59,1282835.206
1610502600,26781972.05,-19262717.1,1282523.565
1610502660,26781254.93,-19258099.35,1282211.908
1610502720,26780537.45,-19253481.35,1281900.233
1610502780,26779819.62,-19248863.1,1281588.541
1610502840,26779101.43,-19244244.59,1281276.832
1610502900,26778382.89,-19239625.82,1280965.107
1610502960,26777663.99,-19235006.8,1280653.364
1610503020,26776944.73,-19230387.52,1280341.604
1610503080,26776225.12,-19225767.98,1280029.827
1610503140,26775505.15,-19221148.19,1279718.033
1610503200,26774784.83,-19216528.15,1279406.222
1610503260,26774064.15,-19211907.85,1279094.394
1610503320,26773343.11,-19207287.29,1278782.549
1610503380,26772621.72,-19202666.47,1278470.687
1610503440,26771899.97,-19198045.4,1278158.808
1610503500,26771177.86,-19193424.08,1277846.911
1610503560,26770455.39,-19188802.5,1277534.998
1610503620,26769732.57,-19184180.66,1277223.068
1610503680,26769009.39,-19179558.56,1276911.121
1610503740,26768285.85,-19174936.21,1276599.156
1610503800,26767561.96,-19170313.61,1276287.175
1610503860,26766837.71,-19165690.75,1275975.176
1610503920,26766113.1,-19161067.63,1275663.161
1610503980,26765388.13,-19156444.25,1275351.128
1610504040,26764662.81,-19151820.62,1275039.079
1610504100,26763937.12,-19147196.74,1274727.012
1610504160,26763211.08,-19142572.59,1274414.928
1610504220,26762484.68,-19137948.2,1274102.828
1610504280,26761757.93,-19133323.54,1273790.71
1610504340,26761030.81,-19128698.63,1273478.575
1610504400,26760303.34,-19124073.46,1273166.423
1610504460,26759575.51,-19119448.04,1272854.254
1610504520,26758847.31,-19114822.36,1272542.068
1610504580,26758118.76,-19110196.42,1272229.865
1610504640,26757389.86,-19105570.23,1271917.645
1610504700,26756660.59,-19100943.78,1271605.408
1610504760,26755930.96,-19096317.08,1271293.153
1610504820,26755200.98,-19091690.12,1270980.882
1610504880,26754470.63,-19087062.9,1270668.594
1610504940,26753739.93,-19082435.43,1270356.288
1610505000,26753008.87,-19077807.7,1270043.966
1610505060,26752277.44,-19073179.71,1269731.626
1610505120,26751545.66,-19068551.47,1269419.269
1610505180,26750813.52,-19063922.97,1269106.896
1610505240,26750081.02,-19059294.22,1268794.505
1610505300,26749348.16,-19054665.2,1268482.097
1610505360,26748614.94,-19050035.94,1268169.672
1610505420,26747881.35,-19045406.41,1267857.23
1610505480,26747147.41,-19040776.63,1267544.771
1610505540,26746413.11,-19036146.59,1267232.295
1610505600,26745678.45,-19031516.3,1266919.802
1610505660,26744943.43,-19026885.75,1266607.292
1610505720,26744208.04,-19022254.94,1266294.764
1610505780,26743472.3,-19017623.88,1265982.22
1610505840,26742736.19,-19012992.56,1265669.658
1610505900,26741999.73,-19008360.98,1265357.08
1610505960,26741262.9,-19003729.15,1265044.484
1610506020,26740525.71,-18999097.06,1264731.871
1610506080,26739788.17,-18994464.71,1264419.241
1610506140,26739050.26,-18989832.11,1264106.595
1610506200,26738311.98,-18985199.25,1263793.931
1610506260,26737573.35,-18980566.14,1263481.249
1610506320,26736834.36,-18975932.76,1263168.551
1610506380,26736095,-18971299.13,1262855.836
1610506440,26735355.28,-18966665.25,1262543.104
1610506500,26734615.2,-18962031.11,1262230.354
1610506560,26733874.76,-18957396.71,1261917.588
1610506620,26733133.96,-18952762.05,1261604.804
1610506680,26732392.79,-18948127.14,1261292.003
1610506740,26731651.27,-18943491.97,1260979.186
1610506800,26730909.38,-18938856.54,1260666.351
1610506860,26730167.12,-18934220.86,1260353.499
1610506920,26729424.51,-18929584.92,1260040.63
1610506980,26728681.53,-18924948.72,1259727.744
1610507040,26727938.19,-18920312.27,1259414.84
1610507100,26727194.49,-18915675.56,1259101.92
1610507160,26726450.42,-18911038.59,1258788.983
1610507220,26725705.99,-18906401.37,1258476.028
1610507280,26724961.2,-18901763.89,1258163.056
1610507340,26724216.04,-18897126.15,1257850.068
1610507400,26723470.53,-18892488.15,1257537.062
1610507460,26722724.64,-18887849.9,1257224.039
1610507520,26721978.4,-18883211.39,1256910.999
1610507580,26721231.79,-18878572.63,1256597.942
1610507640,26720484.81,-18873933.6,1256284.868
1610507700,26719737.48,-18869294.32,1255971.776
1610507760,26718989.78,-18864654.79,1255658.668
1610507820,26718241.71,-18860014.99,1255345.542
1610507880,26717493.28,-18855374.94,1255032.399
1610507940,26716744.49,-18850734.64,1254719.24
1610508000,26715995.33,-18846094.07,1254406.063
1610508060,26715245.81,-18841453.25,1254092.869
1610508120,26714495.92,-18836812.17,1253779.658
1610508180,26713745.67,-18832170.83,1253466.429
1610508240,26712995.06,-18827529.24,1253153.184
1610508300,26712244.08,-18822887.39,1252839.922
1610508360,26711492.73,-18818245.28,1252526.642
1610508420,26710741.02,-18813602.92,1252213.345
1610508480,26709988.94,-18808960.3,1251900.032
1610508540,26709236.5,-18804317.42,1251586.701
1610508600,26708483.7,-18799674.28,1251273.353
1610508660,26707730.52,-18795030.89,1250959.987
1610508720,26706976.99,-18790387.24,1250646.605
1610508780,26706223.08,-18785743.33,1250333.206
1610508840,26705468.82,-18781099.16,1250019.789
1610508900,26704714.18,-18776454.74,1249706.355
1610508960,26703959.18,-18771810.06,1249392.905
1610509020,26703203.81,-18767165.13,1249079.437
1610509080,26702448.08,-18762519.93,1248765.952
1610509140,26701691.98,-18757874.48,1248452.45
1610509200,26700935.52,-18753228.77,1248138.93
1610509260,26700178.69,-18748582.8,1247825.394
1610509320,26699421.49,-18743936.58,1247511.84
1610509380,26698663.92,-18739290.1,1247198.27
1610509440,26697905.99,-18734643.36,1246884.682
1610509500,26697147.69,-18729996.37,1246571.077
1610509560,26696389.03,-18725349.11,1246257.455
1610509620,26695630,-18720701.6,1245943.816
1610509680,26694870.6,-18716053.83,1245630.159
1610509740,26694110.83,-18711405.81,1245316.486
1610509800,26693350.7,-18706757.52,1245002.795
1610509860,26692590.2,-18702108.98,1244689.087
1610509920,26691829.33,-18697460.19,1244375.363
1610509980,26691068.09,-18692811.13,1244061.621
1610510040,26690306.49,-18688161.82,1243747.861
1610510100,26689544.51,-18683512.25,1243434.085
1610510160,26688782.17,-18678862.42,1243120.292
1610510220,26688019.47,-18674212.33,1242806.481
1610510280,26687256.39,-18669561.99,1242492.653
1610510340,26686492.94,-18664911.39,1242178.808
1610510400,26685729.13,-18660260.53,1241864.946
1610510460,26684964.95,-18655609.41,1241551.067
1610510520,26684200.4,-18650958.04,1241237.171
1610510580,26683435.48,-18646306.41,1240923.257
1610510640,26682670.19,-18641654.52,1240609.327
1610510700,26681904.54,-18637002.37,1240295.379
1610510760,26681138.51,-18632349.96,1239981.414
1610510820,26680372.12,-18627697.3,1239667.432
1610510880,26679605.36,-18623044.38,1239353.433
1610510940,26678838.22,-18618391.2,1239039.416
1610511000,26678070.72,-18613737.77,1238725.383
1610511060,26677302.85,-18609084.07,1238411.332
1610511120,26676534.61,-18604430.12,1238097.264
1610511180,26675766,-18599775.91,1237783.179
1610511240,26674997.02,-18595121.45,1237469.077
1610511300,26674227.67,-18590466.72,1237154.958
1610511360,26673457.95,-18585811.74,1236840.821
1610511420,26672687.86,-18581156.5,1236526.668
1610511480,26671917.4,-18576501,1236212.497
1610511540,26671146.57,-18571845.24,1235898.309
1610511600,26670375.37,-18567189.23,1235584.104
1610511660,26669603.79,-18562532.96,1235269.882
1610511720,26668831.85,-18557876.42,1234955.642
1610511780,26668059.54,-18553219.64,1234641.386
1610511840,26667286.85,-18548562.59,1234327.112
1610511900,26666513.8,-18543905.29,1234012.821
1610511960,26665740.37,-18539247.72,1233698.513
1610512020,26664966.58,-18534589.9,1233384.187
1610512080,26664192.41,-18529931.83,1233069.845
1610512140,26663417.87,-18525273.49,1232755.485
1610512200,26662642.96,-18520614.9,1232441.108
1610512260,26661867.68,-18515956.04,1232126.715
1610512320,26661092.02,-18511296.93,1231812.303
1610512380,26660316,-18506637.56,1231497.875
1610512440,26659539.6,-18501977.94,1231183.43
1610512500,26658762.83,-18497318.05,1230868.967
1610512560,26657985.69,-18492657.91,1230554.487
1610512620,26657208.18,-18487997.51,1230239.99
1610512680,26656430.29,-18483336.85,1229925.476
1610512740,26655652.03,-18478675.93,1229610.944
1610512800,26654873.4,-18474014.76,1229296.396
1610512860,26654094.4,-18469353.32,1228981.83
1610512920,26653315.02,-18464691.63,1228667.247
1610512980,26652535.28,-18460029.68,1228352.647
1610513040,26651755.16,-18455367.47,1228038.03
1610513100,26650974.66,-18450705.01,1227723.395
1610513160,26650193.79,-18446042.28,1227408.744
1610513220,26649412.55,-18441379.3,1227094.075
1610513280,26648630.94,-18436716.06,1226779.389
1610513340,26647848.95,-18432052.56,1226464.686
1610513400,26647066.59,-18427388.8,1226149.965
1610513460,26646283.86,-18422724.78,1225835.227
1610513520,26645500.75,-18418060.51,1225520.473
1610513580,26644717.27,-18413395.98,1225205.701
1610513640,26643933.42,-18408731.19,1224890.912
1610513700,26643149.19,-18404066.14,1224576.105
1610513760,26642364.58,-18399400.83,1224261.282
1610513820,26641579.61,-18394735.26,1223946.441
1610513880,26640794.25,-18390069.44,1223631.583
1610513940,26640008.53,-18385403.35,1223316.708
1610514000,26639222.43,-18380737.01,1223001.815
1610514060,26638435.95,-18376070.41,1222686.906
1610514120,26637649.1,-18371403.55,1222371.979
1610514180,26636861.88,-18366736.43,1222057.035
1610514240,26636074.28,-18362069.06,1221742.074
1610514300,26635286.3,-18357401.42,1221427.096
1610514360,26634497.95,-18352733.53,1221112.1
1610514420,26633709.23,-18348065.38,1220797.087
1610514480,26632920.13,-18343396.97,1220482.057
1610514540,26632130.65,-18338728.3,1220167.01
1610514600,26631340.8,-18334059.37,1219851.946
1610514660,26630550.57,-18329390.19,1219536.864
1610514720,26629759.97,-18324720.74,1219221.766
1610514780,26628968.99,-18320051.04,1218906.65
1610514840,26628177.64,-18315381.08,1218591.516
1610514900,26627385.91,-18310710.86,1218276.366
1610514960,26626593.8,-18306040.38,1217961.198
1610515020,26625801.32,-18301369.64,1217646.014
1610515080,26625008.46,-18296698.64,1217330.811
1610515140,26624215.22,-18292027.39,1217015.592
1610515200,26623421.61,-18287355.87,1216700.356
1610515260,26622627.62,-18282684.1,1216385.102
1610515320,26621833.25,-18278012.07,1216069.831
1610515380,26621038.51,-18273339.78,1215754.543
1610515440,26620243.39,-18268667.23,1215439.238
1610515500,26619447.89,-18263994.42,1215123.915
1610515560,26618652.02,-18259321.36,1214808.575
1610515620,26617855.77,-18254648.03,1214493.218
1610515680,26617059.14,-18249974.45,1214177.844
1610515740,26616262.13,-18245300.6,1213862.453
1610515800,26615464.75,-18240626.5,1213547.044
1610515860,26614666.99,-18235952.14,1213231.618
1610515920,26613868.85,-18231277.52,1212916.175
1610515980,26613070.33,-18226602.64,1212600.715
1610516040,26612271.43,-18221927.5,1212285.237
1610516100,26611472.16,-18217252.11,1211969.743
1610516160,26610672.51,-18212576.45,1211654.231
1610516220,26609872.48,-18207900.54,1211338.701
1610516280,26609072.07,-18203224.36,1211023.155
1610516340,26608271.28,-18198547.93,1210707.591
1610516400,26607470.11,-18193871.24,1210392.01
1610516460,26606668.57,-18189194.29,1210076.412
1610516520,26605866.65,-18184517.08,1209760.797
1610516580,26605064.34,-18179839.61,1209445.164
1610516640,26604261.66,-18175161.88,1209129.514
1610516700,26603458.6,-18170483.9,1208813.847
1610516760,26602655.16,-18165805.65,1208498.163
1610516820,26601851.34,-18161127.15,1208182.461
1610516880,26601047.14,-18156448.38,1207866.743
1610516940,26600242.56,-18151769.36,1207551.007
1610517000,26599437.6,-18147090.08,1207235.253
1610517060,26598632.27,-18142410.54,1206919.483
1610517120,26597826.55,-18137730.74,1206603.695
1610517180,26597020.45,-18133050.68,1206287.89
1610517240,26596213.97,-18128370.36,1205972.068
1610517300,26595407.11,-18123689.78,1205656.228
1610517360,26594599.87,-18119008.95,1205340.372
1610517420,26593792.25,-18114327.85,1205024.498
1610517480,26592984.25,-18109646.49,1204708.607
1610517540,26592175.87,-18104964.88,1204392.698
1610517600,26591367.11,-18100283.01,1204076.772
1610517660,26590557.97,-18095600.87,1203760.83
1610517720,26589748.44,-18090918.48,1203444.869
1610517780,26588938.54,-18086235.83,1203128.892
1610517840,26588128.25,-18081552.92,1202812.897
1610517900,26587317.58,-18076869.75,1202496.885
1610517960,26586506.54,-18072186.32,1202180.856
1610518020,26585695.11,-18067502.63,1201864.81
1610518080,26584883.29,-18062818.68,1201548.746
1610518140,26584071.1,-18058134.47,1201232.665
1610518200,26583258.52,-18053450,1200916.567
1610518260,26582445.57,-18048765.28,1200600.451
1610518320,26581632.23,-18044080.29,1200284.319
1610518380,26580818.51,-18039395.05,1199968.169
1610518440,26580004.4,-18034709.54,1199652.002
1610518500,26579189.92,-18030023.78,1199335.817
1610518560,26578375.05,-18025337.75,1199019.615
1610518620,26577559.8,-18020651.47,1198703.396
1610518680,26576744.16,-18015964.93,1198387.16
1610518740,26575928.14,-18011278.12,1198070.907
1610518800,26575111.74,-18006591.06,1197754.636
1610518860,26574294.96,-18001903.74,1197438.348
1610518920,26573477.8,-17997216.16,1197122.042
1610518980,26572660.25,-17992528.32,1196805.72
1610519040,26571842.31,-17987840.22,1196489.38
1610519100,26571024,-17983151.86,1196173.023
1610519160,26570205.3,-17978463.24,1195856.649
1610519220,26569386.22,-17973774.36,1195540.257
1610519280,26568566.75,-17969085.23,1195223.848
1610519340,26567746.9,-17964395.83,1194907.422
1610519400,26566926.66,-17959706.17,1194590.978
1610519460,26566106.04,-17955016.25,1194274.518
1610519520,26565285.04,-17950326.08,1193958.04
1610519580,26564463.65,-17945635.64,1193641.544
1610519640,26563641.88,-17940944.94,1193325.032
1610519700,26562819.73,-17936253.99,1193008.502
1610519760,26561997.18,-17931562.77,1192691.955
1610519820,26561174.26,-17926871.3,1192375.391
1610519880,26560350.95,-17922179.56,1192058.809
1610519940,26559527.25,-17917487.57,1191742.21
1610520000,26558703.17,-17912795.31,1191425.594
1610520060,26557878.71,-17908102.8,1191108.96
1610520120,26557053.85,-17903410.02,1190792.31
1610520180,26556228.62,-17898716.99,1190475.642
1610520240,26555403,-17894023.69,1190158.956
1610520300,26554576.99,-17889330.14,1189842.254
1610520360,26553750.6,-17884636.33,1189525.534
1610520420,26552923.82,-17879942.25,1189208.797
1610520480,26552096.65,-17875247.92,1188892.042
1610520540,26551269.1,-17870553.33,1188575.271
1610520600,26550441.16,-17865858.47,1188258.482
1610520660,26549612.84,-17861163.36,1187941.675
1610520720,26548784.13,-17856467.99,1187624.852
1610520780,26547955.03,-17851772.36,1187308.011
1610520840,26547125.55,-17847076.46,1186991.153
1610520900,26546295.68,-17842380.31,1186674.277
1610520960,26545465.43,-17837683.9,1186357.384
1610521020,26544634.78,-17832987.23,1186040.474
1610521080,26543803.75,-17828290.29,1185723.547
1610521140,26542972.34,-17823593.1,1185406.602
1610521200,26542140.53,-17818895.65,1185089.641
1610521260,26541308.34,-17814197.93,1184772.661
1610521320,26540475.76,-17809499.96,1184455.665
1610521380,26539642.79,-17804801.73,1184138.651
1610521440,26538809.44,-17800103.24,1183821.62
1610521500,26537975.7,-17795404.48,1183504.572
1610521560,26537141.57,-17790705.47,1183187.506
1610521620,26536307.05,-17786006.2,1182870.423
1610521680,26535472.14,-17781306.66,1182553.323
1610521740,26534636.85,-17776606.87,1182236.205
1610521800,26533801.17,-17771906.82,1181919.07
1610521860,26532965.1,-17767206.5,1181601.918
1610521920,26532128.64,-17762505.93,1181284.749
1610521980,26531291.79,-17757805.1,1180967.562
1610522040,26530454.55,-17753104,1180650.358
1610522100,26529616.93,-17748402.65,1180333.136
1610522160,26528778.91,-17743701.03,1180015.898
1610522220,26527940.51,-17738999.16,1179698.642
1610522280,26527101.71,-17734297.02,1179381.368
1610522340,26526262.53,-17729594.63,1179064.078
1610522400,26525422.96,-17724891.97,1178746.77
1610522460,26524583,-17720189.06,1178429.444
1610522520,26523742.65,-17715485.88,1178112.102
1610522580,26522901.91,-17710782.44,1177794.742
1610522640,26522060.78,-17706078.75,1177477.365
1610522700,26521219.26,-17701374.79,1177159.97
1610522760,26520377.35,-17696670.57,1176842.559
1610522820,26519535.05,-17691966.1,1176525.13
1610522880,26518692.36,-17687261.36,1176207.683
1610522940,26517849.28,-17682556.36,1175890.219
1610523000,26517005.8,-17677851.1,1175572.738
1610523060,26516161.94,-17673145.58,1175255.24
1610523120,26515317.69,-17668439.8,1174937.724
1610523180,26514473.05,-17663733.76,1174620.191
1610523240,26513628.01,-17659027.46,1174302.641
1610523300,26512782.59,-17654320.9,1173985.073
1610523360,26511936.77,-17649614.08,1173667.488
1610523420,26511090.56,-17644907,1173349.886
1610523480,26510243.96,-17640199.65,1173032.267
1610523540,26509396.97,-17635492.05,1172714.63
1610523600,26508549.59,-17630784.19,1172396.975
1610523660,26507701.81,-17626076.06,1172079.304
1610523720,26506853.65,-17621367.68,1171761.615
1610523780,26506005.09,-17616659.04,1171443.909
1610523840,26505156.14,-17611950.13,1171126.185
1610523900,26504306.8,-17607240.96,1170808.444
1610523960,26503457.07,-17602531.54,1170490.686
1610524020,26502606.94,-17597821.85,1170172.911
1610524080,26501756.42,-17593111.9,1169855.118
1610524140,26500905.51,-17588401.69,1169537.308
1610524200,26500054.2,-17583691.22,1169219.48
1610524260,26499202.51,-17578980.5,1168901.635
1610524320,26498350.42,-17574269.51,1168583.773
1610524380,26497497.93,-17569558.25,1168265.894
1610524440,26496645.06,-17564846.74,1167947.997
1610524500,26495791.79,-17560134.97,1167630.083
1610524560,26494938.13,-17555422.94,1167312.151
1610524620,26494084.07,-17550710.64,1166994.202
1610524680,26493229.62,-17545998.09,1166676.236
1610524740,26492374.78,-17541285.27,1166358.252
1610524800,26491519.54,-17536572.2,1166040.252
1610524860,26490663.91,-17531858.86,1165722.233
1610524920,26489807.88,-17527145.26,1165404.198
1610524980,26488951.46,-17522431.41,1165086.145
1610525040,26488094.65,-17517717.29,1164768.075
1610525100,26487237.44,-17513002.91,1164449.987
1610525160,26486379.84,-17508288.27,1164131.882
1610525220,26485521.84,-17503573.37,1163813.76
1610525280,26484663.45,-17498858.2,1163495.621
1610525340,26483804.66,-17494142.78,1163177.464
1610525400,26482945.48,-17489427.1,1162859.289
1610525460,26482085.91,-17484711.15,1162541.098
1610525520,26481225.94,-17479994.95,1162222.889
1610525580,26480365.57,-17475278.48,1161904.663
1610525640,26479504.81,-17470561.75,1161586.419
1610525700,26478643.65,-17465844.76,1161268.158
1610525760,26477782.1,-17461127.51,1160949.88
1610525820,26476920.15,-17456410,1160631.584
1610525880,26476057.8,-17451692.23,1160313.271
1610525940,26475195.06,-17446974.2,1159994.941
1610526000,26474331.93,-17442255.91,1159676.593
1610526060,26473468.39,-17437537.35,1159358.228
1610526120,26472604.47,-17432818.54,1159039.845
1610526180,26471740.14,-17428099.46,1158721.445
1610526240,26470875.42,-17423380.13,1158403.028
1610526300,26470010.3,-17418660.53,1158084.594
1610526360,26469144.79,-17413940.67,1157766.142
1610526420,26468278.87,-17409220.55,1157447.673
1610526480,26467412.57,-17404500.17,1157129.186
1610526540,26466545.86,-17399779.52,1156810.682
1610526600,26465678.76,-17395058.62,1156492.161
1610526660,26464811.26,-17390337.46,1156173.622
1610526720,26463943.36,-17385616.03,1155855.066
1610526780,26463075.07,-17380894.34,1155536.493
1610526840,26462206.37,-17376172.4,1155217.902
1610526900,26461337.28,-17371450.19,1154899.294
1610526960,26460467.8,-17366727.72,1154580.669
1610527020,26459597.91,-17362004.99,1154262.026
1610527080,26458727.63,-17357281.99,1153943.366
1610527140,26457856.94,-17352558.74,1153624.688
1610527200,26456985.86,-17347835.22,1153305.993
1610527260,26456114.39,-17343111.45,1152987.281
1610527320,26455242.51,-17338387.41,1152668.551
1610527380,26454370.23,-17333663.11,1152349.804
1610527440,26453497.56,-17328938.55,1152031.04
1610527500,26452624.48,-17324213.73,1151712.258
1610527560,26451751.01,-17319488.65,1151393.459
1610527620,26450877.14,-17314763.3,1151074.642
1610527680,26450002.87,-17310037.7,1150755.809
1610527740,26449128.2,-17305311.83,1150436.957
1610527800,26448253.13,-17300585.71,1150118.089
1610527860,26447377.66,-17295859.32,1149799.203
1610527920,26446501.8,-17291132.67,1149480.3
1610527980,26445625.53,-17286405.76,1149161.379
1610528040,26444748.86,-17281678.58,1148842.441
1610528100,26443871.79,-17276951.15,1148523.485
1610528160,26442994.33,-17272223.45,1148204.512
1610528220,26442116.46,-17267495.5,1147885.522
1610528280,26441238.19,-17262767.28,1147566.515
1610528340,26440359.52,-17258038.8,1147247.49
1610528400,26439480.45,-17253310.06,1146928.447
1610528460,26438600.98,-17248581.05,1146609.388
1610528520,26437721.11,-17243851.79,1146290.31
1610528580,26436840.84,-17239122.26,1145971.216
1610528640,26435960.17,-17234392.48,1145652.104
1610528700,26435079.09,-17229662.43,1145332.975
1610528760,26434197.62,-17224932.12,1145013.828
1610528820,26433315.74,-17220201.55,1144694.664
1610528880,26432433.47,-17215470.71,1144375.483
1610528940,26431550.79,-17210739.62,1144056.284
1610529000,26430667.71,-17206008.26,1143737.068
1610529060,26429784.23,-17201276.64,1143417.834
1610529120,26428900.34,-17196544.77,1143098.583
1610529180,26428016.06,-17191812.62,1142779.315
1610529240,26427131.37,-17187080.22,1142460.029
1610529300,26426246.28,-17182347.56,1142140.726
1610529360,26425360.78,-17177614.63,1141821.406
1610529420,26424474.89,-17172881.45,1141502.068
1610529480,26423588.59,-17168148,1141182.713
1610529540,26422701.89,-17163414.29,1140863.34
1610529600,26421814.79,-17158680.31,1140543.95
1610529660,26420927.28,-17153946.08,1140224.542
1610529720,26420039.37,-17149211.59,1139905.117
1610529780,26419151.06,-17144476.83,1139585.675
1610529840,26418262.34,-17139741.81,1139266.216
1610529900,26417373.23,-17135006.53,1138946.739
1610529960,26416483.7,-17130270.99,1138627.244
1610530020,26415593.78,-17125535.18,1138307.732
1610530080,26414703.45,-17120799.12,1137988.203
1610530140,26413812.71,-17116062.79,1137668.657
1610530200,26412921.58,-17111326.2,1137349.093
1610530260,26412030.04,-17106589.35,1137029.511
1610530320,26411138.09,-17101852.24,1136709.912
1610530380,26410245.74,-17097114.86,1136390.296
1610530440,26409352.99,-17092377.23,1136070.663
1610530500,26408459.83,-17087639.33,1135751.012
1610530560,26407566.26,-17082901.17,1135431.343
1610530620,26406672.29,-17078162.75,1135111.657
1610530680,26405777.92,-17073424.07,1134791.954
1610530740,26404883.14,-17068685.12,1134472.233
1610530800,26403987.96,-17063945.91,1134152.495
1610530860,26403092.37,-17059206.44,1133832.74
