time,HGI_X(km),HGI_Y(km),HGI_Z(km)
1610689020,22170882.35,-3673512.649,232002.3353
1610689080,22168338.36,-3668136.048,231640.7215
1610689140,22165793.43,-3662759.293,231279.098
1610689200,22163247.57,-3657382.383,230917.4647
1610689260,22160700.78,-3652005.319,230555.8217
1610689320,22158153.06,-3646628.101,230194.169
1610689380,22155604.39,-3641250.729,229832.5066
1610689440,22153054.8,-3635873.204,229470.8345
1610689500,22150504.27,-3630495.525,229109.1526
1610689560,22147952.8,-3625117.693,228747.4612
1610689620,22145400.4,-3619739.707,228385.76
1610689680,22142847.06,-3614361.569,228024.0492
1610689740,22140292.78,-3608983.277,227662.3287
1610689800,22137737.57,-3603604.833,227300.5986
1610689860,22135181.42,-3598226.237,226938.8589
1610689920,22132624.33,-3592847.488,226577.1096
1610689980,22130066.3,-3587468.586,226215.3507
1610690040,22127507.34,-3582089.533,225853.5822
1610690100,22124947.44,-3576710.328,225491.8041
1610690160,22122386.6,-3571330.971,225130.0164
1610690220,22119824.82,-3565951.462,224768.2192
1610690280,22117262.1,-3560571.802,224406.4124
1610690340,22114698.44,-3555191.991,224044.5961
1610690400,22112133.84,-3549812.028,223682.7703
1610690460,22109568.3,-3544431.915,223320.9349
1610690520,22107001.82,-3539051.65,222959.0901
1610690580,22104434.4,-3533671.235,222597.2358
1610690640,22101866.03,-3528290.67,222235.3719
1610690700,22099296.73,-3522909.954,221873.4987
1610690760,22096726.48,-3517529.088,221511.6159
1610690820,22094155.29,-3512148.072,221149.7238
1610690880,22091583.16,-3506766.907,220787.8221
1610690940,22089010.09,-3501385.591,220425.9111
1610691000,22086436.07,-3496004.126,220063.9906
1610691060,22083861.11,-3490622.512,219702.0608
1610691120,22081285.2,-3485240.748,219340.1215
1610691180,22078708.36,-3479858.836,218978.1729
1610691240,22076130.56,-3474476.774,218616.2149
1610691300,22073551.82,-3469094.564,218254.2476
1610691360,22070972.14,-3463712.206,217892.2709
1610691420,22068391.51,-3458329.699,217530.2848
1610691480,22065809.93,-3452947.043,217168.2895
1610691540,22063227.41,-3447564.24,216806.2848
1610691600,22060643.95,-3442181.289,216444.2709
1610691660,22058059.53,-3436798.19,216082.2476
1610691720,22055474.17,-3431414.944,215720.2151
1610691780,22052887.86,-3426031.55,215358.1733
1610691840,22050300.6,-3420648.009,214996.1222
1610691900,22047712.4,-3415264.32,214634.0619
1610691960,22045123.25,-3409880.485,214271.9924
1610692020,22042533.14,-3404496.504,213909.9136
1610692080,22039942.09,-3399112.375,213547.8257
1610692140,22037350.09,-3393728.1,213185.7285
1610692200,22034757.14,-3388343.679,212823.6222
1610692260,22032163.24,-3382959.112,212461.5067
1610692320,22029568.39,-3377574.399,212099.382
1610692380,22026972.59,-3372189.54,211737.2482
1610692440,22024375.84,-3366804.536,211375.1052
1610692500,22021778.14,-3361419.386,211012.9531
1610692560,22019179.48,-3356034.091,210650.7918
1610692620,22016579.88,-3350648.651,210288.6215
1610692680,22013979.32,-3345263.066,209926.4421
1610692740,22011377.81,-3339877.336,209564.2536
1610692800,22008775.35,-3334491.462,209202.056
1610692860,22006171.93,-3329105.443,208839.8494
1610692920,22003567.56,-3323719.28,208477.6337
1610692980,22000962.23,-3318332.973,208115.4089
1610693040,21998355.95,-3312946.522,207753.1752
1610693100,21995748.72,-3307559.927,207390.9324
1610693160,21993140.53,-3302173.189,207028.6807
1610693220,21990531.39,-3296786.307,206666.4199
1610693280,21987921.29,-3291399.282,206304.1502
1610693340,21985310.24,-3286012.114,205941.8714
1610693400,21982698.23,-3280624.803,205579.5838
1610693460,21980085.26,-3275237.349,205217.2872
1610693520,21977471.34,-3269849.753,204854.9816
1610693580,21974856.46,-3264462.014,204492.6672
1610693640,21972240.62,-3259074.134,204130.3438
1610693700,21969623.82,-3253686.111,203768.0115
1610693760,21967006.07,-3248297.946,203405.6704
1610693820,21964387.36,-3242909.639,203043.3204
1610693880,21961767.69,-3237521.191,202680.9615
1610693940,21959147.06,-3232132.602,202318.5937
1610694000,21956525.47,-3226743.871,201956.2172
1610694060,21953902.92,-3221355,201593.8318
1610694120,21951279.41,-3215965.987,201231.4375
1610694180,21948654.94,-3210576.834,200869.0345
1610694240,21946029.52,-3205187.54,200506.6227
1610694300,21943403.13,-3199798.106,200144.2021
1610694360,21940775.77,-3194408.532,199781.7727
1610694420,21938147.46,-3189018.818,199419.3346
1610694480,21935518.19,-3183628.964,199056.8878
1610694540,21932887.95,-3178238.97,198694.4322
1610694600,21930256.75,-3172848.837,198331.9679
1610694660,21927624.59,-3167458.564,197969.4948
1610694720,21924991.46,-3162068.153,197607.0131
1610694780,21922357.37,-3156677.602,197244.5227
1610694840,21919722.32,-3151286.913,196882.0237
1610694900,21917086.3,-3145896.085,196519.5159
1610694960,21914449.32,-3140505.118,196156.9995
1610695020,21911811.37,-3135114.014,195794.4745
1610695080,21909172.46,-3129722.771,195431.9409
1610695140,21906532.58,-3124331.39,195069.3986
1610695200,21903891.74,-3118939.872,194706.8478
1610695260,21901249.93,-3113548.216,194344.2883
1610695320,21898607.15,-3108156.422,193981.7203
1610695380,21895963.41,-3102764.492,193619.1437
1610695440,21893318.7,-3097372.424,193256.5586
1610695500,21890673.02,-3091980.219,192893.9649
1610695560,21888026.38,-3086587.878,192531.3627
1610695620,21885378.76,-3081195.4,192168.752
1610695680,21882730.18,-3075802.786,191806.1328
1610695740,21880080.63,-3070410.036,191443.5051
1610695800,21877430.11,-3065017.15,191080.8689
1610695860,21874778.62,-3059624.127,190718.2242
1610695920,21872126.16,-3054230.97,190355.5711
1610695980,21869472.74,-3048837.677,189992.9095
1610696040,21866818.34,-3043444.248,189630.2396
1610696100,21864162.97,-3038050.684,189267.5612
1610696160,21861506.63,-3032656.986,188904.8743
1610696220,21858849.31,-3027263.153,188542.1791
1610696280,21856191.03,-3021869.185,188179.4756
1610696340,21853531.77,-3016475.083,187816.7636
1610696400,21850871.55,-3011080.846,187454.0433
1610696460,21848210.35,-3005686.476,187091.3146
1610696520,21845548.17,-3000291.971,186728.5776
1610696580,21842885.02,-2994897.333,186365.8323
1610696640,21840220.9,-2989502.562,186003.0787
1610696700,21837555.81,-2984107.657,185640.3168
1610696760,21834889.74,-2978712.619,185277.5466
1610696820,21832222.7,-2973317.448,184914.7682
1610696880,21829554.68,-2967922.144,184551.9814
1610696940,21826885.68,-2962526.708,184189.1865
1610697000,21824215.71,-2957131.139,183826.3833
1610697060,21821544.77,-2951735.438,183463.5719
1610697120,21818872.84,-2946339.605,183100.7522
1610697180,21816199.95,-2940943.64,182737.9244
1610697240,21813526.07,-2935547.544,182375.0884
1610697300,21810851.22,-2930151.316,182012.2442
1610697360,21808175.39,-2924754.956,181649.3919
1610697420,21805498.58,-2919358.466,181286.5314
1610697480,21802820.79,-2913961.844,180923.6628
1610697540,21800142.03,-2908565.092,180560.786
1610697600,21797462.28,-2903168.209,180197.9012
1610697660,21794781.56,-2897771.195,179835.0083
1610697720,21792099.85,-2892374.051,179472.1072
1610697780,21789417.17,-2886976.778,179109.1982
1610697840,21786733.51,-2881579.374,178746.281
1610697900,21784048.86,-2876181.841,178383.3558
1610697960,21781363.24,-2870784.178,178020.4226
1610698020,21778676.63,-2865386.386,177657.4813
1610698080,21775989.05,-2859988.465,177294.5321
1610698140,21773300.48,-2854590.414,176931.5748
1610698200,21770610.92,-2849192.235,176568.6096
1610698260,21767920.39,-2843793.928,176205.6364
1610698320,21765228.87,-2838395.492,175842.6552
1610698380,21762536.37,-2832996.927,175479.6661
1610698440,21759842.89,-2827598.235,175116.6691
1610698500,21757148.42,-2822199.415,174753.6642
1610698560,21754452.97,-2816800.467,174390.6513
1610698620,21751756.53,-2811401.392,174027.6306
1610698680,21749059.11,-2806002.189,173664.6019
1610698740,21746360.7,-2800602.86,173301.5655
1610698800,21743661.31,-2795203.403,172938.5211
1610698860,21740960.93,-2789803.82,172575.4689
1610698920,21738259.57,-2784404.11,172212.4089
1610698980,21735557.21,-2779004.273,171849.3411
1610699040,21732853.88,-2773604.311,171486.2654
1610699100,21730149.55,-2768204.223,171123.182
1610699160,21727444.24,-2762804.008,170760.0908
1610699220,21724737.94,-2757403.668,170396.9918
1610699280,21722030.65,-2752003.203,170033.8851
1610699340,21719322.37,-2746602.613,169670.7707
1610699400,21716613.11,-2741201.897,169307.6485
1610699460,21713902.85,-2735801.057,168944.5186
1610699520,21711191.61,-2730400.091,168581.381
1610699580,21708479.37,-2724999.002,168218.2357
1610699640,21705766.15,-2719597.788,167855.0828
1610699700,21703051.93,-2714196.45,167491.9222
1610699760,21700336.72,-2708794.988,167128.7539
1610699820,21697620.53,-2703393.402,166765.578
1610699880,21694903.34,-2697991.693,166402.3945
1610699940,21692185.15,-2692589.861,166039.2034
1610700000,21689465.98,-2687187.905,165676.0047
1610700060,21686745.82,-2681785.826,165312.7984
1610700120,21684024.66,-2676383.625,164949.5845
1610700180,21681302.5,-2670981.301,164586.3631
1610700240,21678579.36,-2665578.854,164223.1341
1610700300,21675855.22,-2660176.285,163859.8977
1610700360,21673130.09,-2654773.595,163496.6536
1610700420,21670403.96,-2649370.782,163133.4021
1610700480,21667676.83,-2643967.848,162770.1431
1610700540,21664948.72,-2638564.793,162406.8767
1610700600,21662219.6,-2633161.616,162043.6027
1610700660,21659489.49,-2627758.318,161680.3213
1610700720,21656758.39,-2622354.899,161317.0325
1610700780,21654026.28,-2616951.36,160953.7363
1610700840,21651293.18,-2611547.7,160590.4326
1610700900,21648559.09,-2606143.92,160227.1216
1610700960,21645823.99,-2600740.019,159863.8031
1610701020,21643087.9,-2595335.999,159500.4773
1610701080,21640350.81,-2589931.859,159137.1441
1610701140,21637612.72,-2584527.6,158773.8036
1610701200,21634873.63,-2579123.221,158410.4558
1610701260,21632133.55,-2573718.723,158047.1007
1610701320,21629392.46,-2568314.107,157683.7382
1610701380,21626650.37,-2562909.371,157320.3684
1610701440,21623907.29,-2557504.517,156956.9914
1610701500,21621163.2,-2552099.545,156593.6071
1610701560,21618418.11,-2546694.454,156230.2156
1610701620,21615672.02,-2541289.246,155866.8168
1610701680,21612924.93,-2535883.92,155503.4108
1610701740,21610176.83,-2530478.476,155139.9976
1610701800,21607427.74,-2525072.915,154776.5772
1610701860,21604677.64,-2519667.236,154413.1497
1610701920,21601926.54,-2514261.441,154049.7149
1610701980,21599174.43,-2508855.529,153686.273
1610702040,21596421.33,-2503449.5,153322.824
1610702100,21593667.21,-2498043.355,152959.3678
1610702160,21590912.1,-2492637.094,152595.9045
1610702220,21588155.98,-2487230.717,152232.4341
1610702280,21585398.85,-2481824.224,151868.9567
1610702340,21582640.72,-2476417.616,151505.4721
1610702400,21579881.58,-2471010.892,151141.9805
1610702460,21577121.44,-2465604.053,150778.4819
1610702520,21574360.29,-2460197.098,150414.9762
1610702580,21571598.13,-2454790.03,150051.4635
1610702640,21568834.97,-2449382.846,149687.9438
1610702700,21566070.8,-2443975.548,149324.4171
1610702760,21563305.62,-2438568.136,148960.8834
1610702820,21560539.44,-2433160.61,148597.3428
1610702880,21557772.24,-2427752.97,148233.7952
1610702940,21555004.04,-2422345.217,147870.2407
1610703000,21552234.83,-2416937.35,147506.6792
1610703060,21549464.61,-2411529.37,147143.1109
1610703120,21546693.38,-2406121.277,146779.5356
1610703180,21543921.13,-2400713.071,146415.9535
1610703240,21541147.88,-2395304.752,146052.3645
1610703300,21538373.62,-2389896.321,145688.7686
1610703360,21535598.35,-2384487.778,145325.1659
1610703420,21532822.06,-2379079.123,144961.5564
1610703480,21530044.77,-2373670.357,144597.9401
1610703540,21527266.46,-2368261.478,144234.317
1610703600,21524487.14,-2362852.488,143870.6871
1610703660,21521706.8,-2357443.388,143507.0504
1610703720,21518925.45,-2352034.176,143143.407
1610703780,21516143.09,-2346624.853,142779.7568
1610703840,21513359.72,-2341215.42,142416.0999
1610703900,21510575.33,-2335805.876,142052.4363
1610703960,21507789.93,-2330396.222,141688.766
1610704020,21505003.51,-2324986.459,141325.089
1610704080,21502216.08,-2319576.585,140961.4053
1610704140,21499427.63,-2314166.602,140597.715
1610704200,21496638.17,-2308756.51,140234.018
1610704260,21493847.68,-2303346.308,139870.3144
1610704320,21491056.19,-2297935.998,139506.6042
1610704380,21488263.67,-2292525.579,139142.8874
1610704440,21485470.14,-2287115.051,138779.164
1610704500,21482675.59,-2281704.415,138415.434
1610704560,21479880.03,-2276293.671,138051.6975
1610704620,21477083.44,-2270882.819,137687.9544
1610704680,21474285.84,-2265471.859,137324.2048
1610704740,21471487.22,-2260060.792,136960.4487
1610704800,21468687.58,-2254649.617,136596.6861
1610704860,21465886.92,-2249238.336,136232.917
1610704920,21463085.24,-2243826.947,135869.1414
1610704980,21460282.53,-2238415.452,135505.3594
1610705040,21457478.81,-2233003.85,135141.5709
1610705100,21454674.07,-2227592.143,134777.776
1610705160,21451868.31,-2222180.329,134413.9746
1610705220,21449061.52,-2216768.409,134050.1669
1610705280,21446253.71,-2211356.384,133686.3528
1610705340,21443444.88,-2205944.253,133322.5323
1610705400,21440635.03,-2200532.017,132958.7054
1610705460,21437824.15,-2195119.676,132594.8722
1610705520,21435012.25,-2189707.23,132231.0327
1610705580,21432199.33,-2184294.68,131867.1869
1610705640,21429385.38,-2178882.025,131503.3347
1610705700,21426570.41,-2173469.267,131139.4763
1610705760,21423754.42,-2168056.404,130775.6116
1610705820,21420937.4,-2162643.437,130411.7406
1610705880,21418119.35,-2157230.367,130047.8635
1610705940,21415300.28,-2151817.194,129683.98
1610706000,21412480.18,-2146403.918,129320.0904
1610706060,21409659.05,-2140990.538,128956.1945
1610706120,21406836.9,-2135577.056,128592.2925
1610706180,21404013.72,-2130163.472,128228.3843
1610706240,21401189.52,-2124749.785,127864.47
1610706300,21398364.28,-2119335.996,127500.5495
1610706360,21395538.02,-2113922.106,127136.6229
1610706420,21392710.73,-2108508.113,126772.6901
1610706480,21389882.41,-2103094.02,126408.7513
1610706540,21387053.06,-2097679.825,126044.8064
1610706600,21384222.68,-2092265.529,125680.8554
1610706660,21381391.28,-2086851.132,125316.8984
1610706720,21378558.84,-2081436.635,124952.9353
1610706780,21375725.37,-2076022.038,124588.9662
1610706840,21372890.87,-2070607.34,124224.9911
1610706900,21370055.34,-2065192.543,123861.01
1610706960,21367218.77,-2059777.645,123497.023
1610707020,21364381.18,-2054362.649,123133.0299
1610707080,21361542.55,-2048947.553,122769.0309
1610707140,21358702.89,-2043532.358,122405.026
1610707200,21355862.2,-2038117.064,122041.0152
1610707260,21353020.47,-2032701.672,121676.9984
1610707320,21350177.71,-2027286.181,121312.9758
1610707380,21347333.92,-2021870.592,120948.9473
1610707440,21344489.09,-2016454.905,120584.9129
1610707500,21341643.23,-2011039.12,120220.8727
1610707560,21338796.33,-2005623.237,119856.8266
1610707620,21335948.4,-2000207.258,119492.7748
1610707680,21333099.43,-1994791.181,119128.7171
1610707740,21330249.42,-1989375.008,118764.6537
1610707800,21327398.38,-1983958.737,118400.5844
1610707860,21324546.3,-1978542.371,118036.5095
1610707920,21321693.18,-1973125.908,117672.4287
1610707980,21318839.03,-1967709.349,117308.3423
1610708040,21315983.84,-1962292.694,116944.2501
1610708100,21313127.61,-1956875.943,116580.1523
1610708160,21310270.34,-1951459.098,116216.0487
1610708220,21307412.03,-1946042.157,115851.9395
1610708280,21304552.69,-1940625.121,115487.8247
1610708340,21301692.3,-1935207.991,115123.7042
1610708400,21298830.88,-1929790.766,114759.5781
1610708460,21295968.41,-1924373.447,114395.4464
1610708520,21293104.9,-1918956.033,114031.3091
1610708580,21290240.36,-1913538.526,113667.1662
1610708640,21287374.77,-1908120.926,113303.0178
1610708700,21284508.14,-1902703.232,112938.8638
1610708760,21281640.46,-1897285.445,112574.7043
1610708820,21278771.75,-1891867.565,112210.5393
1610708880,21275901.99,-1886449.592,111846.3687
1610708940,21273031.19,-1881031.527,111482.1927
1610709000,21270159.35,-1875613.369,111118.0113
1610709060,21267286.46,-1870195.12,110753.8243
1610709120,21264412.53,-1864776.778,110389.632
1610709180,21261537.55,-1859358.345,110025.4342
1610709240,21258661.53,-1853939.821,109661.231
1610709300,21255784.46,-1848521.205,109297.0224
1610709360,21252906.35,-1843102.499,108932.8085
1610709420,21250027.19,-1837683.702,108568.5891
1610709480,21247146.99,-1832264.814,108204.3645
1610709540,21244265.74,-1826845.836,107840.1345
1610709600,21241383.44,-1821426.768,107475.8992
1610709660,21238500.09,-1816007.611,107111.6586
1610709720,21235615.7,-1810588.364,106747.4127
1610709780,21232730.26,-1805169.027,106383.1615
1610709840,21229843.77,-1799749.601,106018.9051
1610709900,21226956.23,-1794330.087,105654.6434
1610709960,21224067.65,-1788910.483,105290.3766
1610710020,21221178.01,-1783490.792,104926.1045
1610710080,21218287.33,-1778071.012,104561.8272
1610710140,21215395.59,-1772651.144,104197.5448
1610710200,21212502.8,-1767231.188,103833.2572
1610710260,21209608.97,-1761811.145,103468.9645
1610710320,21206714.08,-1756391.014,103104.6666
1610710380,21203818.14,-1750970.796,102740.3636
1610710440,21200921.15,-1745550.492,102376.0555
1610710500,21198023.1,-1740130.101,102011.7424
1610710560,21195124.01,-1734709.623,101647.4241
1610710620,21192223.86,-1729289.06,101283.1009
1610710680,21189322.66,-1723868.41,100918.7725
1610710740,21186420.4,-1718447.675,100554.4392
1610710800,21183517.09,-1713026.854,100190.1009
1610710860,21180612.73,-1707605.948,99825.75758
1610710920,21177707.31,-1702184.956,99461.4093
1610710980,21174800.84,-1696763.88,99097.05606
1610711040,21171893.31,-1691342.72,98732.69788
1610711100,21168984.72,-1685921.475,98368.33478
1610711160,21166075.08,-1680500.146,98003.96677
1610711220,21163164.39,-1675078.733,97639.59387
1610711280,21160252.63,-1669657.237,97275.21609
1610711340,21157339.82,-1664235.657,96910.83346
1610711400,21154425.95,-1658813.994,96546.44598
1610711460,21151511.03,-1653392.248,96182.05368
1610711520,21148595.04,-1647970.419,95817.65656
1610711580,21145678,-1642548.508,95453.25464
1610711640,21142759.9,-1637126.515,95088.84795
1610711700,21139840.74,-1631704.439,94724.43649
1610711760,21136920.52,-1626282.282,94360.02029
1610711820,21133999.24,-1620860.043,93995.59935
1610711880,21131076.9,-1615437.723,93631.1737
1610711940,21128153.5,-1610015.322,93266.74335
1610712000,21125229.04,-1604592.84,92902.30832
1610712060,21122303.51,-1599170.277,92537.86861
1610712120,21119376.93,-1593747.634,92173.42426
1610712180,21116449.28,-1588324.911,91808.97527
1610712240,21113520.57,-1582902.108,91444.52166
1610712300,21110590.8,-1577479.225,91080.06345
1610712360,21107659.97,-1572056.263,90715.60066
1610712420,21104728.07,-1566633.222,90351.13329
1610712480,21101795.11,-1561210.102,89986.66137
1610712540,21098861.08,-1555786.902,89622.18491
1610712600,21095925.99,-1550363.625,89257.70393
1610712660,21092989.83,-1544940.269,88893.21844
1610712720,21090052.61,-1539516.835,88528.72847
1610712780,21087114.32,-1534093.324,88164.23402
1610712840,21084174.97,-1528669.734,87799.73511
1610712900,21081234.55,-1523246.068,87435.23177
1610712960,21078293.07,-1517822.324,87070.724
1610713020,21075350.51,-1512398.504,86706.21182
1610713080,21072406.89,-1506974.607,86341.69525
1610713140,21069462.21,-1501550.634,85977.17431
1610713200,21066516.45,-1496126.584,85612.64901
1610713260,21063569.63,-1490702.459,85248.11937
1610713320,21060621.74,-1485278.258,84883.5854
1610713380,21057672.77,-1479853.981,84519.04712
1610713440,21054722.74,-1474429.63,84154.50455
1610713500,21051771.64,-1469005.203,83789.9577
1610713560,21048819.47,-1463580.702,83425.4066
1610713620,21045866.23,-1458156.127,83060.85125
1610713680,21042911.91,-1452731.477,82696.29168
1610713740,21039956.53,-1447306.753,82331.72789
1610713800,21037000.08,-1441881.956,81967.15991
1610713860,21034042.55,-1436457.085,81602.58776
1610713920,21031083.95,-1431032.141,81238.01144
1610713980,21028124.28,-1425607.124,80873.43098
1610714040,21025163.53,-1420182.034,80508.8464
1610714100,21022201.71,-1414756.871,80144.2577
1610714160,21019238.82,-1409331.637,79779.66491
1610714220,21016274.85,-1403906.33,79415.06805
1610714280,21013309.81,-1398480.952,79050.46712
1610714340,21010343.69,-1393055.502,78685.86215
1610714400,21007376.5,-1387629.981,78321.25316
1610714460,21004408.24,-1382204.388,77956.64015
1610714520,21001438.89,-1376778.725,77592.02315
1610714580,20998468.47,-1371352.992,77227.40218
1610714640,20995496.98,-1365927.188,76862.77724
1610714700,20992524.41,-1360501.314,76498.14837
1610714760,20989550.76,-1355075.37,76133.51556
1610714820,20986576.03,-1349649.356,75768.87885
1610714880,20983600.22,-1344223.274,75404.23825
1610714940,20980623.34,-1338797.122,75039.59377
1610715000,20977645.38,-1333370.901,74674.94543
1610715060,20974666.34,-1327944.612,74310.29326
1610715120,20971686.21,-1322518.254,73945.63725
1610715180,20968705.01,-1317091.829,73580.97744
1610715240,20965722.73,-1311665.335,73216.31384
1610715300,20962739.37,-1306238.774,72851.64647
1610715360,20959754.93,-1300812.146,72486.97534
1610715420,20956769.4,-1295385.45,72122.30047
1610715480,20953782.8,-1289958.688,71757.62188
1610715540,20950795.11,-1284531.858,71392.93958
1610715600,20947806.34,-1279104.963,71028.25359
1610715660,20944816.49,-1273678.002,70663.56394
1610715720,20941825.55,-1268250.974,70298.87063
1610715780,20938833.53,-1262823.881,69934.17368
1610715840,20935840.43,-1257396.723,69569.47311
1610715900,20932846.25,-1251969.499,69204.76894
1610715960,20929850.97,-1246542.211,68840.06119
1610716020,20926854.62,-1241114.858,68475.34986
1610716080,20923857.18,-1235687.441,68110.63499
1610716140,20920858.65,-1230259.959,67745.91658
1610716200,20917859.04,-1224832.414,67381.19466
1610716260,20914858.34,-1219404.805,67016.46924
1610716320,20911856.55,-1213977.133,66651.74033
1610716380,20908853.68,-1208549.398,66287.00796
1610716440,20905849.72,-1203121.6,65922.27215
1610716500,20902844.67,-1197693.739,65557.5329
1610716560,20899838.54,-1192265.816,65192.79024
1610716620,20896831.31,-1186837.831,64828.04419
1610716680,20893823,-1181409.784,64463.29476
1610716740,20890813.6,-1175981.675,64098.54196
1610716800,20887803.11,-1170553.505,63733.78583
1610716860,20884791.52,-1165125.274,63369.02637
1610716920,20881778.85,-1159696.982,63004.2636
1610716980,20878765.09,-1154268.63,62639.49754
1610717040,20875750.24,-1148840.217,62274.72821
1610717100,20872734.29,-1143411.744,61909.95562
1610717160,20869717.26,-1137983.212,61545.1798
1610717220,20866699.13,-1132554.619,61180.40075
1610717280,20863679.91,-1127125.968,60815.6185
1610717340,20860659.59,-1121697.258,60450.83307
1610717400,20857638.19,-1116268.488,60086.04447
1610717460,20854615.69,-1110839.661,59721.25271
1610717520,20851592.09,-1105410.774,59356.45783
1610717580,20848567.41,-1099981.83,58991.65983
1610717640,20845541.62,-1094552.829,58626.85873
1610717700,20842514.75,-1089123.769,58262.05456
1610717760,20839486.77,-1083694.653,57897.24732
1610717820,20836457.7,-1078265.479,57532.43704
1610717880,20833427.54,-1072836.249,57167.62373
1610717940,20830396.28,-1067406.963,56802.80742
1610718000,20827363.92,-1061977.62,56437.98811
1610718060,20824330.47,-1056548.221,56073.16583
1610718120,20821295.91,-1051118.766,55708.3406
1610718180,20818260.26,-1045689.256,55343.51243
1610718240,20815223.52,-1040259.691,54978.68133
1610718300,20812185.67,-1034830.071,54613.84734
1610718360,20809146.72,-1029400.397,54249.01047
1610718420,20806106.68,-1023970.668,53884.17072
1610718480,20803065.53,-1018540.885,53519.32813
1610718540,20800023.29,-1013111.048,53154.48271
1610718600,20796979.94,-1007681.157,52789.63448
1610718660,20793935.5,-1002251.213,52424.78346
1610718720,20790889.95,-996821.2164,52059.92965
1610718780,20787843.3,-991391.1667,51695.07309
1610718840,20784795.55,-985961.0643,51330.2138
1610718900,20781746.7,-980530.9098,50965.35177
1610718960,20778696.75,-975100.7031,50600.48705
1610719020,20775645.69,-969670.4448,50235.61964
1610719080,20772593.53,-964240.1349,49870.74956
1610719140,20769540.26,-958809.7738,49505.87683
1610719200,20766485.9,-953379.3617,49141.00147
1610719260,20763430.42,-947948.899,48776.1235
1610719320,20760373.84,-942518.3858,48411.24293
1610719380,20757316.16,-937087.8224,48046.35978
1610719440,20754257.37,-931657.2092,47681.47408
1610719500,20751197.48,-926226.5463,47316.58583
1610719560,20748136.48,-920795.834,46951.69507
1610719620,20745074.37,-915365.0726,46586.8018
1610719680,20742011.16,-909934.2623,46221.90604
1610719740,20738946.84,-904503.4035,45857.00781
1610719800,20735881.41,-899072.4964,45492.10714
1610719860,20732814.87,-893641.5413,45127.20404
1610719920,20729747.23,-888210.5383,44762.29852
1610719980,20726678.48,-882779.4879,44397.39061
1610720040,20723608.61,-877348.3902,44032.48032
1610720100,20720537.64,-871917.2456,43667.56768
1610720160,20717465.56,-866486.0543,43302.6527
1610720220,20714392.37,-861054.8165,42937.7354
1610720280,20711318.06,-855623.5326,42572.81579
1610720340,20708242.65,-850192.2027,42207.8939
1610720400,20705166.13,-844760.8273,41842.96975
1610720460,20702088.49,-839329.4065,41478.04335
1610720520,20699009.74,-833897.9406,41113.11472
1610720580,20695929.88,-828466.4299,40748.18388
1610720640,20692848.91,-823034.8746,40383.25086
1610720700,20689766.82,-817603.2751,40018.31566
1610720760,20686683.62,-812171.6316,39653.3783
1610720820,20683599.31,-806739.9443,39288.43881
1610720880,20680513.88,-801308.2136,38923.49721
1610720940,20677427.34,-795876.4397,38558.5535
1610721000,20674339.68,-790444.6229,38193.60772
1610721060,20671250.9,-785012.7634,37828.65988
1610721120,20668161.02,-779580.8616,37463.70999
1610721180,20665070.01,-774148.9177,37098.75808
1610721240,20661977.89,-768716.9319,36733.80417
1610721300,20658884.65,-763284.9047,36368.84828
1610721360,20655790.3,-757852.8361,36003.89041
1610721420,20652694.82,-752420.7265,35638.9306
1610721480,20649598.23,-746988.5762,35273.96886
1610721540,20646500.53,-741556.3855,34909.00521
1610721600,20643401.7,-736124.1546,34544.03967
1610721660,20640301.75,-730691.8838,34179.07225
1610721720,20637200.69,-725259.5733,33814.10299
1610721780,20634098.5,-719827.2235,33449.13188
1610721840,20630995.2,-714394.8347,33084.15896
1610721900,20627890.77,-708962.407,32719.18425
1610721960,20624785.22,-703529.9408,32354.20776
1610722020,20621678.56,-698097.4364,31989.22951
1610722080,20618570.77,-692664.894,31624.24951
1610722140,20615461.86,-687232.3139,31259.2678
1610722200,20612351.82,-681799.6964,30894.28439
1610722260,20609240.67,-676367.0418,30529.29929
1610722320,20606128.39,-670934.3503,30164.31253
1610722380,20603014.98,-665501.6222,29799.32413
1610722440,20599900.46,-660068.8579,29434.3341
1610722500,20596784.81,-654636.0575,29069.34246
1610722560,20593668.03,-649203.2214,28704.34924
1610722620,20590550.13,-643770.3498,28339.35445
1610722680,20587431.11,-638337.443,27974.35811
1610722740,20584310.96,-632904.5014,27609.36024
1610722800,20581189.68,-627471.5251,27244.36086
1610722860,20578067.28,-622038.5145,26879.35999
1610722920,20574943.75,-616605.4698,26514.35765
1610722980,20571819.09,-611172.3914,26149.35385
1610723040,20568693.31,-605739.2794,25784.34863
1610723100,20565566.4,-600306.1343,25419.34199
1610723160,20562438.36,-594872.9562,25054.33395
1610723220,20559309.19,-589439.7454,24689.32454
1610723280,20556178.89,-584006.5023,24324.31377
1610723340,20553047.47,-578573.2271,23959.30167
1610723400,20549914.91,-573139.9202,23594.28825
1610723460,20546781.22,-567706.5817,23229.27353
1610723520,20543646.41,-562273.2119,22864.25754
1610723580,20540510.46,-556839.8112,22499.24029
1610723640,20537373.38,-551406.3799,22134.2218
1610723700,20534235.17,-545972.9182,21769.20208
1610723760,20531095.83,-540539.4264,21404.18117
1610723820,20527955.35,-535105.9047,21039.15908
1610723880,20524813.75,-529672.3536,20674.13583
1610723940,20521671.01,-524238.7732,20309.11143
