time,HELIOGRAPHIC_LATITUDE_deg,HELIOGRAPHIC_LONGITUDE_deg,BR_(RTN)_nT,BT_(RTN)_nT,BN_(RTN)_nT,FIELD_MAGNITUDE_AVG._nT,BULK_FLOW_SPEED_km/s,ELEVATION_ANGLE_Deg,AZIMUTH_ANGLE_Deg,ION_DENSITY_N/cm3,TEMPERATURE_Deg_K
1608188400,-1.1,8.5,1.6,1.6,2.3,3.5,278,-1.6,0.2,13.5,24175
1608192000,-1.1,8.5,0.3,2.8,2.2,3.8,281,-0.8,-1,12.8,23372
1608195600,-1.1,8.6,2.2,-0.7,0.7,3.7,283,0.5,0,11.9,22539
1608199200,-1.1,8.6,2.7,-1.6,0.2,4.2,279,0.4,1.1,11.5,20755
1608202800,-1.1,8.6,4,-1.1,0.5,4.5,277,0.8,1,11.1,22960
1608206400,-1.1,8.7,3.2,-0.8,1,4,276,0.4,0.6,11.6,30741
1608210000,-1.1,8.7,3.2,-0.9,1.1,3.6,272,0.3,0.8,11.9,28946
1608213600,-1.1,8.8,2.8,-1.5,0.1,3.8,272,1.7,1.9,11.4,29109
1608217200,-1.1,8.8,2.6,-2.1,0.6,3.9,285,2.9,1.6,11.5,22293
1608220800,-1.1,8.9,2.9,-2.2,0.8,3.7,288,4,1.2,11.7,23891
1608224400,-1.1,8.9,3.4,0.4,2,4.2,283,1.8,-1,11,21235
1608228000,-1.1,8.9,2.7,2.4,0,3.8,284,2.8,-3.3,10.7,19308
1608231600,-1.1,9,1.4,2.9,0.5,3.9,285,2.5,-3.5,10.3,19659
1608235200,-1.1,9,0.8,1.8,-2.2,3.3,285,3.2,-2.3,11.5,18173
1608238800,-1.1,9.1,0.1,2.9,-0.8,3.2,281,2.5,-2.7,11.6,18216
1608242400,-1.2,9.1,1.6,1.1,-0.7,3,273,2.5,-1.5,11.9,24660
1608246000,-1.2,9.2,1.2,-1.8,-1.1,2.7,272,2.4,-0.8,12.1,26220
1608249600,-1.2,9.2,2.5,-0.1,-0.7,2.9,264,2.7,-0.9,11.9,26527
1608253200,-1.2,9.2,2.7,-1.6,-1,3.4,264,2.7,0,11.4,25437
1608256800,-1.2,9.3,2.1,-0.5,-1.1,3.3,268,2.5,0.4,12,28032
1608260400,-1.2,9.3,1,-0.4,-2.6,3.3,277,1.6,0.6,12.7,26079
1608264000,-1.2,9.4,2.4,-2.6,0.2,3.8,277,-0.1,1,14,29480
1608267600,-1.2,9.4,2.1,-2.8,0.2,3.7,281,0.2,0.8,14.1,27436
1608271200,-1.2,9.4,0.5,-3.9,-1.2,4.4,286,1.2,0.7,13.4,26551
1608274800,-1.2,9.5,1.1,-4.6,-0.1,4.8,284,0.9,0.8,13.2,26042
1608278400,-1.2,9.5,2.2,-4,1.3,4.8,282,0.4,0.9,13.4,25333
1608282000,-1.2,9.6,1.8,-4,1.9,4.8,284,0.1,1.2,13.8,25020
1608285600,-1.2,9.6,1.1,-5,1.4,5.3,287,0.5,0.8,13.1,20565
1608289200,-1.2,9.7,1.8,-1.6,3.8,5.6,292,1.8,-0.8,12.1,23646
1608292800,-1.2,9.7,2.5,-2.4,4.1,6.2,291,1.6,-1.9,11.5,26308
1608296400,-1.2,9.7,2,-4.9,1.1,5.6,288,1.5,-1.2,13.1,27176
1608300000,-1.2,9.8,1.4,-5.9,-0.1,6.1,290,3,-0.3,12.2,25750
1608303600,-1.2,9.8,-0.2,-3.7,-3,5.4,291,2.4,-1,12.5,31682
1608307200,-1.2,9.9,0.4,-4.5,0,5.4,292,2.4,0,13.3,34346
1608310800,-1.3,9.9,1.2,-3.8,0.4,4.3,291,1.7,-0.5,13,28733
1608314400,-1.3,10,0.9,-4.4,1.9,5,294,0.3,-0.2,12.9,27153
1608318000,-1.3,10,2.1,-4.4,0.2,4.9,292,0.9,-0.4,13.2,25876
1608321600,-1.3,10,2.6,-2.7,-0.6,4.3,290,1.7,-1.9,13.3,30644
1608325200,-1.3,10.1,2.7,-2.4,1.6,4.2,287,-0.5,-1.8,13.3,29445
1608328800,-1.3,10.1,1.7,-3.7,-0.2,4.3,291,1.2,-0.4,12.8,29857
1608332400,-1.3,10.2,3.3,-3,-1.8,4.9,286,2.9,-0.9,13.4,24831
1608336000,-1.3,10.2,4.1,-3.5,-1.7,5.7,288,4.1,-0.3,15.3,19160
1608339600,-1.3,10.2,4.8,-2.9,0,5.7,286,2.1,-0.7,17.4,24648
1608343200,-1.3,10.3,4.3,-2.4,-1.6,5.3,285,3,-0.2,16.8,29867
1608346800,-1.3,10.3,3,-3,-1,4.5,288,2,0.8,18.6,30607
1608350400,-1.3,10.4,2.5,-4.3,-0.4,5.2,290,2,2,15.8,29077
1608354000,-1.3,10.4,2.4,-3.6,0.4,4.5,292,1,-0.2,17,26165
1608357600,-1.3,10.5,1.6,-2.1,1,3.3,293,1.4,-0.2,19.1,24634
1608361200,-1.3,10.5,4.1,-2.8,-2.9,5.8,298,0.5,-0.1,13.8,36028
1608364800,-1.3,10.5,4,-4.3,-1.5,6.4,301,-0.8,0.1,16.4,20880
1608368400,-1.3,10.6,5.9,-5.3,2.5,8.6,318,-4,1.9,32.7,23391
1608372000,-1.3,10.6,6.1,-5.6,1.9,9,316,-3.7,3,25,44298
1608375600,-1.3,10.7,5.4,-5.6,-0.8,8,326,-1.5,1.7,25.6,44863
1608379200,-1.4,10.7,4.6,-2.1,1.6,6.6,333,-1.5,-0.3,21.4,68595
1608382800,-1.4,10.8,3.6,-2.1,-0.7,5.3,335,-0.9,-1.2,19.7,85408
1608386400,-1.4,10.8,3.4,-2.2,2.3,5.2,331,-2.5,-2,16,73707
1608390000,-1.4,10.8,3.2,-2.7,2,5,327,-1.6,-1.8,12.5,88820
1608393600,-1.4,10.9,3.8,-3.7,-1.5,5.8,325,-1.4,-0.9,9.7,86845
1608397200,-1.4,10.9,3.4,-3.2,-2.9,6.1,324,-2.4,-1.1,8.8,85633
1608400800,-1.4,11,4.3,-3.3,-0.9,6.4,334,-3.5,-1.6,8.3,92893
1608404400,-1.4,11,0,2.6,2.9,5,371,-4.5,-7.3,9.1,106404
1608408000,-1.4,11,3.2,1.6,3.4,5.4,360,-3.8,-6.7,8.8,106849
1608411600,-1.4,11.1,5.6,-0.8,1.7,6.2,350,-3.3,-4.7,8.6,100816
1608415200,-1.4,11.1,5.2,-2.2,-0.2,5.7,338,-2.7,-3,7.4,93662
1608418800,-1.4,11.2,5.1,-2.5,0,5.7,339,-2.1,-2.4,6.1,97440
1608422400,-1.4,11.2,4,-3.2,0.1,5.3,341,-2.5,-4.1,5.1,100476
1608426000,-1.4,11.3,1.4,-2.3,-1,4.5,367,-1.7,-6.6,3.9,111719
1608429600,-1.4,11.3,2.1,-3,-1.5,4.5,388,0,-7.7,4.3,136535
1608433200,-1.4,11.3,3.6,-3.1,0.6,5,383,-0.4,-8.1,3.8,93357
1608436800,-1.4,11.4,3.6,-3,0.3,5,386,-0.1,-7.1,3.7,77317
1608440400,-1.4,11.4,3.5,-3.7,-0.5,5.2,386,1.5,-5.4,3.5,61371
1608444000,-1.4,11.5,3,-4.4,-1,5.5,381,0.7,-4.8,3.1,51030
1608447600,-1.5,11.5,2.3,-3.3,-2.9,5.1,360,1.5,-2.3,3.4,59047
1608451200,-1.5,11.6,3.4,-3.7,-0.4,5.1,355,0.3,-1.6,3.2,72520
1608454800,-1.5,11.6,3.3,-3.9,0.2,5.2,351,0.1,-1.4,2.8,80351
1608458400,-1.5,11.6,3.3,-3,0.9,5,358,0.3,-2,2.9,75570
1608462000,-1.5,11.7,1,-3.5,-2.6,4.6,367,1,-2.4,3.3,43943
1608465600,-1.5,11.7,1.6,-3.7,-0.5,4.6,365,1.3,-1.8,3.4,46147
1608469200,-1.5,11.8,2,-2.2,0.5,3.3,361,0.6,-2.3,4.2,67853
1608472800,-1.5,11.8,1.7,-1.8,0.3,2.8,361,0.3,-2.8,4.8,74528
1608476400,-1.5,11.8,2.4,-1,-0.4,2.9,363,1.4,-2.6,5.6,95189
1608480000,-1.5,11.9,1.6,0,1.8,3.2,372,-0.2,-2,5.6,60729
1608483600,-1.5,11.9,1.3,0.4,2.6,3.6,377,0.8,-1.9,5.6,37263
1608487200,-1.5,12,1.3,-3.3,1.7,4.2,374,0.8,-0.2,5.2,33645
1608490800,-1.5,12,0.3,-3.6,1.3,4.3,377,0.9,-0.4,5.9,33708
1608494400,-1.5,12.1,-0.6,-3.5,-1.2,4.4,378,1.5,0.5,6.2,28701
1608498000,-1.5,12.1,0.8,-2.9,0,4.2,377,1.3,1,5.9,47096
1608501600,-1.5,12.1,3.1,-3.7,2.4,5.4,378,1.3,0.2,5,49334
1608505200,-1.5,12.2,2.8,-4,2.5,5.6,374,0.7,2.8,5.8,40080
1608508800,-1.5,12.2,2.3,-4.7,2.4,5.9,376,1.5,2.3,6.6,41026
1608512400,-1.5,12.3,1.6,-4.1,-0.4,6.3,379,2.9,0.6,7.7,47802
1608516000,-1.6,12.3,-1,0.4,-4.8,5.2,378,3.5,0.3,8.8,39318
1608519600,-1.6,12.4,2.2,0.7,-3.5,5.2,375,3.5,0.9,8.8,45715
1608523200,-1.6,12.4,2,-2.5,-4.2,6.2,371,3.7,2.7,8.7,29885
1608526800,-1.6,12.4,1.9,0.8,-5.7,6.9,375,2,3.3,10.5,21525
1608530400,-1.6,12.5,-0.1,5.5,-4.5,7.5,382,-1.8,1.4,9.4,18735
1608534000,-1.6,12.5,-0.3,7.2,-3.5,8.1,377,-1.3,1.6,9.5,13955
1608537600,-1.6,12.6,0.1,7,-3.6,7.9,374,-0.5,0.7,13,15452
1608541200,-1.6,12.6,-0.5,6.5,-2.8,7.2,374,0.3,0.1,20.8,17993
1608544800,-1.6,12.6,-0.3,8.6,-2.1,9,379,-1,1.7,10.3,13423
1608548400,-1.6,12.7,-0.6,8.8,-0.1,8.9,374,0.5,2.4,8.6,18835
1608552000,-1.6,12.7,-0.4,8.2,-0.5,8.4,375,0.4,2.3,9.6,26946
1608555600,-1.6,12.8,-1.3,8.1,-1.4,8.4,371,-0.2,2.1,9.5,32480
1608559200,-1.6,12.8,-2.7,4.4,2.6,7.5,383,0.2,-1,11.4,75488
1608562800,-1.6,12.9,-5,6.4,4.5,9.4,387,-1.2,-1,5.5,154865
1608566400,-1.6,12.9,-5.8,7.3,2.1,9.6,383,0.2,-1.1,5.5,146137
1608570000,-1.6,12.9,-5.4,7,0.6,9,377,1.8,0.2,6.3,149480
1608573600,-1.6,13,-5.3,7.2,-1.8,9.2,377,2.6,0.1,5.8,136515
1608577200,-1.6,13,0.1,3.8,-6.2,8.8,383,-1.1,1.9,9.3,111207
1608580800,-1.6,13.1,0.5,5.7,-3.3,8.4,384,-2.1,0.6,8.1,125105
1608584400,-1.7,13.1,-2.2,6.9,-5.7,10.7,389,-2.1,2.4,8.6,137858
1608588000,-1.7,13.2,-1.3,1.7,-6.8,10.2,402,0.2,1,27.5,80448
1608591600,-1.7,13.2,-3,1.1,8.4,11.6,407,-0.5,4.7,50.8,74666
1608595200,-1.7,13.2,2.3,-1.7,6.3,12.9,451,-4.8,-0.9,18,204422
1608598800,-1.7,13.3,2,0.4,-1.7,7.2,481,-4.9,-4.6,14.5,386378
1608602400,-1.7,13.3,2.6,-2.4,2.1,7,528,-4,-5.9,9.5,364157
1608606000,-1.7,13.4,4.3,-1.1,0.4,5.1,547,-3,-4.2,5.7,305312
1608609600,-1.7,13.4,5,0.4,0.1,5.5,551,-3.6,-5.7,5.4,252940
1608613200,-1.7,13.4,3.1,1,-2,5.5,554,-3.4,-6.8,5.3,210965
1608616800,-1.7,13.5,1.8,2.9,-2.2,5.5,556,-3.4,-7.2,5.5,193174
1608620400,-1.7,13.5,6,-0.3,-1.9,6.6,526,-2.7,-5,4.9,187811
1608624000,-1.7,13.6,4.7,-1.6,0.8,5.7,498,-1.2,-4.9,4.2,148552
1608627600,-1.7,13.6,4.3,-2.2,-0.3,5.5,490,0.9,-4,3.9,150601
1608631200,-1.7,13.7,1.7,-4.4,-0.2,4.8,466,0.1,-0.7,3.4,108977
1608634800,-1.7,13.7,2.9,-1.1,0.3,4.6,519,0.2,-1.4,3.8,150857
1608638400,-1.7,13.7,2.2,0.3,0.1,3.5,549,0.8,-1.6,4.5,222266
1608642000,-1.7,13.8,2,-1.2,-0.1,3.3,546,-0.4,-1.5,4.2,173026
1608645600,-1.7,13.8,-3.5,-0.9,-2.2,5.2,550,0.1,-1.9,3.5,126964
1608649200,-1.7,13.9,3,-0.6,2.6,4.5,537,0.7,-1.4,4.5,195438
1608652800,-1.8,13.9,2.4,-2.1,1.7,4.4,542,0.1,-1,4.8,168431
1608656400,-1.8,14,3.5,-1.6,1,4.5,544,-0.4,-0.6,4.9,163712
1608660000,-1.8,14,3.2,-1.3,0.4,4.7,553,0.1,-0.9,3.4,129754
1608663600,-1.8,14,5,0.1,-0.1,5.1,556,0.4,-1.1,2.9,135133
1608667200,-1.8,14.1,2.7,-1.3,0.7,4.7,563,0.6,-1.2,3.1,130671
1608670800,-1.8,14.1,0.7,-0.3,-0.1,3.4,568,-0.3,-1.5,3.3,190722
1608674400,-1.8,14.2,0.7,0.5,-0.4,2.4,568,0.5,-1.5,3.5,197302
1608678000,-1.8,14.2,2.5,-3,0.9,4.1,551,-0.2,0.9,3.4,151658
1608681600,-1.8,14.2,-1.3,-2.4,-0.8,4.2,558,0.4,0.9,3.6,144575
1608685200,-1.8,14.3,1.4,1,-0.6,3.2,542,-0.3,-0.7,4.3,186623
1608688800,-1.8,14.3,-0.8,-0.9,-1.6,4.4,550,1.3,-0.9,4.2,175781
1608692400,-1.8,14.4,1.2,2.8,0,4.8,547,0.8,-1.6,4.7,231114
1608696000,-1.8,14.4,3.2,-0.7,3.5,6.3,549,0.8,-0.6,4.2,220900
1608699600,-1.8,14.5,0.8,-3.8,0.1,5,585,1.3,-0.2,3.5,218100
1608703200,-1.8,14.5,2.1,-1.6,0.8,3.1,600,-2,-0.8,2.6,178142
1608706800,-1.8,14.5,2.3,-1.3,0.8,3.7,599,-1.8,-1.1,2.8,174822
1608710400,-1.8,14.6,0.3,-3.1,-1.2,4,611,0,1.1,2.8,162149
1608714000,-1.8,14.6,-3.1,-1,-2.2,4.2,637,1.5,-0.2,2.7,123070
1608717600,-1.8,14.7,-1.3,-3.5,-1.1,4.5,630,0.9,0.2,2.8,157534
1608721200,-1.9,14.7,0,-4.3,0.3,4.6,617,0.6,0.6,2.8,172398
1608724800,-1.9,14.8,0.5,-3.9,1.3,4.6,612,0.1,0.6,2.8,164367
1608728400,-1.9,14.8,2.6,-3.3,1.4,4.8,591,0,0.6,2.9,146853
1608732000,-1.9,14.8,4.4,-2.4,0.9,5.1,568,1.1,0.1,2.9,111584
1608735600,-1.9,14.9,3.2,-3.4,0.1,4.8,563,1.2,0.4,2.8,125448
1608739200,-1.9,14.9,3.6,-2.7,0.1,4.6,552,1.8,-0.4,2.9,138906
1608742800,-1.9,15,3.9,-2.2,0,4.6,537,2.3,-0.4,2.9,124677
1608746400,-1.9,15,4,-2.2,0.1,4.7,517,1.6,1.4,3.5,123809
1608750000,-1.9,15.1,3.4,-1.6,-0.1,4.1,518,0.8,0.6,3.5,155794
1608753600,-1.9,15.1,3.7,-0.9,0.5,4,522,1.3,0.8,3.4,128261
1608757200,-1.9,15.1,3.9,-1.2,0.9,4.3,523,1.7,0.3,3.8,95645
1608760800,-1.9,15.2,4,-1.8,0.4,4.4,533,1.1,-0.5,3.9,93842
1608764400,-1.9,15.2,2.4,-2.2,1,3.8,541,0.3,0.3,3.7,120691
1608768000,-1.9,15.3,1.8,-1.2,1.1,3.5,545,0.6,-0.5,3.5,126206
1608771600,-1.9,15.3,3.6,-2.4,0.7,4.7,539,0.7,0,3.5,96354
1608775200,-1.9,15.3,3,-3.4,-0.7,4.8,542,1.2,1.5,3.2,103868
1608778800,-1.9,15.4,2.3,-3.6,-0.6,4.6,547,1.1,1.8,3.2,112298
1608782400,-1.9,15.4,2.7,-3.3,0.9,4.5,544,-0.5,1.7,3.3,120131
1608786000,-1.9,15.5,1.8,-3.4,-0.4,4.6,554,-0.4,0.9,3.5,106638
1608789600,-1.9,15.5,2,-3.5,-0.9,4.6,547,-0.2,0.6,3.2,103440
1608793200,-2,15.6,1.8,-3.7,-2,4.7,548,1.2,0,2.6,93688
1608796800,-2,15.6,2.1,-2.7,-0.1,3.9,566,1.3,-0.6,2.8,139241
1608800400,-2,15.6,1.2,0.4,-0.8,3.4,578,0.9,-1.9,2.8,155275
1608804000,-2,15.7,2.9,1.1,0,3.9,572,0.7,-2.3,2.8,146103
1608807600,-2,15.7,0.5,-0.1,-1.8,3.6,579,1.6,-2.1,2.6,133024
1608811200,-2,15.8,1.8,-2.2,-0.9,3.7,577,1.3,-1,2.9,121311
1608814800,-2,15.8,2.5,-2.6,1.2,4.2,572,0,-0.4,2.9,112249
1608818400,-2,15.9,3.6,-1.6,0.6,4.2,559,0.3,-1.6,2.8,97411
1608822000,-2,15.9,2.5,-2.8,-1.1,4.2,560,1.5,-1.1,2.9,107120
1608825600,-2,15.9,3,-1.7,0.8,3.9,549,-0.3,-1.6,2.8,97288
1608829200,-2,16,2.8,-1.4,1.4,3.7,548,-1.7,-1,2.4,78901
1608832800,-2,16,3.3,-1.6,0.2,3.7,538,-0.8,-0.1,2,53649
1608836400,-2,16.1,2.6,-1.8,-0.1,3.4,540,0.5,0.2,2.7,85466
1608840000,-2,16.1,2.2,-2,-0.4,3.3,535,0.5,1.1,2.8,81599
1608843600,-2,16.1,1.9,-2.3,0.7,3.4,525,-0.3,1.1,2.6,79535
1608847200,-2,16.2,2.2,-2.2,0,3.3,520,0.6,1.2,2.7,94665
1608850800,-2,16.2,1.7,-1.8,0.5,3.1,520,0.2,0.9,2.8,94568
1608854400,-2,16.3,0.5,-1.7,-1.7,3.3,522,1.8,0.8,3,91574
1608858000,-2,16.3,0.1,-2,0.9,3.2,517,-0.2,1.3,2.9,89722
1608861600,-2.1,16.4,3.1,1.6,0.1,3.6,503,0.9,-0.9,3.2,88802
1608865200,-2.1,16.4,2.8,1.8,-0.7,3.6,507,1.3,-0.4,3.1,90323
1608868800,-2.1,16.4,3.7,1.6,0.5,4,509,1,-0.3,2.9,79234
1608872400,-2.1,16.5,3.3,0.7,1.1,3.7,509,1,-1.1,3.1,98984
1608876000,-2.1,16.5,3.1,0.8,0.4,3.3,500,1,-1,3.5,100164
1608879600,-2.1,16.6,1.1,0.4,-1,3.5,504,1.8,-0.8,3,100513
1608883200,-2.1,16.6,1.3,0.2,-0.4,3.3,504,1.8,-0.5,2.8,91207
1608886800,-2.1,16.7,3.2,0.1,1.8,3.7,503,1.5,-1,3,94771
1608890400,-2.1,16.7,2.4,-1.9,-0.6,3.3,492,1.3,-0.8,3.5,107072
1608894000,-2.1,16.7,1.5,-1.7,-2,3.3,490,2,-1.3,3.5,80459
1608897600,-2.1,16.8,1.9,-2.5,-1.4,3.5,477,1.3,-0.4,3.6,75026
1608901200,-2.1,16.8,2.4,-1.7,-1,3.7,471,1.2,-1.4,4.4,94943
1608904800,-2.1,16.9,0.7,-1.5,-0.7,3.2,469,0.9,-1.3,4.2,77911
1608908400,-2.1,16.9,1.4,0.5,-2,3.3,463,1.4,-2.4,4.9,78273
1608912000,-2.1,16.9,3.2,1.3,-0.2,3.8,457,0.3,-2.6,4.9,78340
1608915600,-2.1,17,2.5,0.1,2.2,3.8,454,-0.9,-1.9,4.4,70704
1608919200,-2.1,17,3.6,0.4,1.3,4,443,0.9,-1.7,4.3,59704
1608922800,-2.1,17.1,2.8,0.3,1.8,3.4,445,0.2,-1.6,3.8,66080
1608926400,-2.1,17.1,2,-1,0.9,2.7,445,0.4,-0.7,3.4,81060
1608930000,-2.1,17.2,3.4,0,0.9,3.6,444,1,-0.2,3.1,68580
1608933600,-2.2,17.2,2.6,-0.6,-0.2,2.8,434,0.7,-0.1,3.1,87842
1608937200,-2.2,17.2,2.2,-1.2,-0.6,2.8,433,1.3,0,3,86916
1608940800,-2.2,17.3,2.1,-0.7,-1,2.7,429,1.7,-0.5,3.1,81076
1608944400,-2.2,17.3,1.6,-2.3,-0.8,3.2,435,0.8,0.6,2.8,58988
1608948000,-2.2,17.4,1.2,-2.9,0.4,3.4,431,0.3,0.6,2.8,53723
1608951600,-2.2,17.4,0.8,-2.3,-0.8,3.1,435,0.9,1.1,2.8,46420
1608955200,-2.2,17.5,2.6,-1.5,0.2,3.1,420,0.3,1.6,2.6,47374
1608958800,-2.2,17.5,2.9,-1,-0.3,3.2,413,0.7,1.8,2.6,40972
1608962400,-2.2,17.5,3.1,-0.9,0.3,3.2,411,-0.2,1.9,2.5,37894
1608966000,-2.2,17.6,3,-0.7,0.8,3.3,408,-0.5,1.7,2.8,40036
1608969600,-2.2,17.6,2.6,-1.6,1.9,3.6,415,-1,2.1,2.7,46960
1608973200,-2.2,17.7,0.9,-2,1.6,3.2,426,-1,1.8,3.1,40396
1608976800,-2.2,17.7,2.7,0.2,1.2,3,426,0.4,0.7,3.9,64246
1608980400,-2.2,17.7,2.4,-0.2,1.2,2.8,425,0.4,0.6,4,66085
1608984000,-2.2,17.8,2.6,0.8,0.5,2.8,424,0.1,0.2,4,67965
1608987600,-2.2,17.8,2.1,-1.1,-0.6,2.7,422,0.1,1.7,4.2,66246
1608991200,-2.2,17.9,1.6,-1.3,-1.1,2.9,418,-0.1,2.2,4.1,55246
1608994800,-2.2,17.9,-0.5,-2.1,-0.8,2.8,427,-0.4,2.8,4.1,45810
1608998400,-2.2,18,-0.8,-2.6,-0.3,3.1,427,-0.5,2.5,4.2,39597
1609002000,-2.3,18,0.2,-3.1,0.5,3.3,418,-0.4,1.8,4.3,35455
1609005600,-2.3,18,0,-2.6,-0.8,3.6,416,0,1.6,5,40219
1609009200,-2.3,18.1,0.1,-2.5,-1.3,3.2,421,0.8,1.9,5.1,40915
1609012800,-2.3,18.1,0.5,-1.6,-0.9,3,420,0.9,1.8,5.6,44871
1609016400,-2.3,18.2,-0.4,-1.1,1,2.5,422,-0.4,1.8,7,43508
1609020000,-2.3,18.2,0.8,-2,1.5,3.5,419,-0.6,3,7.8,42027
1609023600,-2.3,18.3,0.5,-2.6,0.5,3.5,416,-0.2,4.8,10,33018
1609027200,-2.3,18.3,-0.5,1.8,0.8,4.7,420,0.3,1.1,8.9,32687
1609030800,-2.3,18.3,-2,4.2,-0.3,5.3,424,-0.1,0.2,7.5,52565
1609034400,-2.3,18.4,-4.2,4.1,0.1,6.2,435,-0.4,0.6,4.3,104425
1609038000,-2.3,18.4,-3.3,4.3,-1.1,6,448,0.5,0.8,3.7,91790
1609041600,-2.3,18.5,-2.8,2.4,-2.3,5.1,455,0.1,-0.7,4.4,113939
1609045200,-2.3,18.5,-2.3,2.8,-1.2,5,457,0.5,-1.4,4.4,111124
1609048800,-2.3,18.6,-3.1,3.2,-0.9,4.9,450,0.4,0.5,4.3,98023
1609052400,-2.3,18.6,-3.7,2.7,0.7,4.9,445,2.3,0.6,4.3,91726
1609056000,-2.3,18.6,-3.6,3.2,1.1,5.3,454,2.5,0.8,3.7,72165
1609059600,-2.3,18.7,-4.1,3.7,-0.2,5.8,451,-0.6,3.6,3.3,67941
1609063200,-2.3,18.7,-4.4,3.8,0.4,5.9,455,0.8,3,2.9,60074
1609066800,-2.3,18.8,-3.3,3.7,-1.4,5.2,472,3,0.9,5.6,52494
1609070400,-2.3,18.8,-2.7,3,-1.7,4.5,450,1.5,4.4,8.4,49701
1609074000,-2.4,18.8,-3.8,2.5,0.9,4.9,472,-0.1,2.2,9,65559
1609077600,-2.4,18.9,-4.4,2.6,1.6,6,489,0.7,1.2,6.6,166156
1609081200,-2.4,18.9,-4.5,2.9,2.3,6.4,488,0.6,-0.5,5.1,157194
1609084800,-2.4,19,-4.6,4.2,0.6,7,481,-0.7,-0.9,5.3,188046
1609088400,-2.4,19,-3.3,5.5,-0.6,7.2,481,-1.5,0.2,5.1,180660
1609092000,-2.4,19.1,-1.5,4.4,1.2,6.7,493,0.2,-0.5,5.3,180352
1609095600,-2.4,19.1,-2.6,4.7,0.9,6.5,488,0.6,0.4,5.2,182724
1609099200,-2.4,19.1,-3.2,5.9,1,7,484,-0.2,1.8,4.2,150901
1609102800,-2.4,19.2,-3.6,4.6,0.4,6.3,484,0.2,1,4.6,170835
1609106400,-2.4,19.2,-4,3,0.1,6,481,1,0.4,4.5,166210
1609110000,-2.4,19.3,-3.2,1.3,-2.7,5.9,497,0.1,-2.6,4.3,184350
1609113600,-2.4,19.3,-3.5,1.8,-2.4,5.6,494,0.3,-2.7,4.5,218214
1609117200,-2.4,19.4,-2.9,3.5,2.5,5.8,494,4.3,-1.4,4.5,237982
1609120800,-2.4,19.4,-3.2,4.3,-0.7,6.6,498,2.5,-1.8,4.6,222222
1609124400,-2.4,19.4,-3.5,1.1,0.6,6.2,510,3.4,-5.7,5.3,312611
1609128000,-2.4,19.5,-4.1,2.5,1.6,6.1,505,4.7,-4.5,5.1,293710
1609131600,-2.4,19.5,-4,2.5,-1.4,5.7,500,1.7,-4.5,4.9,396623
1609135200,-2.4,19.6,-4.2,1.5,-1,5.5,512,1.9,-5.1,4.1,381802
1609138800,-2.4,19.6,-0.8,3.9,1,6,537,3,-3.2,3.6,347215
1609142400,-2.4,19.6,-1,0.8,-3.1,4.5,552,-1.1,-5,2.9,308324
1609146000,-2.5,19.7,-3,1.6,0.6,4,522,3.2,-4.6,2.9,294193
1609149600,-2.5,19.7,1.8,-0.6,1.8,3.8,550,3.7,-5,3,237876
1609153200,-2.5,19.8,-1.2,1.2,1.8,3.8,526,3.4,-3.3,2.8,222499
1609156800,-2.5,19.8,-2.3,1.3,-1.5,3.8,504,-0.4,-2.5,2.8,214161
1609160400,-2.5,19.9,2.3,2.1,0.5,3.8,511,1.6,-0.8,3.2,161406
1609164000,-2.5,19.9,-1.8,2.6,1,4.4,475,2.2,0.2,3.1,162004
1609167600,-2.5,19.9,-2.3,2.2,1,3.5,469,2.2,1.7,3.5,148408
1609171200,-2.5,20,1.4,-0.2,1.5,3,472,2.5,0,4.1,107206
1609174800,-2.5,20,1.4,0.7,2.2,3.3,472,2.5,1,4.2,83017
1609178400,-2.5,20.1,1.7,3.4,0,4.3,470,0.5,4.7,4,66804
1609182000,-2.5,20.1,1.7,3.7,-0.6,4.4,456,0.4,5.3,4.3,65222
1609185600,-2.5,20.2,-2.8,2,0.9,5,441,0.7,2.8,3.3,98288
1609189200,-2.5,20.2,1.5,2.9,-0.1,4.2,448,-0.5,1.5,3.4,126708
1609192800,-2.5,20.2,0.9,2.4,-1.8,3.6,459,-1.4,1.4,3.9,157050
1609196400,-2.5,20.3,0.3,-3.8,-1.6,4.5,461,-1.9,-2.3,4.2,129608
1609200000,-2.5,20.3,-0.4,2.8,-1.6,4.9,455,-1.8,1.3,4.5,113837
1609203600,-2.5,20.4,-0.1,4.4,-0.2,5.4,464,-0.5,0.8,4.5,112836
1609207200,-2.5,20.4,-2.3,2.2,1.9,5.1,459,0.3,0.2,4.6,129902
1609210800,-2.5,20.4,1.3,4.9,-1.6,6.2,480,-1.8,0.8,4.5,98327
1609214400,-2.5,20.5,-1.2,5.7,1.1,6.1,475,-0.7,1.2,3.6,106717
1609218000,-2.6,20.5,-0.7,4.6,0.7,5.6,461,0,2,4.3,104754
1609221600,-2.6,20.6,-0.2,4,0.6,5.7,466,-0.1,1.7,4.9,121976
1609225200,-2.6,20.6,2.8,4,-2.2,5.7,483,-2.3,2.2,4.5,104647
1609228800,-2.6,20.7,2.7,3.4,-1.7,5.7,484,-2.3,1.9,4.4,93709
1609232400,-2.6,20.7,-4.7,3.6,1,6.2,470,-1.7,2.2,3.6,133472
