time,RADIAL_DISTANCE_AU,HGI_LAT_deg,HGI_LONG_deg,BR_(RTN)_nT,BT_(RTN)_nT,BN_(RTN)_nT,B_nT,VR_(RTN)_km/sec,VT_(RTN)_km/sec,VN_(RTN)_km/sec,PROTON_SPEED_km/s,FLOW_LAT_(RTN)_deg,SW_LON_(RTN)_deg,PROTON_DENS_N/cm3,PROTON_TEMP_deg_K
1611165600,0.17,-1.2,159.6,57.02,-31.85,-11.22,66.27,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1611169200,0.17,-1.2,160.3,46.08,-40.24,4.33,61.34,300.4,16.8,0,300.9,0,3.2,1297.4,131184
1611172800,0.17,-1.2,161,29.46,-49.37,-17.26,60.02,295.8,34.4,1.6,297.8,0.3,6.6,1227,138872
1611176400,0.18,-1.1,161.7,16.82,-38.75,-42.54,59.95,289.4,28.4,-0.2,290.8,0,5.6,1321.9,119826
1611180000,0.18,-1.1,162.3,41.73,-28.31,-19.48,54.06,285.4,15.3,1.1,285.8,0.2,3.1,1256,121932
1611183600,0.18,-1,163,60.72,-36.6,4.69,71.05,288.4,52.2,0.5,293.1,0.1,10.3,1089.9,136995
1611187200,0.18,-1,163.7,57.52,-30.65,-2.05,65.21,287.1,54.9,1.1,292.3,0.2,10.8,1117.3,138158
1611190800,0.18,-1,164.2,56.33,-38.93,-6.45,68.78,315.2,47.4,-0.7,318.7,-0.1,8.6,931,138463
1611194400,0.18,-0.9,164.6,56.24,-28.05,-1.07,62.85,283.9,52.5,2.4,288.7,0.5,10.5,1008.9,123945
1611198000,0.18,-0.9,165.1,19.48,-53.01,-23.23,61.07,291.4,44.3,2.6,294.8,0.5,8.7,965.5,119894
1611201600,0.19,-0.9,165.5,47.1,-52.98,-8.21,71.37,283.3,50.6,3.8,287.8,0.8,10.1,959.7,133328
1611205200,0.19,-0.9,166,54.69,-40.98,-17.88,70.64,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1611208800,0.19,-0.8,166.5,45.09,-46.41,10.2,65.51,281.2,49.6,2.5,285.6,0.5,10,952.4,143742
1611212400,0.19,-0.8,166.9,33.33,-34.03,-34.98,59.1,289.3,38.9,3.3,292,0.6,7.6,926.8,130281
1611216000,0.19,-0.8,167.4,33.32,-30.44,-6.67,45.62,297.3,50.7,3.1,301.6,0.6,9.7,909.5,142695
1611219600,0.19,-0.7,167.9,46.37,-30.49,-5.73,55.79,295,45.3,2.7,298.5,0.5,8.7,878.4,131894
1611223200,0.19,-0.7,168.3,45.29,3.16,-34.24,56.87,292.1,16.8,2.4,292.6,0.5,3.3,828.3,135450
1611226800,0.19,-0.7,168.8,39.67,-26.76,-26.67,54.79,291.4,40.9,3.8,294.3,0.7,8,824.8,122976
1611230400,0.2,-0.7,169.2,57.26,-30.24,-4.65,64.92,280.8,49.4,3.7,285.2,0.7,10,860,129004
1611234000,0.2,-0.6,169.7,66.38,-2.61,2,66.46,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1611237600,0.2,-0.6,170.2,63.17,-3.43,-4.41,63.41,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1611241200,0.2,-0.6,170.6,63.71,4.14,-4.12,63.98,278.2,-12.4,1,278.5,0.2,-2.6,860.9,159882
1611244800,0.2,-0.5,171.1,63.35,-15.25,0.77,65.16,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1611248400,0.2,-0.5,171.6,61.6,-15.58,-0.93,63.54,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1611252000,0.2,-0.5,172,52.32,-23.15,-9.88,58.06,275.3,41.6,4.3,278.5,0.9,8.6,848,124880
1611255600,0.2,-0.4,172.5,47.12,4.08,6.87,47.79,273.6,37.6,2.4,276.2,0.5,7.8,876,122518
1611259200,0.2,-0.4,173,49.3,26.95,-1.38,56.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1611262800,0.21,-0.4,173.4,53.57,3.41,3.14,53.77,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1611266400,0.21,-0.4,173.9,55.37,-5.62,6.6,56.05,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1611270000,0.21,-0.3,174.3,51.56,10.5,22.28,57.14,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1611273600,0.21,-0.3,174.8,45.77,6.6,5.27,46.55,277.1,13.9,2.4,277.5,0.5,2.9,787.4,111382
1611277200,0.21,-0.3,175.1,36.09,12.44,-14.79,40.94,276.5,3.4,1.1,276.6,0.2,0.7,807.5,121306
1611280800,0.21,-0.3,175.5,44.05,-12.38,-2.57,45.83,286.4,50,3.6,290.8,0.7,9.9,788.7,94585
1611284400,0.21,-0.2,175.8,49.61,-21.27,-6.62,54.38,262.5,33.5,3.6,264.6,0.8,7.3,719.4,105689
1611288000,0.21,-0.2,176.2,48.65,4.48,-12.44,50.41,265.1,-10.5,0.6,265.3,0.1,-2.3,729.9,127828
1611291600,0.22,-0.2,176.5,49.35,-0.94,5.7,49.69,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1611295200,0.22,-0.2,176.8,46.89,-21.72,6.91,52.13,259.8,44.7,3.5,263.6,0.8,9.8,676,93081
1611298800,0.22,-0.2,177.2,50.07,2.35,0.71,50.13,266.9,1.8,1.6,266.9,0.4,0.4,664,111736
1611302400,0.22,-0.1,177.5,48.81,-11.52,8.63,50.89,261.8,26.6,1.7,263.2,0.4,5.8,696.5,110670
1611306000,0.22,-0.1,177.8,45.4,-18.53,14.35,51.09,266.1,6.7,-0.6,266.2,-0.1,1.4,734.2,128910
1611309600,0.22,-0.1,178.2,41.16,-14.18,3.86,43.71,269.1,20.5,2.3,269.9,0.5,4.4,752,129057
1611313200,0.22,-0.1,178.5,46.58,-12.68,8.39,49,265.8,20.9,1.8,266.6,0.4,4.5,746.2,130888
1611316800,0.22,-0.1,178.8,38.6,-24.62,-0.66,45.79,267.7,31.6,3.4,269.5,0.7,6.7,734.2,113246
1611320400,0.23,0,179.2,33.91,-20.57,-15.83,42.71,267.4,20.3,2.7,268.2,0.6,4.4,753.8,132519
1611324000,0.23,0,179.5,29.84,-12.18,-16.15,36.05,269.2,15.2,2.3,269.6,0.5,3.2,743.5,124416
1611327600,0.23,0,179.9,37.17,-3.11,-5.71,37.73,269.1,17.4,2.3,269.6,0.5,3.7,746.8,130002
1611331200,0.23,0,180.2,8.01,22.68,-27.37,36.44,286.2,-7.5,0.1,286.3,0,-1.5,701.9,124940
1611334800,0.23,0.1,180.5,29.14,0.38,-17.83,34.16,276.8,7.6,1.4,276.9,0.3,1.6,712.1,131303
1611338400,0.23,0.1,180.9,20.46,-0.54,-28.03,34.71,273.9,11.6,1.9,274.2,0.4,2.4,723.5,126086
1611342000,0.23,0.1,181.2,18.56,5.42,-28.79,34.68,274.2,6.8,1.6,274.3,0.3,1.4,714.7,119144
1611345600,0.23,0.1,181.5,26.97,8.62,-25.47,38.09,277.1,-4.1,0.4,277.1,0.1,-0.8,716.9,136894
1611349200,0.24,0.1,181.9,28.7,18.25,-15.73,37.47,275.2,-0.5,0.3,275.2,0.1,-0.1,800.7,137532
1611352800,0.24,0.2,182.2,-13.5,-17.63,-25.31,33.67,286.2,26.1,1.1,287.4,0.2,5.2,797.5,86731
1611356400,0.24,0.2,182.6,-9.96,-23.39,-9.8,27.25,289.5,32.8,2.2,291.4,0.4,6.5,776,90400
1611360000,0.24,0.2,182.9,-14.18,-15.46,-29.53,36.23,291.6,22.3,1.7,292.4,0.3,4.4,700.2,84241
1611363600,0.24,0.2,183.2,-15.48,-32.37,-3.16,36.02,286.8,29.1,1.1,288.2,0.2,5.8,740.8,69776
1611367200,0.24,0.2,183.4,-6.83,-20.69,1.08,21.82,282.6,26.6,0.4,283.9,0.1,5.4,816.2,77628
1611370800,0.24,0.3,183.7,-20.33,-13.16,-11.45,26.78,293.6,26,1.3,294.7,0.2,5.1,718,69235
1611374400,0.24,0.3,183.9,0.76,-22.34,2.12,22.45,278,18.6,1.9,278.6,0.4,3.8,668.9,100946
1611378000,0.25,0.3,184.2,17.32,-11.27,2.33,20.8,273.8,-1.5,0,273.8,0,-0.3,667.4,128047
1611381600,0.25,0.3,184.5,20.65,-8.46,-4.51,22.77,270.3,-5.3,-0.2,270.3,0,-1.1,657.4,122303
1611385200,0.25,0.3,184.7,7.77,-6.33,-5.12,11.25,289.2,2.1,0.5,289.2,0.1,0.4,582.4,102802
1611388800,0.25,0.4,185,17.04,-4.56,-8.48,19.57,279.8,-9,-0.9,280,-0.2,-1.8,601,126599
1611392400,0.25,0.4,185.3,-3.56,-2.24,-0.94,4.31,302.8,4.4,-1.8,302.8,-0.3,0.8,581.3,102422
1611396000,0.25,0.4,185.5,-7.07,0.46,3.76,8.02,315.2,18.1,0.5,315.7,0.1,3.3,568,95371
1611399600,0.25,0.4,185.8,-1.03,6.02,3.58,7.08,309.7,8,-0.9,309.8,-0.2,1.5,552.5,101266
1611403200,0.26,0.4,186,12.42,2.26,1.78,12.75,298.1,-6.7,-3.9,298.2,-0.8,-1.3,554.2,104234
1611406800,0.26,0.5,186.3,18.65,-4.06,-0.61,19.1,291.9,-8.5,-4.3,292,-0.8,-1.7,576.5,112776
1611410400,0.26,0.5,186.6,24.41,-6.52,5.21,25.8,276.9,-9.2,-5.5,277.1,-1.1,-1.9,576.3,128266
1611414000,0.26,0.5,186.8,22.44,-4.41,-2.45,23,281,-9,-4.7,281.2,-1,-1.8,575.3,119305
1611417600,0.26,0.5,187.1,24.17,-10.68,-1.49,26.47,275.2,-2.7,-3.8,275.2,-0.8,-0.6,552.4,106512
1611421200,0.26,0.6,187.4,11.2,-7.83,-3.45,14.1,290.5,3.8,-2,290.5,-0.4,0.7,564.1,92776
1611424800,0.26,0.6,187.6,8.6,4.04,-5.37,10.91,296.6,6.9,-1.3,296.6,-0.3,1.3,542.3,73198
1611428400,0.26,0.6,187.9,8.01,-2.37,7.93,11.52,297.3,6,-1.2,297.4,-0.2,1.2,545.1,79149
1611432000,0.27,0.6,188.1,3.99,-3.81,3.21,6.38,300.3,6.5,-1.2,300.4,-0.2,1.2,524.3,75240
1611435600,0.27,0.6,188.4,10.56,-12.56,5.81,17.4,293,1.5,-2.3,293,-0.4,0.3,489.1,74294
1611439200,0.27,0.7,188.7,24.46,-13.43,7.52,28.9,280.8,-7.4,-4.7,280.9,-0.9,-1.5,416.4,66868
1611442800,0.27,0.7,188.9,26.38,-12.55,4.79,29.6,278.4,0.4,-2.7,278.4,-0.6,0.1,399.2,50756
1611446400,0.27,0.7,189.2,25.52,-9.74,5.93,27.95,282.8,3.7,-2.1,282.8,-0.4,0.7,425.9,52707
