time,chi_squared,dn1,dT1_perp,dR1,dV1x,dV1y,dV1z,dn2,dT2_perp,dR2,dV_drift
1600820654.817344,11089.19552004530,0.7436517803846203,0.2065118120471490,0.03305413936581471,0.3812260775960565,0.4279145972828556,0.1604560420494394,0.7508493581457011,0.1901016488186419,0.007147562936155432,1.093408782846314
1600820766.665738,10408.15650495765,0.5908888260697860,0.2068626132134102,0.04216191688384020,0.3641039435511977,0.4475255706608610,0.1664794341858215,0.6951927408389695,0.1440810587567265,0.006623694665082171,1.244387764586693
1600820878.514212,13152.78408850642,0.4471765005808032,0.08988535286288191,0.01049958593013662,0.3884301926188321,0.3859722619335828,0.1579019954186552,0.5674809411377526,0.2541325291444159,0.1099841048959328,0.4695558657229290
1600820990.362607,3325.573960832140,0.1730781414479180,0.1674496974347068,0.01991655309197700,0.6750348553035649,0.6386754113467585,0.3535712874819217,0.2327253227302014,0.5255629031674227,0.2222492487246443,0.8733147771995060
1600821102.211021,1561.470531887627,1.256752708170273,0.2245654411402622,0.02771022005069580,0.8627905398911377,0.7750834716085115,0.4292616255933805,1.359010886403703,0.8924143724890741,0.4726991703909411,1.239598433449882
1600821214.059475,882.4270772350969,2.779687962695017,0.4597290344196727,0.08207517445044302,0.6945400306059936,0.8935612600829113,0.4596716146687325,4.301502725319185,0.8510932183497532,0.03882354839263037,14.45960614514045
1600821325.907889,2285.452889989637,1.807266152783737,0.2315745160206378,0.02102898814723653,1.484425872953535,1.073828362832209,0.4452755149432656,1.997904600122061,0.3839236196123223,0.1608085898465889,1.505351629960955
1600821437.756283,2725.396338063216,1.272235260490727,0.2391634011925219,0.02534941077162346,0.9884948635508712,0.8719657673395298,0.3900695161784740,1.942060785548499,0.4543595241297043,0.1926548656628628,1.162813207165274
1600821549.604757,2569.146583079943,2.668079254664744,0.2261485853836055,0.02461059393446710,1.824262318097538,1.326681574486253,0.4054524555856615,2.683294293400502,0.5146952909441894,0.2486932262693431,1.822541048749162
1600821661.453151,1350.048566669564,1.300070402087780,0.2260812722540378,0.02153457144139367,0.9388281179843427,0.9287664234002846,0.4295599755927044,1.493238366653014,1.534702905365328,0.8124185010439374,1.820319780594378
1600821773.301546,1402.707450939962,1.790385133416332,0.2603060774981689,0.02680370024403651,1.390447647530647,1.374735216080237,0.4697670076557789,2.093697171210262,1.239277557380868,0.5677394082085251,1.817293412740613
1600821885.150020,1641.623906172702,1.698316583918913,0.2702748823478496,0.02514795428042145,1.485818800364537,1.469458037096982,0.7386163325140052,1.931982003022758,1.242909440859636,0.5307806527967549,1.849811048695409
1600821996.998414,1068.312628580097,2.989919011132276,0.6421204740799260,0.06471839382008052,1.145802639184680,1.159066790172131,0.7086896736413033,2.798111610650902,0.8698450706424410,0.02348469148376441,5.326194950683945
1600822108.846828,1192.207156211541,2.607616613856414,0.5446568507336071,0.07537215589494024,0.8288776911484768,1.143217027827477,0.6242548709891149,3.011815623370964,0.8722628986758411,0.03091783497170791,7.724183673673957
1600822220.695282,2833.039688901501,2.320746888911580,0.2576694084097276,0.02951453624933985,1.465294099258858,1.841721520497593,1.175734501802476,2.720933166510706,0.9328490453904568,0.3536563193710026,1.926144660157182
1600822332.543696,2701.123001985571,3.329062921521127,0.1711818233425409,0.01619956171904274,1.403213682801498,1.476928315715087,1.781520054597959,3.223971728190366,0.7002898440426599,0.3740395652710441,2.329232024943181
1600822444.392150,3067.799695979842,4.939486313561817,0.1439353538918012,0.01653285166473414,1.324863451685404,1.381175438202416,2.211990053884511,4.838153438671799,0.3817329262638781,0.1366826143341380,2.381409123369719
1600822556.240565,2208.218154170451,5.613229332406162,0.2404403109955796,0.02705799720871822,1.335955078058223,0.6940622622367937,2.529713089204469,5.434008142896111,0.2650627166358415,0.02244120737302185,2.290825241643542
1600822668.088959,2353.459088986613,2.486731881485861,0.2026760856746253,0.02295531882664829,0.9478499841107169,0.5714424672972673,0.9526900874675583,2.331773850550570,0.3820554121892327,0.1073277940171113,0.8678477966428801
1600822779.937433,42101.09755199739,-0.000000000000000,0.1341749395347827,0.05190792551114116,0.1310507941911299,0.1442936174710494,0.1460043796145969,-0.000000000000000,0.1754445229033549,0.01338130700171433,0.6535051030097154
1600822891.785827,23899.30432456367,0.6841919192016562,0.08075881009292583,0.008330550432572798,0.5118242877068794,0.2365122349687540,0.2738409714499690,0.6841836297921789,0.1109135292392188,0.03557385974623547,0.4424809467932432
1600823003.634221,20420.99221748774,0.5598893794056804,0.08410622386373869,0.008164678452493997,0.4676855592801370,0.3005398835996683,0.2338135899164352,0.5795732580122084,0.1488853790317559,0.05674813826160615,0.4075038586978457
1600823115.482695,26832.33486888497,0.9343256009714130,0.09103986056020259,0.008351710799759281,0.9032069160546660,0.6113193049013050,0.1764440062507349,0.9645094042446390,0.2104616927348962,0.08599284112792076,0.9079594182649520
1600823227.331089,20056.25610637203,0.7901094689007130,0.08962870380965082,0.008630457927583617,0.6959455606806538,0.5930782808275331,0.3922831112499252,0.8393280661681032,0.2264950291758088,0.09149536864482685,0.7040376774708267
1600823339.179504,20237.03677122494,0.6357491070540768,0.09465187862768897,0.008876032557198025,0.6083269631728309,0.5701024638602397,0.2880874124992407,0.7283867261015987,0.2354127922071382,0.09029823745103439,0.6611719352025957
1600823451.027958,27761.08586576755,1.071414535011092,0.09314873206821044,0.008010473143768203,0.9549023170895510,0.7808761808167936,0.3079531376728073,1.111358614938844,0.2197847351697853,0.1014511947256009,1.158716139527829
1600823562.876372,24145.07798605866,0.8419528181684173,0.1544420200956833,0.04773711071652099,0.2794964246401095,0.2390279409151529,0.1480380762405286,0.7626939083992668,0.09933728265744136,0.009376878916223122,0.9923101213681971
1600823674.724766,21761.36983225452,0.5793991759627849,0.1021658417707609,0.01091746084628582,0.7511886391617744,0.5503067986945802,0.2932908340266842,0.6713487364555247,0.1449911795600284,0.03833167445402261,0.7237934285682901
1600823786.573240,24884.44456865372,0.5679345176990731,0.1046528998942266,0.01200875383533286,0.7773524461832254,0.5925779184977263,0.3570970410441438,0.6726035211088468,0.1300431728322650,0.03287413898253393,0.7883775482229175
1600823898.421634,23776.98766795393,0.4615484392747619,0.09967825954099560,0.01117053299833394,0.6997256204842243,0.4453825232550736,0.2181494561789135,0.5658846034180767,0.1078811075593796,0.02597914736469651,0.6705997419880990
1600824010.270029,26244.47704021789,0.8477274210375511,0.1154295491866915,0.03448201325157699,0.2407963047479478,0.2103349168975267,0.1532002225673097,0.7795562136957896,0.09487820681580500,0.009848368386587808,1.021426773059022
1600824122.118503,24714.84572743304,0.8549215105658868,0.1099067554415069,0.03103522237952750,0.2638909249355592,0.2090696717922827,0.1807698021385865,0.8125609552821695,0.09594106217031818,0.01075819626494144,0.8923105482423538
1600824233.966897,16319.81463315836,0.5692338593524044,0.1046305370188130,0.01271571300732807,0.6240638272614641,0.5038044332080578,0.2441437603900784,0.6383917538830156,0.1780975586820598,0.05797846441638670,0.5575253256524242
1600824345.815311,30801.78004265935,0.3290197336983095,0.09863426480832339,0.01330732802292738,0.5584767671784234,0.2034975852609797,0.4132200285501796,0.4722442403222303,0.06117365950851995,0.007971396642759435,0.6014433599451258
1600824457.663765,24988.70429431347,0.3539442222795796,0.1078362554188007,0.01491056819657222,0.5250124799703462,0.1810655260265773,0.2904509904072693,0.4895162653479441,0.06375495394177472,0.008745939671749657,0.5102520782913771
1600824569.512179,23439.71457467855,0.4877732639137638,0.07971877013111160,0.01476615969960005,0.2145617569250342,0.1707444348209455,0.1851049184665037,0.4322875165479043,0.09328151612144471,0.01097635120403835,0.4669317534542154
1600824681.360633,32269.89626675286,1.220414526190178,0.1282344858963189,0.04169549389704925,0.1833845353768812,0.1870326599233746,0.1582999471624941,1.200744098470661,0.08434539628369875,0.007055931343114013,1.231145745087180
1600824793.209048,13747.14478944257,0.6900793525268593,0.08663756279783361,0.007894458090882822,0.4164474062154258,0.2705578832379747,0.3795037780224237,0.6499554475104229,0.2111744076006288,0.05704068926903725,0.4170717354905027
1600824905.057442,23016.64216513989,0.5366298138506611,0.1081329287372198,0.01596075446118458,0.4536260092194108,0.5125258385273043,0.3009276827266301,0.7007862083692602,0.1782956664507016,0.05714026489642469,0.5252713039927004
1600825016.905916,30268.02579151943,0.5940559964385782,0.09723310152900658,0.01221171501163466,0.4807085814268190,0.4878252345139297,0.3436681670544733,0.7284967429845765,0.1680310707115096,0.05132293814380140,0.5459347822085658
1600825128.754310,59601.58740685443,0.6637684009407933,0.1859008578404414,0.01898313418275977,0.3867865058680647,0.6866186280865609,0.3505497477266549,0.7537796313546287,0.1027140329053364,0.01069408768868186,0.7719335182260592
1600825240.602704,24737.26972985700,1.123775075033250,0.1022125873847020,0.005922243614116436,0.3874479004705413,0.1848234242899320,0.4125521807840731,1.099823725068409,0.1301441039375613,0.01488554473059364,0.5250368781380191
1600825352.451179,24453.22958586975,0.9363836159864358,0.1027004374358800,0.007212315740179383,0.4497749608451672,0.2635091350896829,0.2026312672197197,0.8954280203361434,0.2341360762223472,0.06857064917185604,0.4656851258547944
1600825464.299572,30196.49053135781,0.8343225867187186,0.1173463064942167,0.01390266015947992,0.2640769149820464,0.1585230344463224,0.2145814095840406,0.8345226313292951,0.1023489175246534,0.009212535861887271,0.6060098936154810
1600825576.147987,25276.31449923083,0.5378287923484488,0.1078052413904791,0.009178111199998137,0.4017319084329256,0.1468797881319022,0.1484294635772714,0.5417951952786543,0.07919397777845975,0.01146011905659992,0.3741555074843169
1600825687.996441,32113.60576475419,0.8412626770590034,0.1736266297359054,0.04041820435051709,0.2266651637319300,0.1592263756749527,0.1219468783176232,0.8802238146638085,0.1133271917394874,0.006621516806806189,0.4692406032407425
1600825799.844855,26472.47955426596,0.6803817274561944,0.1073767650807232,0.006448219771417047,0.3998554309579060,0.1692251533515186,0.1629332948499150,0.6364958255511178,0.1068127161924789,0.01716875171674918,0.4228399587927544
1600825911.693249,23524.56738488375,0.6045705888991293,0.1118225866890267,0.006064050580147033,0.3649376770666954,0.1324245849408767,0.1340523202426569,0.5448377565970761,0.08411814563927311,0.01330770118114871,0.3856242515888703
1600826023.541723,22827.81157522526,0.5083546454579232,0.1042373609989394,0.02007619293291983,0.1588887578324276,0.1232330889025240,0.1142796958474256,0.5833522031401446,0.1171078848159143,0.006646568706472565,0.3363825201099304
1600826135.390117,26843.28132840063,0.8099448228919479,0.1568127857147104,0.04495018394972101,0.1722904639909329,0.1476677135360739,0.1181653115222511,0.8435755983604436,0.1144229103482524,0.006631932190760065,0.4048258934836476
1600826247.238532,25174.67542483966,0.7344025893580889,0.1644518710214581,0.03875440814510485,0.1992429290242978,0.1510117177461494,0.1229895309216621,0.7728818787056174,0.1203329191039110,0.006616559150314650,0.4037045024085805
1600826359.086986,27521.70691411353,0.8996135069885913,0.09143669686167351,0.006688012128814428,0.5397081492321631,0.3574247318548996,0.1220346709334829,0.8953258771908231,0.1486675032261614,0.06536826093047578,0.5804774721436258
1600826470.935380,24215.77415426533,0.7675097615964673,0.1034275269465895,0.005335508737723779,0.4576650742863513,0.1624244828298249,0.1475291766995009,0.7415048300603809,0.1079659177128425,0.01818083839416480,0.4884378104448132
1600826582.783794,26329.40798668743,1.042333421278150,0.1260957820521366,0.03339242808870583,0.1776092508132367,0.1466137801742148,0.1179901638653966,1.034763672331232,0.1021474129928334,0.007907225554236777,0.7226903725914624
1600826694.632248,26320.96873598097,1.057048129313263,0.1194902636721303,0.01283496197090572,0.8297297449658284,0.4120398316878339,0.3088891308318626,1.072371134851495,0.1474064302668800,0.02067913265213562,0.7786594445430123
1600826806.480662,25110.98344475986,1.137262731491648,0.1018752497391271,0.01008847195050781,0.8442231595928974,0.6025637450214532,0.3133588096838482,1.141808684231523,0.1810346596522840,0.07514937238858388,0.9118005134676929
1600826918.329057,18566.16841304000,0.6227095798558213,0.1174309052794213,0.01360484091007232,0.6330419737700506,0.5341556495544947,0.1919856726868149,0.6959426274705661,0.1689885418039140,0.04924852212887759,0.5587082681917783
1600827030.177531,26823.76257561746,0.5367496919396921,0.1212340952885534,0.01255366499983581,0.5112592392939728,0.5440009953863663,0.1668299572771188,0.7065779474119946,0.1844350796257853,0.07274508853865330,0.6117912038737036
1600827142.025925,34664.87607891564,1.295111212223530,0.1523972278658694,0.05456536316801819,0.2007196310154279,0.2126702142358446,0.1524418164010191,1.261094410649611,0.1109216546360152,0.01100860017654597,1.208198579573832
1600827253.874339,22120.63697140508,1.097007553080665,0.1007687926491943,0.01017335300282456,0.8134168602725996,0.4670705975741925,0.4283815025510470,1.095585267785115,0.1732394115722964,0.05692820747285966,0.7910296207399248
1600827365.722793,11540.68491610309,0.5573821289881631,0.1519877789917276,0.005529690362054837,0.2449970259957060,0.2634827906315337,0.1724826235564881,0.4601697980484446,1.919806642036888,0.05251891479460861,3.032308729359794
1600827477.571207,6299.316798785793,0.8459219241726841,0.2884487415074547,0.03885954669503012,0.2326219761121564,0.4368162770690619,0.1885338407488130,0.9086335581669952,0.3404845797887596,0.01437025098080912,2.484878258914359
1600827589.419661,7103.792022324127,0.6704994196159372,0.2461264874637071,0.02841276123928614,0.2408503816929952,0.3740332634928739,0.1914195222114036,1.088037661610508,0.3340864694418194,0.01211183130178638,2.719823099079556
1600827701.268055,10686.68749585491,0.5681936908871689,0.2174772313801216,0.02524384292483892,0.2349388812447624,0.3130053870365798,0.2561105226671055,0.6737364545202336,0.2546630894271214,0.008353593547122297,1.299155309124750
1600827813.116470,26169.82827393529,0.8379522356008565,0.1198100874893771,0.01219417686265233,0.4568452089217361,0.5269030860843834,0.2252198830100447,0.9120002538490762,0.3171214888976214,0.1352499393518346,0.5187618439308210
1600827924.964924,28569.58705634694,2.670845305043232,0.1480633004842286,0.01141400749004911,0.8215933482865250,0.3604976616821686,0.8827279465072732,2.661493866175672,0.4886467706571506,0.02811884207575355,0.9580374052425227
1600828036.813338,26355.60899688893,0.3813211855583434,0.05638935110210344,0.002801439248815820,0.1048460723623843,0.1011763076102020,0.1054892188086324,-0.000000000000000,-0.000000000000000,-0.000000000000000,-0.000000000000000
1600828148.661732,32880.72829048905,1.628019039395161,0.2268490103451763,0.007368965300685849,0.1952761338420692,0.2182739497477076,0.2948125426643766,1.611596248401105,0.3408808654781127,0.01769168593280454,0.9083661297860138
1600828260.510206,25447.09539367740,1.018462247589359,0.09638263523272368,0.007882381657324153,0.3887687998362898,0.3465598494257764,0.4964443313909008,0.9785805265567973,0.1924823973724167,0.06016521367211032,0.4727252564880364
1600828372.358600,24309.32183228272,0.8430906442326235,0.1768353399621945,0.05892591777556839,0.2716451491222989,0.2107317649937894,0.1851866545557027,0.8355829003914335,0.1030998284928469,0.009745662314762846,0.4842770743612843
1600828484.207015,34413.06685859508,0.9316903102542998,0.1059247827802292,0.01201360568712664,0.6014993318367587,0.4976869325766214,0.3930989019452236,0.9784039715148617,0.1449174224134054,0.04578810533278033,0.6192765181318811
1600828596.055469,32262.01114475243,0.8465876545649054,0.1238180921850121,0.03711436493918181,0.1826698392315605,0.1743706809862866,0.1476273424524673,0.7981959825713572,0.1009818770321915,0.01043371882227716,0.5749672804771782
1600828707.903863,29654.81640572260,1.224175003657429,0.09868105496085508,0.009960929593047677,0.6451125406664130,0.3930523110094206,0.3625267994982326,1.228389693480816,0.1829538222155873,0.06302958504279008,0.5831521996124099
1600828819.752277,25775.30876605865,0.9459023303962216,0.09699285094295074,0.008648631442027392,0.3711703357901993,0.4016159859826143,0.4832610423257582,0.9232992003152705,0.2134654491821566,0.07650674892097040,0.4533871592810861
1600828931.600731,42972.25680330359,0.8180031274342806,0.09223594894253774,0.006860130398462225,0.2419750761483569,0.3593651329008228,0.3540750719381399,0.7676388621049306,0.2488397238166284,0.1309793584893380,0.4547956114929525
1600829043.449145,22297.76030179067,0.7927838182340741,0.1124474512524743,0.005925436103690104,0.3435174417928184,0.1196920932071032,0.3135263093416127,0.7553603043835786,0.1362234916198687,0.01558481986539802,0.4736394033874724
1600829155.297539,26390.06351700339,1.797456205170663,0.09703496450172580,0.01023648868275376,0.6722670245874911,0.4940457978334154,0.8205059530265424,1.769688978414354,0.1735118780978656,0.05124318812204413,0.7839739265352094
1600829267.146013,23114.36499309250,0.5752276418419950,0.1017223796394964,0.01333084837854039,0.3107351748614263,0.3973040437404469,0.2806629630049190,0.7031111851270266,0.2113596058800565,0.07450106142828919,0.3834661690358543
1600829378.994408,22929.14480287149,0.4773184017313861,0.1039744035452447,0.01213826257918087,0.3084645677847392,0.3403966987744734,0.2252111922207136,0.5846525126765647,0.2068974734127251,0.07718413486560891,0.3539548798525706
1600829490.842822,24039.99101068321,0.4000164428167511,0.1023040300399022,0.01180520466237390,0.2844867554887668,0.3013133013690008,0.1780101022141513,0.5508092638470317,0.1902986975091566,0.07247742612393665,0.3396664091113493
1600829602.691276,20556.74033333019,0.5233517197578572,0.1054483591910661,0.01168509120838657,0.3316502720415594,0.3509960227990833,0.2246123249054154,0.6008538347414324,0.2452345199887264,0.08515005765012834,0.3618239968478004
1600829714.539690,20908.18511143890,0.6556739746544370,0.1113189297591105,0.01151233252310366,0.5287820782072729,0.4771801957863324,0.1929697149267290,0.7161618651520779,0.2055832041556339,0.08181984614258821,0.5325754298814298
1600829826.388144,20206.20070504747,0.6832929844370658,0.1092375319703806,0.01159680138336615,0.4444128342280080,0.4477460968001244,0.1800823090142389,0.7413096893628561,0.2559212572436694,0.1080065810171160,0.4494930587354846
1600829938.236538,27591.25707462431,0.5690802227306695,0.1121875577205904,0.01163013425182527,0.4532550833818413,0.3934404750820975,0.1548333804244377,0.6684698144561255,0.1701650340026479,0.05957153341011506,0.4454546184975355
1600830050.084953,47173.41637923833,0.6142842692895453,0.1042871319866442,0.005735901119517825,0.2163706971597289,0.2598821311173617,0.1841201285909143,0.4512400864386722,0.5568976262178992,-0.000000000000000,0.5023961000148047
1600830161.933407,24325.98009707608,1.296003828791647,0.1229456517079307,0.006776440816399581,0.5321792910439315,0.1712977310003593,0.1326449697674215,1.286461149918234,0.1584504610976865,0.04041488370116218,0.5325881400803231
1600830273.781821,29168.43141218493,1.161846945938973,0.1699231547097999,0.02223549524012539,0.4147023974920312,0.2938376702789309,0.1470496562961302,1.132836499344483,0.1662902597165449,0.01950647689063936,0.4212833002063356
1600830385.630215,20702.28643989454,0.9701903157508148,0.1045787306194066,0.006128334287128184,0.1277849232768300,0.1208432885870753,0.3017744208510762,0.8667513457473434,0.1993026982173001,0.01728477792733591,0.5311995818056290
1600830497.478689,30278.30695493522,0.5656461102102671,0.1423942748561278,0.02163670900869576,0.2620327827062274,0.1393281573108322,0.1876431607722423,0.6229497695077342,0.1355845285700025,0.005131162894049635,0.4382732815724911
1600830609.327083,23508.34208837492,1.070754957919136,0.09904987365489609,0.005708513729394582,0.4403678247218069,0.2340877249811745,0.4790235653599546,1.032342759021079,0.1510065368174557,0.03301813739185485,0.5815726164217458
1600830721.175498,21802.79788057898,1.102950324448886,0.1065606268433114,0.006081505131092742,0.1675894015736234,0.1603871887274428,0.2994725748437635,1.017107486381533,0.1727879269870358,0.01276975353924453,0.4170644780434824
1600830833.023952,22158.99088465951,1.141773427645860,0.1380575654567689,0.007362591753078858,0.4612192620248640,0.1897890313560982,0.4739761114873938,1.138165635076372,0.1200470675631294,0.01649543251659051,0.6185351435430207
1600830944.872366,27155.71727029024,0.8525403396257024,0.1757848470035694,0.007558725779462790,0.3796442723631275,0.2785434380468380,0.3281642898975478,0.8547944929435397,0.1206174135926139,0.01705062075820415,0.5224089849875730
1600831056.720760,19283.72646180979,1.345979615742307,0.1538980452829076,0.006064781593003154,0.3182720156677741,0.3605204825211560,0.2354458037272595,1.377201678157712,0.1229555405026219,0.01997069654352896,0.4770171386234319
1600831168.569214,34130.87043537984,1.091033501541831,0.1755632734011725,0.007170275285033537,0.2600918193402862,0.2936868185148020,0.2895312628784401,1.095850432333555,0.1110764764098238,0.01172622630630250,0.4640221259749860
1600831280.417628,21821.68776055056,0.8071219661362143,0.1258164879500399,0.005152267814409218,0.4093331616498295,0.1203024228191207,0.1738643592396491,0.8187299458159110,0.1064351284279939,0.02036900850932590,0.4367293610237403
1600831392.266022,22103.89790325789,0.9021865473665315,0.1183419350931243,0.004790419713030128,0.3182320433542025,0.1226899633852140,0.1920809627475974,0.8922463403090662,0.1234584365387828,0.02186641912475734,0.3738048082887279
1600831504.114496,17612.64659303918,1.057573428290636,0.1424459703533557,0.006657252139504397,0.4041765356126330,0.1899898286248280,0.1168386012677314,1.063267307558555,0.1237541612399091,0.02108183365536445,0.4297804329236066
1600831615.962891,19328.85786350798,1.053240520575363,0.1232775046951592,0.006079698001874121,0.5294631930329639,0.1257824241779190,0.2497005190236453,1.058952430447676,0.1261685257869608,0.02900569914633769,0.5641061607616991
1600831727.811305,24347.45800961174,0.7526186732259919,0.1540785242936008,0.005963440015146543,0.3656742561421923,0.1777932100041404,0.2008103687634566,0.7372611003095051,0.1366392860145958,0.02202540133840235,0.4259040068655249
1600831839.659759,23137.19202836335,1.399494820924287,0.1184681238876104,0.007491463630433287,0.6372180847695021,0.2931543444176993,0.4157937533284936,1.388798409588475,0.1596082211650765,0.03836345457961539,0.7480614430281231
1600831951.508173,25314.57602845833,0.9265668685900055,0.1043950700064007,0.005181249657833377,0.5760574172668051,0.3165841091783041,0.4516599689056538,0.9241852615032564,0.1667437765852130,0.04870184180557043,0.7331602866024896
1600832063.356627,40383.36301339875,0.7522364935546758,0.1270210046996991,0.006683962284316638,0.2999262682992478,0.3850609188043316,0.2715566354563503,0.6366015892479505,0.7039786451105156,0.8760806074805737,0.7072043499794319
1600832175.205021,23792.67675360548,0.8591547852989104,0.1217468619060318,0.009024344831404480,0.7230807359315590,0.4092978160360216,0.4015957879475583,0.8499437646110534,0.2305894786605570,0.07159571790682263,0.6638111394252206
1600832287.053436,26774.83501424974,0.6179502766940526,0.1321643516730611,0.01493988838644129,0.4891334428672758,0.4751825608884424,0.1910637220447727,0.7735929427550448,0.2103570518783353,0.05603816367764626,0.4623963180593813
1600832398.901890,36424.22942558063,0.9983197823573758,0.1251531695901073,0.007504470937951635,0.6528427035845673,0.4931278715548337,0.2428200934122875,0.9889261355225111,0.1968629338576906,0.09136331141729888,0.8086414210391865
1600832510.750304,24289.74511163075,1.160294184006912,0.1114510212650076,0.02917896920507692,0.1454860407296106,0.1314582159111634,0.1178175294825504,1.125764411346785,0.1290011458166352,0.01018198561043292,0.9611344744517799
1600832622.598698,27303.23602705752,0.8777233055556297,0.1310197162706107,0.02425305932880144,0.1437329617565395,0.1411638311679262,0.1465953480456241,0.8640208451849889,0.1407830542074741,0.006779843088436483,0.7409285875269472
1600832734.447172,29998.13403389456,0.6500887617824346,0.1130964829565165,0.009750459794312704,0.6550523044263468,0.2481088557045975,0.3547023228692964,0.6815580073705871,0.1282960500925328,0.02254546575318475,0.5705587261730942
1600832846.295566,28690.74754196292,0.8029031521223799,0.1168909171826444,0.01183771136498149,0.6478136124180630,0.4201021828928985,0.5950341756782579,0.8465564251372080,0.1339664932130756,0.02756261782953747,0.7138706232702048
1600832958.143981,30295.98202079229,1.060539186057611,0.1228031244597338,0.01303581175438433,0.7730912937085336,0.4071677246157974,0.3826498992656086,1.101504852214132,0.1614217629891983,0.03277288541717126,0.5974772995725690
1600833069.992435,31528.85041575175,2.919354475166310,0.1220284635782437,0.01047965625022269,0.3793640583039163,0.7231673082790334,1.954573048519573,2.874697794980163,0.1463779569720677,0.03650426530767899,1.540327942292246
1600833181.840849,31942.70248495919,1.466757815767464,0.1038660560314195,0.006538680283196346,0.4735149106139733,0.4473678118235644,0.7900605973517980,1.432455312376188,0.1711864976172441,0.04992437831007257,0.8097995296744991
1600833293.689243,23089.83362071085,1.057552036721266,0.09662257990923818,0.007109942457158492,0.5935979172849778,0.3300518794999171,0.6291562964485764,1.036933347321093,0.1615158050364130,0.04694377651011659,0.7400737223522251
1600833405.537697,24094.04488845122,0.6141860146766953,0.1183124350270004,0.01419436635977843,0.4460815929509168,0.4074978153751419,0.2742966734551831,0.7160362548181154,0.2094447328912933,0.05375319776625966,0.3820278962954636
1600833517.386111,25841.22848942535,0.5356089147897475,0.1311330102414192,0.009238458952226372,0.2419228638854694,0.3562307600812227,0.3257615310193646,0.5267114166577186,0.4137443529058534,0.2107009234674685,0.5224789752757660
1600833629.234505,16284.65713043961,0.9221774301460501,0.1327282337318421,0.01304093538937089,0.7568478473449789,0.5546132379719548,0.1664177823826880,0.9399739351442338,0.2880736884798519,0.1032814263483701,0.6072517742795399
1600833741.082980,30562.64829890980,1.221400698894117,0.1321152692378741,0.007802535379117972,0.6962918092935843,0.3770250411563620,0.1529117694754107,1.218739907874606,0.1542103051001675,0.05497845154669481,0.7622123845334122
1600833852.931374,17005.25671813183,0.6370978140505748,0.1447706913264349,0.006240868119039340,0.3482236877489495,0.1663042790651925,0.1600561224276238,0.5797564257824983,0.2133807940405217,0.04106989797221817,0.4083291953555408
