time,np1,np2,vp1_x,vp1_y,vp1_z,B_inst_x,B_inst_y,B_inst_z,vdrift,Tperp1,Tperp2,Trat1,Trat2
1610495999.180177,18.94006087916000,2.936268632572983,-487.3372836453457,97.31597734240324,31.91793148047637,-68.7835,10.5242,8.45730,120.1378977845521,27.27705959616039,42.48890175983407,2.854732089260023,0.3072208906507287
1610496125.009614,19.49085142096515,3.113561256608399,-488.9940416843747,97.23398437705511,30.14631366715872,-69.5054,11.0321,7.06418,114.4379651716360,27.27001940489311,47.82151719646849,2.630114717861176,0.3845778518156798
1610496250.839091,27.41807636802105,4.648581514076042,-475.6893870239176,89.11629974140234,51.78144180740374,-67.2571,10.5353,0.316662,93.34548505602206,35.61389092230771,45.48748491854720,2.352198197034211,0.3271359274096087
1610496376.668569,20.04114426381267,2.292672700395148,-494.5600774190174,100.8378184471753,20.82121686707211,-68.4360,15.4292,11.8840,187.7868601203216,26.56417501639854,55.78944693270561,1.700244901490918,0.8809552291920169
1610496502.498006,39.12541941046717,3.062633532242716,-492.2321699495861,100.2317299661464,65.07247974579629,-65.0715,4.29023,-5.25183,63.99287713957151,37.10436426255730,42.21966064394206,1.612377467551232,0.2893756030157698
1610496628.327483,47.49651750762455,4.919125901883892,-480.9009333374528,95.73928379306676,57.48229061542187,-64.1979,-6.33093,-9.86277,68.96832209071233,38.95057657038060,64.08862112575514,1.750828751186126,0.5079559473197820
1610496754.156981,40.38293809287188,5.060566099010031,-479.0995339375784,96.63367133453630,44.57865179008999,-64.1889,-5.72459,-5.84848,71.25497680878347,36.29997202716712,72.65535381729401,1.712747968781003,0.6056656773623692
1610496879.986398,43.06006367024327,4.141826364144381,-467.9046609281896,91.91276371340206,45.17118367920521,-62.0984,-0.463263,-0.510024,86.74081660783446,38.44035166622528,70.69854813182658,1.777388320905407,0.4939197018108821
1610497005.815875,39.91110419770843,4.022397225721804,-463.9983983032182,92.81098955793263,34.85760878162307,-61.0656,-1.03565,-0.933755,83.28783050624497,36.16437209149654,60.30465665276720,1.901947442407770,0.4598149375535870
1610497131.645372,39.94523020092522,4.541053500445824,-463.6935480068352,96.35952733070911,24.15457139815054,-60.3324,0.0312924,6.24923,85.23826864409230,34.52565228667441,60.81102522829134,1.672158314708664,0.4505894989930545
1610497257.474790,31.48508750178783,4.183703577728226,-464.5373527730630,98.22600990848765,7.856573419805964,-58.8777,4.67599,16.1228,99.16197591340138,31.59437363221792,47.87902699926605,1.557997271018018,0.3937828193114489
1610497383.304267,22.51864841673850,3.191533807287441,-467.0263265447059,97.21172358205639,1.785659450141182,-58.1162,10.6097,19.2361,166.9559384557078,28.98199463156415,47.22747568345565,1.241886721726485,0.5245400221537211
1610497509.133764,19.53454163184606,28.24376360137876,-466.8312655863260,100.2161998615573,16.01815601398894,-59.0156,-6.62852,8.05384,13.90167067988644,25.51280480529508,35.96934795934494,3.408672470280885,0.9542982724327653
1610497634.963181,45.98524043261087,2.912266843001633,-469.1216752259999,98.06811676603135,27.97313503259752,-58.0849,-10.4980,2.45712,65.99795023221009,35.27942977254650,70.52700411647393,1.559911307404110,0.5508080118667991
1610497760.792659,52.23417634257454,4.660601673146720,-487.8064928897833,106.4574055788968,35.71630278848847,-59.9836,-14.8606,-1.71440,36.69830753655111,38.56986043203259,76.32795358960473,1.585744981309910,0.7485945555637031
1610497886.622096,57.26959707636135,7.001100056924674,-494.0121659135800,112.6350120413833,44.49932701741859,-58.9602,-19.0483,-5.06314,25.75139630169109,39.56221815015939,65.98247269688184,1.683820267729645,0.8726226435910058
1610498012.451573,57.24022214974459,11.87530608284654,-485.8523026931531,109.8845727703646,41.51818064218484,-56.8692,-21.1735,-6.44246,17.24890110978048,36.14345311512347,72.34488256814252,1.485543483417584,1.261796135278681
1610498138.281071,45.91101692709393,3.216550158225990,-505.0826953919748,109.3685490022708,29.59449289637699,-63.4031,-10.3088,4.50549,79.71460711645338,38.39075937003924,79.80327170603860,2.061828057383883,0.6237994351178890
1610498264.110548,33.10338786190909,2.162482863183926,-495.1039834499925,104.7393217176788,18.96507540695759,-62.6204,6.35768,13.4680,183.2470943733329,36.62883466896798,88.46847643791708,2.172449733418990,1.239896846471631
1610498389.939965,31.12686295218382,2.075898137255458,-496.0504168709249,105.0637674042843,14.35190778974510,-61.2799,7.67284,14.5155,204.2973385855136,36.61334359860980,58.86048937878842,2.115880319384114,1.070006100569713
