time,RADIAL_DISTANCE_AU,HGI_LAT_deg,HGI_LONG_deg,BR_(RTN)_nT,BT_(RTN)_nT,BN_(RTN)_nT,B_nT,VR_(RTN)_km/sec,VT_(RTN)_km/sec,VN_(RTN)_km/sec,PROTON_SPEED_km/s,FLOW_LAT_(RTN)_deg,SW_LON_(RTN)_deg,PROTON_DENS_N/cm3,PROTON_TEMP_deg_K
1601013601,0.14,0,268.9,87.39,-13.1,20.62,90.74,211.3,62.9,-20,221.4,-5.2,16.6,950.4,179390
1601017201,0.14,-0.1,254.9,97.55,-47.74,4.64,108.7,224.1,67.5,-16.2,234.6,-4,16.8,784.3,196991
1601020801,0.14,-0.1,240.9,66.4,-47.5,2.38,81.68,217.3,67.7,-16.5,228.2,-4.1,17.3,976.2,165555
1601024401,0.14,-0.2,226.9,-22.59,-19.47,-5.6,30.34,228.9,64.3,-16.1,238.3,-3.9,15.7,1286.1,110947
1601028001,0.14,-0.3,212.9,3.88,9.71,-1.41,10.55,223.5,64,-17.4,233.1,-4.3,16,1453.2,99207
1601031601,0.14,-0.3,198.9,-3.24,15.34,4.45,16.3,215.4,68.3,-16.8,226.6,-4.2,17.6,1293.5,167683
1601035201,0.14,-0.4,184.9,-58.36,19.72,-0.51,61.6,220.2,69.2,-16.5,231.4,-4.1,17.4,1450.7,116587
1601038801,0.13,-0.5,170.9,-13.45,17.22,-6.53,22.81,223.3,66.8,-18.5,233.8,-4.5,16.6,1491.2,110284
1601042401,0.13,-0.5,156.9,63,-3.95,5.43,63.36,214,66.4,-22.4,225.2,-5.7,17.2,1285.3,193030
1601046001,0.13,-0.6,142.9,106.88,1.88,14.19,107.84,215.1,65.7,-22.7,226.1,-5.8,17,1263.3,171872
1601049601,0.13,-0.7,128.9,91.01,6.31,-12.75,92.11,210.1,70.4,-18.9,222.4,-4.9,18.5,1367,133305
1601053201,0.13,-0.7,114.9,56.7,17.73,6.04,59.71,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601056801,0.13,-0.8,100.9,-68.15,26.06,0.6,72.96,213.2,78.5,-15.7,227.8,-3.9,20.2,1567.3,103125
1601060401,0.13,-0.9,86.9,-140.6,24.34,11.38,143.14,218,93.9,-4,237.4,-1,23.3,406.2,169895
1601064001,0.12,-0.9,72.9,-172.87,17.53,-3.94,173.8,228.1,90.5,-8.6,245.5,-2,21.6,422.3,204654
1601067601,0.12,-1,58.9,-164.55,9.63,-0.47,164.83,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601071201,0.12,-1.1,44.9,-141.9,41.06,-6.17,147.85,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601074801,0.12,-1.1,30.9,-144.72,-0.86,7.84,144.93,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601078401,0.12,-1.2,16.9,-141.12,7.54,-4.37,141.39,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601082001,0.12,-1.3,18.4,-140.06,16.3,-4.4,141.07,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601085601,0.12,-1.4,20,-136.99,22.96,6.46,139.05,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601089201,0.12,-1.4,21.5,-136.26,13.91,-17.28,138.05,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601092801,0.12,-1.5,23.1,-175.42,15.61,16.38,176.88,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601096401,0.12,-1.6,24.6,-168.18,-50.79,29.78,178.19,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601100001,0.11,-1.7,26.2,-195.38,19.53,21.05,197.48,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601103601,0.11,-1.8,27.7,-204.13,57.67,18.56,212.93,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601107201,0.11,-1.8,29.3,-191.2,-17.36,42.03,196.53,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601110801,0.11,-1.9,30.8,-152.91,164.72,7,224.87,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601114401,0.11,-2,32.4,-214.36,106.73,36.59,242.25,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601118001,0.11,-2.1,33.9,-224.99,24.05,24.37,227.58,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601121601,0.11,-2.1,35.4,-215.02,-20.72,23.27,217.27,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601125201,0.11,-2.2,37,-214.92,60.48,-61.53,231.59,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601128801,0.11,-2.3,38.5,-173.52,132.64,-59.21,226.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601132401,0.11,-2.4,40.1,-202.68,-38.41,53.6,213.14,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601136001,0.11,-2.5,41.6,-226.87,-41.34,-46.28,235.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601139601,0.11,-2.5,43.2,-143.64,-78.96,-81.16,182.9,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601143201,0.11,-2.6,44.7,-88.69,7.69,-99.97,133.86,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601146801,0.1,-2.7,46.3,-186.91,1.1,32,189.63,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601150401,0.1,-2.8,47.8,-167.87,-38.29,-28.95,174.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601154001,0.1,-2.9,49.4,-199.36,27.52,-29.1,203.34,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601157601,0.1,-2.9,50.9,-211.3,36.1,-7.83,214.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601161201,0.1,-3,52.5,-172.68,59.65,-19.91,183.78,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601164801,0.1,-3.1,54,-133.41,23.8,-38.52,140.88,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601168401,0.1,-3.1,55.8,-133.38,-41.69,21.29,141.35,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601172001,0.1,-3.2,57.7,-145.68,-0.62,31.2,148.98,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601175601,0.1,-3.2,59.5,-226.28,73.26,26.18,239.28,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601179201,0.1,-3.2,61.4,-239.71,76.45,34.63,253.98,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601182801,0.1,-3.2,63.2,-175.3,12.74,-91.29,198.06,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601186401,0.1,-3.3,65.1,-205.06,31.28,-54.2,214.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601190001,0.1,-3.3,66.9,-234.17,-9.58,3.81,234.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601193601,0.1,-3.3,68.8,-215.74,77.6,-48.72,234.39,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601197201,0.1,-3.4,70.6,-161.16,123.03,-97.44,224.95,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601200801,0.1,-3.4,72.5,-273.34,8.36,33.74,275.54,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601204401,0.1,-3.4,74.3,-226.47,40.45,-12.98,230.42,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601208001,0.1,-3.4,76.2,-207.53,44.96,7.62,212.48,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601211601,0.1,-3.5,78,-238.08,17.57,-11.63,239.01,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601215201,0.1,-3.5,79.8,-255.8,17.37,17.68,256.99,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601218801,0.1,-3.5,81.7,-236.38,-8.89,24.88,237.85,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601222401,0.1,-3.6,83.5,-192.81,44.73,-2.56,197.95,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601226001,0.1,-3.6,85.4,-235.32,13.55,-15.4,236.21,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601229601,0.1,-3.6,87.2,-253.56,8.92,-30.04,255.49,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601233201,0.1,-3.7,89.1,-265.67,22.52,0.85,266.62,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601236801,0.1,-3.7,90.9,-251.04,55.61,8.18,257.25,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601240401,0.1,-3.7,92.8,-239.77,27.3,-4.98,241.37,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601244001,0.1,-3.7,94.6,-212.17,30.69,-2.52,214.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601247601,0.1,-3.8,96.5,-221.87,6.13,8.59,222.12,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601251201,0.1,-3.8,98.3,-234.08,29.87,-6.8,236.07,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601254801,0.1,-3.8,99.7,-233.04,37.83,-14.86,236.56,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601258401,0.1,-3.7,101.1,-209.82,19.19,8.72,210.87,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601262001,0.1,-3.7,102.6,-169.18,20.3,6.15,170.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601265601,0.1,-3.6,104,-192.08,18.6,14.14,193.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601269201,0.1,-3.6,105.4,-206.78,24.29,7.87,208.35,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601272801,0.11,-3.5,106.8,-214.62,4.18,16.33,215.28,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601276401,0.11,-3.5,108.2,-217.6,30.17,24.99,221.09,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601280001,0.11,-3.5,109.6,-208.82,18.95,5.52,209.75,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601283601,0.11,-3.4,111.1,-212.36,7.08,7.21,212.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601287201,0.11,-3.4,112.5,-214.05,27.5,1.75,215.82,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601290801,0.11,-3.3,113.9,-216.91,37.32,-6.18,220.18,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601294401,0.11,-3.3,115.3,-210.81,34.72,3.14,213.67,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601298001,0.11,-3.3,116.7,-200.58,49.03,15.12,207.04,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601301601,0.11,-3.2,118.1,-186.8,12.32,7.7,187.36,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601305201,0.11,-3.2,119.6,-187.07,-8.81,24.04,188.81,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601308801,0.11,-3.1,121,-190.54,-18.41,2.63,191.44,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601312401,0.11,-3.1,122.4,-181.68,62.44,-0.11,192.11,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601316001,0.11,-3,123.8,-155.14,-14.9,7.96,156.05,634.8,106.2,-4.3,643.6,-0.4,9.5,188,829356
1601319601,0.12,-3,125.2,-161.52,6.1,30.73,164.53,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601323201,0.12,-3,126.6,-140.75,11.51,7.94,141.45,570.1,-1.00E+31,3.1,-1.00E+31,-1.00E+31,-1.00E+31,228,1.43E+06
1601326801,0.12,-2.9,128.1,-152.27,20.48,-1.06,153.65,503.1,-1.00E+31,6.2,-1.00E+31,-1.00E+31,-1.00E+31,276.2,1.39E+06
1601330401,0.12,-2.9,129.5,-148.93,15.59,19.04,150.95,523.1,-1.00E+31,8.2,-1.00E+31,-1.00E+31,-1.00E+31,267.5,1.50E+06
1601334001,0.12,-2.8,130.9,-154.68,40.09,36.04,163.81,525.3,-1.00E+31,10.5,-1.00E+31,-1.00E+31,-1.00E+31,261.8,1.41E+06
1601337601,0.12,-2.8,132.3,-18.89,-101.17,-57.28,117.79,603.8,-1.00E+31,-12.2,-1.00E+31,-1.00E+31,-1.00E+31,187.3,1.08E+06
1601341201,0.12,-2.8,133.2,-103.6,-69.94,1.51,125.01,519.5,-1.00E+31,-5.5,-1.00E+31,-1.00E+31,-1.00E+31,234.9,732552
1601344801,0.12,-2.7,134.1,-163.89,1.12,16.43,164.71,352.9,-1.00E+31,5.5,-1.00E+31,-1.00E+31,-1.00E+31,348.4,266646
1601348401,0.12,-2.7,135,-164.58,15.25,-11.88,165.71,340,-1.00E+31,5.2,-1.00E+31,-1.00E+31,-1.00E+31,395.5,193796
1601352001,0.12,-2.6,135.9,-154.41,-10.65,-29.72,157.61,333.1,-1.00E+31,4.3,-1.00E+31,-1.00E+31,-1.00E+31,370.7,172339
1601355601,0.13,-2.6,136.8,-141.46,44.67,7.94,148.56,351,-1.00E+31,6.4,-1.00E+31,-1.00E+31,-1.00E+31,357.7,223833
1601359201,0.13,-2.5,137.7,-127.83,11.27,-34.2,132.81,331.7,-1.00E+31,6.1,-1.00E+31,-1.00E+31,-1.00E+31,367.1,225179
1601362801,0.13,-2.5,138.6,-142.82,15.86,-0.62,143.7,333,-1.00E+31,5.7,-1.00E+31,-1.00E+31,-1.00E+31,342.2,244593
1601366401,0.13,-2.4,139.5,-148.23,17.7,-2.76,149.31,340.7,-1.00E+31,4.8,-1.00E+31,-1.00E+31,-1.00E+31,341.3,227475
1601370001,0.13,-2.4,140.4,-143.87,29.2,1.43,146.81,341.3,-1.00E+31,5.3,-1.00E+31,-1.00E+31,-1.00E+31,333.7,230294
1601373601,0.13,-2.3,141.3,-111.35,80.26,0.64,137.26,377.7,-1.00E+31,6.8,-1.00E+31,-1.00E+31,-1.00E+31,314.6,451593
