time,HELIOGRAPHIC_LATITUDE_deg,HELIOGRAPHIC_LONGITUDE_deg,BR_(RTN)_nT,BT_(RTN)_nT,BN_(RTN)_nT,FIELD_MAGNITUDE_AVG._nT,BULK_FLOW_SPEED_km/s,ELEVATION_ANGLE_Deg,AZIMUTH_ANGLE_Deg,ION_DENSITY_N/cm3,TEMPERATURE_Deg_K
1595628000,5.1,225,-4.5,-1.7,-7.6,9.2,371,0.3,-2.8,6.5,34538
1595631600,5.1,225,-5.8,-1.4,-7.4,9.6,363,0.7,-2.5,7.2,36378
1595635200,5.1,225.1,-5.6,-0.1,-7.5,9.7,366,0.5,-2.1,7.5,44094
1595638800,5.1,225.1,-1.6,-5.4,-3.9,7.8,360,-1,-2.8,16.5,48912
1595642400,5.2,225.1,-1.3,-6.1,-2.2,6.8,357,-3.3,-1,16.9,57998
1595646000,5.2,225.2,-2,-6.9,-1.9,7.6,352,-3.1,-1.3,13.1,54041
1595649600,5.2,225.2,-2,-7.5,-1.5,8.1,361,-2.7,-1.6,7.8,62506
1595653200,5.2,225.3,-2.3,-7.8,-0.2,8.2,367,-3.2,-1.2,7.4,60449
1595656800,5.2,225.3,-0.5,-8.6,-0.9,8.6,359,-2.4,-1,8.3,61083
1595660400,5.2,225.3,-1.7,-8.7,1.1,9.1,362,-2.1,-1.3,9.2,46669
1595664000,5.2,225.4,-2.1,-8.7,2,9.3,367,-2.1,0.5,7.1,49927
1595667600,5.2,225.4,-2,-8.3,3.2,9.3,366,-2.7,0.5,7.4,49621
1595671200,5.2,225.5,-2.1,-7.5,3.8,8.7,365,-1.8,1.1,8.7,59957
1595674800,5.2,225.5,-2.5,-7.5,3.4,8.7,368,-1.9,1,8.4,54266
1595678400,5.2,225.5,-2.6,-6.5,3.8,8.3,368,-2.8,-0.3,9.7,51763
1595682000,5.2,225.6,-0.9,2.9,4.8,5.8,367,-4.8,-0.9,14.7,66592
1595685600,5.2,225.6,-0.8,2.2,6,6.6,366,-4.4,0.1,11.9,58661
1595689200,5.2,225.6,-2.3,2.9,0.3,5.6,375,-2.3,-1.5,13,52544
1595692800,5.2,225.7,1.7,-1.8,4.3,5.3,354,-6.2,2.1,12,74049
1595696400,5.2,225.7,2.1,-4.5,2.6,5.9,357,-4,3.3,12.1,76613
1595700000,5.2,225.8,2.2,-3,-1.1,5.9,356,-1.6,3.1,11.5,78849
1595703600,5.2,225.8,0.4,-3.5,4.3,6.7,366,-3.5,1.3,10.1,90372
1595707200,5.2,225.8,1.1,-6.8,-1.8,7.6,369,-1.6,1.7,8.3,91640
1595710800,5.2,225.9,3.4,-1,1.4,5.9,370,-1.6,0.3,12.4,115790
1595714400,5.2,225.9,1.1,4.5,-4.1,7.3,386,-1.1,-2,11.5,81835
1595718000,5.2,226,0.3,0.9,2.4,2.7,401,-2.8,-2.1,20.2,60851
1595721600,5.2,226,0.6,1.5,1.6,2.3,399,-2.5,-1.8,15.1,59307
1595725200,5.2,226,0.1,1.5,1,2.3,407,-1.8,-1.5,9.1,55826
1595728800,5.2,226.1,0.1,1.8,0.7,2.2,415,-1.2,-0.7,5.7,51967
1595732400,5.2,226.1,-1,2.5,0.3,2.7,405,-1.1,0.6,3.3,49386
1595736000,5.2,226.2,-1.4,2.1,0.7,2.8,401,-0.3,0.9,2.4,41478
1595739600,5.2,226.2,-1.1,1.7,0.7,2.2,405,-0.8,1,3.9,41466
1595743200,5.3,226.2,-1.6,1.4,1.3,2.6,397,1.2,0.7,2.3,42801
1595746800,5.3,226.3,-1.7,1.7,1.9,3.2,394,2.5,2.2,1.7,28830
1595750400,5.3,226.3,-2.7,1.3,0.7,3.1,381,0.7,1.8,1.9,32701
1595754000,5.3,226.4,-2.6,1.6,0.6,3.2,380,0.3,2.7,1.7,26854
1595757600,5.3,226.4,-1.6,1.6,1.2,2.7,391,0.5,1.8,3.3,38036
1595761200,5.3,226.4,-1.1,1,0.6,1.6,401,-0.3,0.4,5.1,55933
1595764800,5.3,226.5,-2.2,1.7,1.4,3.1,385,1.4,2.3,3.2,46123
1595768400,5.3,226.5,-2.3,0.8,0.9,2.8,386,0,1.2,3.9,40874
1595772000,5.3,226.6,-2.7,1.4,1.5,3.4,376,1.2,2.1,2.6,38678
1595775600,5.3,226.6,-2.9,1.6,1.5,3.6,377,0.8,1.7,3,49303
1595779200,5.3,226.6,-3,1.1,1.4,3.6,378,0.3,1.5,3.1,48045
1595782800,5.3,226.7,-3.3,0.9,0.9,3.6,376,0.1,1.5,3.2,46022
1595786400,5.3,226.7,-2.8,1.8,0.5,3.5,368,0,3.3,3,41926
1595790000,5.3,226.8,-2.7,2,1.5,3.8,372,1.3,3.5,3.1,40912
1595793600,5.3,226.8,-2.9,2.5,0.6,3.9,370,0.5,3.8,3.4,43286
1595797200,5.3,226.8,-2.3,3.4,0.2,4.1,371,0.2,5.2,3.4,35479
1595800800,5.3,226.9,-1.2,3.2,1,3.8,380,0.8,4.1,4.2,40036
1595804400,5.3,226.9,-2.3,3.3,-0.8,4.2,376,0.1,4.4,4.1,36381
1595808000,5.3,227,-2.1,3.2,-2.3,4.7,372,-1.5,6.2,3.8,29606
1595811600,5.3,227,-2.5,3.5,-1.9,4.9,372,-1.1,6,3.3,28237
1595815200,5.3,227,-2.8,3.4,-1.9,5,375,-1.3,4.8,3.4,34525
1595818800,5.3,227.1,-3.2,3.3,-1.6,5.1,374,-1.3,4.5,3.6,44013
1595822400,5.3,227.1,-2.1,4.3,-0.2,5,381,-0.7,4.7,3.8,49358
1595826000,5.3,227.2,-2.2,1.8,-1.6,4.1,392,-0.3,1.8,4,60036
1595829600,5.3,227.2,-3.7,1.6,-0.3,4.3,374,1.3,1.9,3.7,54358
1595833200,5.3,227.2,-3.2,2.4,0.5,4.2,377,1.2,3,4,60673
1595836800,5.3,227.3,-3.4,2.6,0.9,4.6,402,0.2,1.7,3.3,67031
1595840400,5.3,227.3,-3.2,3.6,-0.8,5,407,-2,2.6,3.3,55307
1595844000,5.3,227.4,-3.4,3.5,-0.3,5.1,405,-1.8,2,3.2,50044
1595847600,5.3,227.4,-3.8,3.4,0.7,5.2,403,-0.4,1.8,3.1,43573
1595851200,5.4,227.4,-3.5,3,1.7,5.1,405,0.8,1.3,3,53362
1595854800,5.4,227.5,-3.9,2.4,0.8,4.8,397,-0.2,1.5,2.4,51116
1595858400,5.4,227.5,-2.6,4.5,0.8,5.6,411,0.3,2.4,4.1,46400
1595862000,5.4,227.6,-0.5,6.2,0.5,6.2,406,1.2,2,5.3,35349
1595865600,5.4,227.6,-1.1,6,1.5,6.3,399,1.7,3.5,6.7,35066
1595869200,5.4,227.6,-0.6,5.3,1.7,5.7,398,1,2.7,6.3,48197
1595872800,5.4,227.7,-1,4.9,2.1,5.8,392,2.1,1.9,5,47934
1595876400,5.4,227.7,0.1,3.9,1.7,5.3,409,3.2,0.9,5,89261
1595880000,5.4,227.8,-3.4,3.8,-0.5,5.3,396,3.2,0.3,4.9,84842
1595883600,5.4,227.8,-2.1,3.9,0.3,4.9,403,3.3,-0.2,5.6,99695
1595887200,5.4,227.8,-3.2,0.4,-1.1,4.4,398,1.5,-3.5,3.6,98597
1595890800,5.4,227.9,-2.1,3.1,-0.7,4.6,407,2.5,-0.8,4.3,119941
1595894400,5.4,227.9,-1.6,3.4,-2.4,4.9,404,1.4,-0.7,4.6,115270
1595898000,5.4,228,-1.8,4.2,-0.1,5,406,4.1,0.1,4.9,118691
1595901600,5.4,228,-2.3,3.7,-0.4,4.9,394,3.6,-0.2,4.6,93029
1595905200,5.4,228,-2.8,3.4,-0.3,4.7,387,4,-0.3,4.4,87743
1595908800,5.4,228.1,-1.3,3.7,0,4.4,396,3.8,-0.3,4.9,75069
1595912400,5.4,228.1,-2,3.3,-1.7,4.4,386,1.7,-0.3,5,63702
1595916000,5.4,228.2,-0.5,3.9,-0.4,4.4,387,1.6,-0.8,5.6,60672
1595919600,5.4,228.2,-2.1,2.7,-1.2,4.1,375,1,-1.5,5.6,60441
1595923200,5.4,228.2,-3,1.7,0.3,4.1,372,1.5,-2.2,5.8,60843
1595926800,5.4,228.3,-1.4,2.6,-0.1,3.9,377,1,-0.5,5.5,56756
1595930400,5.4,228.3,-0.4,3.3,0,3.9,379,0.7,-0.5,5.2,48381
1595934000,5.4,228.4,-1.5,3.4,-0.7,4.1,369,-0.2,0,5.2,44776
1595937600,5.4,228.4,-1.1,2.5,-2.5,3.9,370,-1.5,-0.3,4.9,44071
1595941200,5.4,228.4,-1,2.5,-1.9,3.7,369,-1,-0.3,4.9,44539
1595944800,5.4,228.5,-1.3,2.5,-1.2,3.4,367,-0.5,-0.5,4.7,45085
1595948400,5.4,228.5,-1.9,2.2,1.2,3.4,366,0.6,-0.8,4.9,47912
1595952000,5.4,228.6,-1.3,2.5,-1.9,3.7,366,-1.2,-0.3,4.7,44596
1595955600,5.5,228.6,-1.1,1.7,-1.9,3.3,370,-1.2,-0.2,4.6,44278
1595959200,5.5,228.6,-0.6,2,0.8,3.2,370,0.2,-0.1,4.9,41992
1595962800,5.5,228.7,-1.8,0.2,-0.6,3,365,-1.1,-0.7,3.6,35872
1595966400,5.5,228.7,-3,0.5,-0.7,3.1,363,-0.8,0.4,4.4,44838
1595970000,5.5,228.8,-3.2,0.6,0.8,3.4,356,0.1,1.4,3.9,35211
1595973600,5.5,228.8,-3.4,0.2,0.8,3.5,352,-0.8,1.1,3.7,32233
1595977200,5.5,228.8,-3.6,-0.1,0.9,3.7,348,-1.2,1.4,3.5,27868
1595980800,5.5,228.9,-3.4,0.4,1.4,3.7,359,-1.9,1.3,4,29627
1595984400,5.5,228.9,-2.8,1.2,1.1,3.4,362,-2,2,4.6,35614
1595988000,5.5,229,-2.6,0.9,0.9,3,362,-2,1.6,5.4,41374
1595991600,5.5,229,-1.9,1.9,1.1,3.2,368,-1.9,2.4,6.1,42726
1595995200,5.5,229,-2,1.7,-0.6,3.9,367,-3.3,2.7,7.6,42555
1595998800,5.5,229.1,-0.5,-0.6,-1.3,4.2,362,-4.5,2.9,9.5,39274
1596002400,5.5,229.1,-0.5,-0.6,-3.7,4.2,350,-6.1,2.8,11.7,40551
1596006000,5.5,229.2,-1.1,2.7,-0.6,3.5,343,-5.1,2.9,10.5,38994
1596009600,5.5,229.2,0,2.9,0.3,3.1,338,-4.6,2.8,9.7,32689
1596013200,5.5,229.2,-1.2,2.4,-0.5,2.8,327,-6.1,3.1,10.4,24042
1596016800,5.5,229.3,-0.8,2.1,-0.5,2.3,326,-6.1,2.7,11.1,15065
1596020400,5.5,229.3,-0.6,1.5,-0.5,2,325,-6.2,2.8,10.9,14487
1596024000,5.5,229.4,1,-2.7,-1.3,3.7,334,-5.7,-0.3,6.5,20004
1596027600,5.5,229.4,1.3,-1.6,-2,3.3,346,-5.2,-2,5.7,27242
1596031200,5.5,229.4,-0.2,-1.3,-1.6,2.3,338,-1,-0.6,6.8,29247
1596034800,5.5,229.5,-1.7,0.8,-1,2.5,334,-1.4,-0.5,8.8,27440
1596038400,5.5,229.5,-1.9,1.8,-0.1,2.7,323,-1.9,0,10.3,17749
1596042000,5.5,229.6,-1.5,2,0,2.7,327,-2,-0.5,10.3,21053
1596045600,5.5,229.6,1.3,1,1.2,3.4,337,-2,-0.7,10.7,21937
1596049200,5.5,229.6,4.5,-1.6,2.7,5.6,351,-1.1,-0.7,6.1,29263
1596052800,5.5,229.7,3.8,-3.6,1.8,5.7,355,-1.9,-1.1,4.8,43044
1596056400,5.5,229.7,3.3,-2.2,2.5,4.9,361,-3.9,-3.6,5.2,56550
1596060000,5.5,229.8,2.6,-1.6,0.1,3.6,365,-3,-4.8,5.8,59997
1596063600,5.5,229.8,2.8,-2.4,-1.2,4.4,357,-3.3,-2.6,5.7,42884
1596067200,5.6,229.8,3.8,-3.3,0.4,5.1,350,-5.9,-0.4,6.6,30915
1596070800,5.6,229.9,3.5,-2.9,0.9,4.7,351,-4.6,-0.2,7.1,30089
1596074400,5.6,229.9,3.6,-2.2,1.3,4.5,349,-4.6,0.2,7.9,31793
1596078000,5.6,230,4.7,-3.1,0.2,5.8,350,-5.2,-0.2,7.8,34452
1596081600,5.6,230,2.8,-2.3,-1.1,4.3,342,-5,-0.7,12.6,36019
1596085200,5.6,230,2.9,0.3,-1.3,3.3,327,-5.7,0.7,18.2,21145
1596088800,5.6,230.1,3.4,0.4,-0.1,3.6,325,-5,-0.1,16,19276
1596092400,5.6,230.1,2.3,0.6,1.3,2.8,329,-3.8,-0.8,16.1,18146
1596096000,5.6,230.2,0.6,1.8,-1.1,3.1,329,-3,-0.7,13,25852
1596099600,5.6,230.2,-1.2,2.1,-2.3,3.5,334,-1.1,-0.6,9.9,30525
1596103200,5.6,230.2,-1,2.5,-0.5,2.9,332,-1.9,-0.6,8.7,29166
1596106800,5.6,230.3,0.3,2.2,0.2,2.4,316,-2.2,0.8,7.6,38865
1596110400,5.6,230.3,2,1.2,0.4,2.6,318,-1.4,0.4,7.2,37845
1596114000,5.6,230.4,2.4,0.9,1.3,3,318,-1,0.2,6.7,33210
1596117600,5.6,230.4,2.6,0.2,0.4,2.7,319,-0.4,-0.3,6.3,33553
1596121200,5.6,230.4,2.8,0.4,0.7,3,325,0.3,-0.4,5.4,30234
1596124800,5.6,230.5,2.8,0,1.2,3.1,329,0.7,-0.8,4.9,26195
1596128400,5.6,230.5,2.6,-0.3,1.1,2.9,329,0.9,-0.3,4.7,28186
1596132000,5.6,230.6,1.8,-1.3,0.6,2.5,327,0.6,-0.2,5,28856
1596135600,5.6,230.6,0.2,-1.9,-0.1,2.3,325,0.8,0.2,5.1,29536
1596139200,5.6,230.6,1,-1.8,-0.2,2.1,321,0.7,-0.1,4.8,29919
1596142800,5.6,230.7,1.2,-1.4,0.4,2.2,316,0.5,-0.5,4.6,26272
1596146400,5.6,230.7,0.4,-1.5,-0.6,1.9,312,0.8,-0.6,5,22428
1596150000,5.6,230.8,-0.5,-1.1,-0.7,1.4,315,0.1,-0.8,5.3,17676
1596153600,5.6,230.8,-1.1,-0.9,-0.9,1.7,316,0,-0.7,4.5,17178
1596157200,5.6,230.8,-1.9,0.3,-1,2.3,317,-0.4,-0.8,4,17480
1596160800,5.6,230.9,-1.6,0.5,-0.7,1.8,317,-1.4,-0.4,4.1,28929
1596164400,5.6,230.9,-2.4,1.6,-1.4,3.4,331,-4.7,1.6,8,34301
1596168000,5.6,231,-2.3,0.9,-1.4,3,330,-5.1,2.8,11.3,20245
1596171600,5.6,231,-2,1.8,-1,3.3,327,-4.7,2.7,10.2,19085
1596175200,5.6,231,0.2,2.6,1.2,3.5,326,-3.5,1.3,8.3,20156
1596178800,5.7,231.1,-1.6,1.3,0.1,2.3,331,-2.1,1.7,7.9,22334
1596182400,5.7,231.1,-0.8,0,-0.3,1.8,327,-2.7,1.7,8.4,33010
1596186000,5.7,231.2,0.8,-1.3,-0.1,3.2,345,-1.6,0.6,8.1,41128
1596189600,5.7,231.2,2,1,2.7,4,351,-2.3,0.7,7.5,32394
1596193200,5.7,231.2,1.2,-2.7,0.3,4.5,362,-1.7,1.4,6.6,40773
1596196800,5.7,231.3,-3.3,-1.9,-2.4,4.9,378,-1.3,-0.5,7.1,31470
1596200400,5.7,231.3,-4.5,-0.6,-2,5.1,382,-1.2,-0.6,7.5,31881
1596204000,5.7,231.4,1,-4.1,0.3,4.6,376,-1.8,-0.7,7.3,48207
1596207600,5.7,231.4,0.7,-3.9,-0.1,4.2,377,-1.1,-0.4,7.4,57722
1596211200,5.7,231.4,-0.3,-3.4,-1,4,378,-0.6,-0.3,7.6,54812
1596214800,5.7,231.5,-0.7,-3.9,-1.3,4.3,371,-0.9,0.3,7.6,50765
1596218400,5.7,231.5,0.9,-3.2,0.8,3.6,366,-1.1,0.5,6.7,51867
1596222000,5.7,231.5,0.9,-2.1,2.3,3.4,360,-1.1,0.4,6.8,53237
1596225600,5.7,231.6,2.8,-2.1,0.6,3.7,352,-0.4,0.1,6.6,47590
1596229200,5.7,231.6,3.6,-0.7,1.3,4,344,-0.8,-0.1,6.2,46134
1596232800,5.7,231.7,3.4,0.3,1.8,4,343,-0.6,-0.6,5.9,43931
1596236400,5.7,231.7,2.9,-0.8,2.2,3.9,345,-0.5,-0.3,5.9,44452
1596240000,5.7,231.7,2.9,-0.4,2.3,3.8,352,0.3,-1.4,5.7,42616
1596243600,5.7,231.8,1.6,-0.9,2.3,3.1,342,-0.9,-1.3,6.1,48783
1596247200,5.7,231.8,2.2,-0.3,1.8,3,342,-0.5,-2.1,5.7,43545
1596250800,5.7,231.9,2.3,0.1,1,2.6,337,-1,-2.3,5.8,42787
1596254400,5.7,231.9,2.4,-0.5,-0.2,2.5,333,-0.6,-2.4,5.3,42551
1596258000,5.7,231.9,1.4,-1.6,-1.6,3,338,-0.4,-2.1,4.6,40789
1596261600,5.7,232,-0.7,-1.7,-1.9,2.9,348,0.3,-1.5,4.7,34904
1596265200,5.7,232,2.7,-0.9,0.2,2.9,341,-1.7,-2.5,3.9,28080
1596268800,5.7,232.1,2.8,-0.9,-0.2,3,342,-1.5,-2.3,3.6,28712
1596272400,5.7,232.1,2.5,-1.2,-0.1,2.8,335,-1.7,-1.4,3.6,22457
1596276000,5.7,232.1,2.9,-1.5,-0.2,3.3,337,-2.3,-1.4,4.4,21803
1596279600,5.7,232.2,3.1,-0.7,-0.5,3.2,339,-2.3,-1.7,5.6,23029
1596283200,5.7,232.2,2.9,-0.7,-0.1,3,339,-1.8,-1.9,5.2,21053
1596286800,5.7,232.3,2.7,-0.4,-0.2,2.7,334,-1.8,-2.1,5,22043
1596290400,5.7,232.3,2.4,0.3,-0.9,2.6,332,-1.1,-1.7,5.9,22010
1596294000,5.8,232.3,2.1,-0.2,-0.7,2.4,331,-1,-0.9,7.2,23471
1596297600,5.8,232.4,1.5,0,-0.9,2,329,-0.2,-0.6,8,18101
1596301200,5.8,232.4,-0.9,0.9,-1.7,2.3,336,-0.1,-0.9,8.6,20226
1596304800,5.8,232.5,0.3,1.5,-0.8,2,332,-0.4,-1.1,10.4,19860
1596308400,5.8,232.5,-0.3,1.5,-0.9,2.2,333,-0.4,-0.5,10.1,20496
1596312000,5.8,232.5,-0.6,1.9,-1.3,2.8,328,0,-0.5,10.2,20516
1596315600,5.8,232.6,1.6,-0.7,0.8,2.1,326,-0.3,-0.2,8.8,27085
1596319200,5.8,232.6,1.2,-0.5,0.5,1.7,331,0.4,-0.2,10.2,22874
1596322800,5.8,232.7,0.4,0,1.2,1.7,326,0.4,0.3,11.4,20821
1596326400,5.8,232.7,2.1,-0.8,0.9,2.7,330,0,0,9.2,25992
1596330000,5.8,232.7,1.5,-1.3,-1.2,3,330,0.5,0,8.6,23977
1596333600,5.8,232.8,2.7,-0.8,1.1,3.1,322,-0.2,-0.3,7.6,23419
1596337200,5.8,232.8,2.5,-0.6,1.8,3.2,320,-0.3,-0.2,7.3,22594
1596340800,5.8,232.9,2.6,-0.9,0.8,2.9,319,0.2,0.4,7.1,21872
1596344400,5.8,232.9,3,-0.2,0.7,3.3,323,-0.7,0.1,8,23579
1596348000,5.8,232.9,2.6,1.1,-0.6,3.4,341,-1.7,0.9,12.7,42785
1596351600,5.8,233,5,0.2,2.5,5.8,347,-1.2,2.4,7.5,35903
1596355200,5.8,233,6,0.4,5.5,8.3,365,-2.3,2.5,8.7,38758
1596358800,5.8,233.1,3.6,-1.2,1.7,6.3,373,-3.7,2.8,16.6,72340
1596362400,5.8,233.1,2,-5.9,-0.1,7.4,376,-4.2,4.4,18.2,78924
1596366000,5.8,233.1,-3.5,-6.7,-5.1,9.8,383,-2.3,5.6,15.6,66403
1596369600,5.8,233.2,-5.3,-6.9,-5.6,10.9,378,-2.5,5,14.5,46347
1596373200,5.8,233.2,-0.4,-5.9,-1.8,10.3,394,-2,-0.3,10,99992
1596376800,5.8,233.3,0.7,-7.4,-5,9.9,419,-3.6,-3,6.5,135030
1596380400,5.8,233.3,3.9,-6.5,-2.2,8,444,-1.4,-0.4,6.5,156588
1596384000,5.8,233.3,5.2,-6.4,0.1,9.1,455,0,0.9,5.8,132538
1596387600,5.8,233.4,8.4,-3.5,2.1,10,462,0.3,-0.1,5.9,89860
1596391200,5.8,233.4,5.9,-3.3,4.6,8.9,476,0,-0.3,8,116087
1596394800,5.8,233.5,7.6,-0.6,2.6,8.3,467,0.9,-0.5,8,122188
1596398400,5.8,233.5,-2,-3.3,-2.5,8,475,0.9,-0.2,8.1,132979
1596402000,5.8,233.5,6.4,-1.5,1.6,8.2,505,1.8,-2.9,4.7,225443
1596405600,5.8,233.6,8,-1,1.6,8.5,516,1.9,-2.9,4.4,252764
1596409200,5.8,233.6,4.9,-6.6,-0.5,8.8,517,2.8,-3.1,6,258474
1596412800,5.9,233.7,1.9,-6.4,-2.9,8.6,515,2.5,-3.3,6.7,227991
1596416400,5.9,233.7,0.4,-3.1,-2.5,7.5,548,4.2,-1.9,9.6,258068
1596420000,5.9,233.7,0.4,-1.8,-4.5,7.1,549,3.2,-0.1,7.9,299767
1596423600,5.9,233.8,8.1,-0.6,3.4,9.6,569,2.9,-0.9,5.8,257533
1596427200,5.9,233.8,6.3,-2.3,2.3,8,606,1.6,-2.2,4.8,279238
1596430800,5.9,233.9,6.1,-4.8,1,8.5,607,1.5,0.3,4.4,253943
1596434400,5.9,233.9,7.2,-4,2.9,9.5,585,-1,-1.6,4,191460
1596438000,5.9,233.9,5.6,-4.9,0.7,9,591,1.6,-1.4,5.7,253825
1596441600,5.9,234,6.1,-3.8,1.8,8.6,581,1.9,-1.6,6.1,268339
1596445200,5.9,234,6.3,-1.3,0.9,7.4,589,1.6,-2.9,5.4,257729
1596448800,5.9,234.1,4,0.6,3.1,5.9,617,-1.5,-3.3,3.8,165683
1596452400,5.9,234.1,1.2,2.3,3.3,4.5,621,-1.8,-3.5,3.4,148404
1596456000,5.9,234.1,2.1,2.3,2.5,4.9,626,-1.1,-3.8,3.5,148173
1596459600,5.9,234.2,2.5,-0.2,3,5.2,631,-1.8,-2.3,3,171532
1596463200,5.9,234.2,2.3,-0.5,1,4.5,664,-1.1,-2,2.8,209391
1596466800,5.9,234.3,3.3,-3.3,-0.7,4.9,660,0.5,0,2.6,164797
1596470400,5.9,234.3,3.4,-1.2,-0.4,4.7,670,0.4,-1.5,2.9,200029
1596474000,5.9,234.3,3.9,-2.1,0.1,4.8,661,-0.2,-0.5,2.6,185255
1596477600,5.9,234.4,3.5,-2.1,0.9,4.5,659,-1.4,0.1,2.4,158570
1596481200,5.9,234.4,3.2,-2.4,0.1,4.8,659,-0.9,-0.2,2.3,154971
1596484800,5.9,234.5,2.5,-2.6,-1.3,4.6,659,0.4,-0.3,2.5,157317
1596488400,5.9,234.5,0.3,-4.1,-0.8,5.2,669,0,0.4,2.5,163587
1596492000,5.9,234.5,4.1,-1.4,0.8,4.9,636,-1.1,-1.3,2.2,180311
1596495600,5.9,234.6,3.1,-2.6,0.2,4.5,643,-0.5,-0.7,2.1,226305
1596499200,5.9,234.6,3,-0.6,0.6,3.8,675,0.2,-3.1,2.1,298162
