time,chi_squared,dn,dT_perp,dR,dVx,dVy,dVz
1600821102.211021,76.69796116234704,0.08291832509104687,15.72972772821462,0.4384125484437048,10.45379159170300,6.945718837352545,5.645965897099536
1600821214.059475,55.89077514361842,0.000000000000000,0.5556048008518832,0.1449440386921492,1.801113618071036,1.391789588720810,3.280193973079919
1600821549.604757,91.09376861028663,0.6337872603215245,14.29969945680563,0.2121466578955587,24.08848095975885,16.38469322424048,6.058410681915343
1600821773.301546,67.67152016171653,0.5584783210945471,10.85825529677690,-0.000000000000000,42.54742922341846,41.96187631942553,6.670573599633735
1600821885.150020,68.91325731873002,0.1424524201102741,4.301736302546708,0.1629566493681046,3.038969010511546,3.006190949605299,3.152826295076402
1600822220.695282,72.13828685867993,0.1087768140731261,35.10735741853270,0.9630642517673365,18.03105806917574,14.81574795947990,13.67468361212616
1600822332.543696,82.05078434398432,0.1388348979124295,25.83099982654062,0.7494375656270895,9.825711846593780,9.967383363815189,10.03802747094815
1600822444.392150,85.16688948689524,0.1328311221845723,8.270935325159188,0.1829412527342322,5.762679014902434,4.510109083755587,5.218711182898347
1600822556.240565,109.2798934383093,0.1137782766267010,7.989259070214667,0.1031791811934997,5.540284334043498,3.710166321050300,4.720462199272480
1600822668.088959,110.8577793415017,0.1545867759946022,14.63847879271565,0.1054340111936345,10.55685792667201,7.988617046693878,8.584746308128395
1600822779.937433,983.7760664478102,0.5310840367929838,4.017799578653391,0.09557868432940345,2.095808451914970,2.020049906183752,1.576933005137305
1600822891.785827,539.7300837218660,0.05705387032696971,5.248869060341826,0.04517466335958629,3.831193353976116,2.738045018841130,2.240959642647757
1600823003.634221,482.8511954768374,0.07401235422706832,6.093787703297513,0.03881823124969292,6.223001065745396,4.542983532048269,2.878121323396549
1600823115.482695,597.4277921206668,0.1551241830181234,7.555248174932843,0.09277247879683620,9.072978565777618,6.934840385361900,2.580611151837171
1600823227.331089,418.5774118758783,0.09798187207100094,7.498273831801505,0.06506136083741512,8.449062940274636,8.001358368062911,4.350310432273736
1600823339.179504,441.1818527752239,0.1770290093488980,9.958713876339701,0.08424134882051715,16.41389989478878,17.64447704526593,6.734201072328701
1600823451.027958,498.9036384344771,0.1169456366672615,6.894893217533212,0.1218925517410966,6.197113866027665,5.900052505464892,2.627205325001352
1600823562.876372,553.6584815044953,0.09146086330651507,8.017002315628522,0.2415585951433147,4.410913409254077,4.274967207270095,2.427903150770101
1600823674.724766,493.3813939744750,0.1316265894993888,5.740262841972262,0.06963657212054031,7.542887813349323,6.403842626523701,2.994487510469369
1600823786.573240,547.7753950057919,0.08069480715283173,5.659843442027205,0.2125831385982649,2.909700313813143,3.244990276868662,2.347860744894131
1600823898.421634,643.7768735508935,0.1002056091813492,8.799834292978042,0.05889911919618045,12.37701020613712,8.912062794941665,3.805076759497431
1600824010.270029,541.8183092823958,0.07150636565591349,6.801722582035099,0.1872569291791683,3.357952567817585,3.696841738253916,2.484960821815893
1600824122.118503,585.1716980294955,0.06463167300183995,6.029350111791501,0.06118262162449336,4.837275940309697,3.770474760202275,2.922464498191416
1600824233.966897,455.0138594881256,0.1852217240965847,11.46862162739733,0.07954025125492899,19.00176159805208,16.52990774513107,6.195295358649831
1600824345.815311,638.7187209977146,0.05241245268187545,3.448480768002790,0.05612003978367584,2.315086053002724,1.758174569314346,1.941186771509354
1600824457.663765,784.3890107025916,0.04761658491899387,4.049662718323146,0.07398885571586150,2.548481276621899,2.032534836350959,2.218903913766921
1600824569.512179,545.9143857526992,0.04203633586588568,4.605368180468488,0.04104131006011130,3.413648831269966,2.532991626059596,2.497141771951267
1600824681.360633,697.7484510844547,0.04534072452936096,4.611389971199610,0.09131906214762753,2.605066640244307,2.233569552724017,2.655068762626702
1600824793.209048,601.7013306465104,0.03531198969593202,5.976359231202085,0.03931077274413251,3.767223051721038,3.009051452559052,2.828934483103596
1600824905.057442,472.3084231814191,0.1472935989917368,11.60558273240247,0.08393643666946916,12.41879676242037,16.40471319818615,6.856946204184873
1600825016.905916,713.1928990442894,0.07301910802743104,7.027736949023381,0.05900593682032582,5.295305585352375,6.185885240463391,3.563228676424760
1600825128.754310,1064.901384550513,0.08205609262438876,5.777926297274615,0.07315157769866322,3.031908710078095,3.827101541249008,2.232978922402328
1600825240.602704,1003.778212390862,0.06004876157340899,6.042157611139014,0.03705555584274373,2.786453392249421,2.373541231214639,2.156949862011635
1600825352.451179,687.3577809700841,0.07415663724517089,7.187316150391601,0.06822058629123404,4.534578328620497,3.292188281412316,2.314035241329937
1600825464.299572,680.0670997634452,0.04777127936358734,4.688182792582318,0.03229303733963049,3.188833143286230,2.157674113233330,2.118753776545192
1600825576.147987,820.7449251371959,0.08037128004195294,7.252937127856870,0.05175131351842203,5.142180090348907,3.072814879066171,2.294997344516676
1600825687.996441,914.6104807242376,0.07924161591977488,7.679539267829288,0.07064833185972322,5.255822201388377,3.278913114587291,2.081775551389166
1600825799.844855,791.5469731017608,0.06758964868765668,6.573912509539778,0.04732544345628057,5.029488747816190,2.873409874312904,2.252574869038314
1600825911.693249,826.1352066812918,0.07583223486849819,8.669682126582096,0.06827483722188515,5.110772367085698,3.360515066419858,2.428264725180111
1600826023.541723,828.2383289865588,0.07701970731812051,7.090804028097128,0.06749971976070457,5.265539953674528,2.756469042317298,2.073886332507343
1600826135.390117,847.2163880837320,0.08224808069179684,7.668634203266606,0.08650652130767436,4.885199253375426,3.142279345994289,2.028674833393055
1600826247.238532,824.2798797958794,0.08517749484710788,7.426237070696479,0.08157710654078808,6.033399250992395,3.078484940518219,2.023497304282745
1600826359.086986,738.0106240409024,0.1037802058027397,7.275184510838177,0.05643041888760509,8.509075193967643,5.847716800252279,2.225945482207042
1600826470.935380,722.0164797177902,0.07117727027602387,7.424939370874394,0.05207980213092455,5.670821545113131,3.199166320331404,2.306388622178525
1600826582.783794,865.3020525046177,0.09548243359100221,7.071248657411542,0.05511101245942072,8.643140274263322,4.774904726320867,2.478173595264828
1600826694.632248,669.2130221894355,0.07385182515492410,7.382913478846018,0.04450219552097551,6.460301055987140,4.127793053969556,2.738020182349910
1600826806.480662,553.5523152361676,0.09368618207180877,6.462766193735522,0.05338462151934269,8.512935514755309,6.480818820964423,3.044523655504628
1600826918.329057,448.3207167907259,0.08284236005661956,9.297886435237734,0.08772473270913370,8.347665041028748,7.744010026221686,3.023538641522639
1600827030.177531,542.8017382114290,0.09015732227258805,10.35170774738135,0.1014587339718326,8.667373295776645,10.59118438694948,3.026130106181435
1600827142.025925,718.8831120181401,0.1015037368321826,7.546636682440955,0.05716981243824493,7.417129407900069,6.535457741542176,3.089836833635331
1600827253.874339,583.7256465749051,0.05462628355255058,7.300637201244862,0.05176913325144563,5.592181203358464,3.992354183552091,2.902169874252087
1600827365.722793,456.6673999452419,0.07345214920681298,8.450036657681849,0.08272954064880014,7.507781011941117,7.649766540479477,2.839733743817124
1600827477.571207,368.7577145705571,0.03846623218916518,9.955456635618042,0.1299582501962150,4.369111458940083,6.412163054846078,3.097434944832435
1600827589.419661,404.6006572654017,0.03957528778708974,7.938518702849068,0.1147191535033060,4.235168325134920,6.401775881766514,2.813831141671830
1600827701.268055,411.8024781576837,0.04352689550902098,8.266143997517302,0.09559308812692123,4.230866774995877,5.465883981522872,3.043097587139112
1600827813.116470,709.4827459413406,0.1188287679983648,7.578873210257906,0.07102977914399757,7.811181480974234,9.643760922945573,3.366278035320097
1600827924.964924,958.3351159618019,0.04904338313031031,7.689579298816431,0.04873046358998998,3.405165894823873,2.974051276612971,2.671163614102146
1600828036.813338,1952.589931328195,0.03694137754641017,4.562300667386311,0.03489538065802506,2.137294184226630,1.662646851715516,1.900806074998169
1600828148.661732,1016.584891050739,0.04704973946837149,7.915422614651852,0.06876822019634958,3.089058416496627,2.726536873188621,2.342452429987826
1600828260.510206,779.4434221751351,0.05613751080048713,7.419597447591183,0.04668783255571829,3.234747813811628,3.201236327248048,2.654556028129292
1600828372.358600,618.6311037491473,0.06084807155911894,7.369586728479625,0.05901312294598388,5.054459890373468,3.795704638166992,2.666122865047071
1600828484.207015,725.3318102328085,0.06761356440227338,6.972785232418962,0.04698830127174913,5.042244741408506,4.505140811807099,2.873836605637706
1600828596.055469,862.5817646148682,0.06300296236143806,6.772991920823147,0.05639552617616570,5.408698518073173,4.095659683201394,2.629734157531862
1600828707.903863,826.2063088386868,0.06937790865123926,7.931438131993210,0.05458910356955549,5.008405046604354,3.973034519736040,2.817977513519300
1600828819.752277,620.1050302301092,0.05121929065676428,8.226826413626737,0.05499256843349959,3.464235977998156,3.435425179095867,2.810922921748670
1600828931.600731,1033.848198350560,0.06162935048839768,8.339083143341719,0.05642193363214470,3.534392879349968,4.435955585847635,3.135506267606134
1600829043.449145,869.7785876275569,0.04888815223831859,7.152429226168777,0.05192156587398945,3.026463250283709,2.627323081814737,2.207952685005630
1600829155.297539,777.5087783374646,0.03866230539269362,5.580728737832227,0.03900504120159207,2.760206302663554,2.368713562581804,2.213656470146731
1600829267.146013,650.8879036190715,0.05285022423454872,8.190072745523919,0.07244040825023014,4.122003927241780,4.833638814222931,2.854666358786254
1600829378.994408,596.1973267148713,0.06562682098605750,7.471122512844509,0.06207616187827621,5.538918230634023,6.370569636256107,3.072290629778380
1600829490.842822,690.8696982469593,0.05734538162680062,9.289684793490810,0.08371560612310512,5.643319556824943,6.649009250583036,3.244100386453545
1600829602.691276,666.8463768696311,0.06292107098431719,7.949580449381055,0.06744650463473645,5.284305483390344,5.725109399510528,2.884464437108760
1600829714.539690,514.2761941956110,0.1640144063963352,8.283644275092389,0.05928681687365561,13.79597546141820,13.06528082950772,3.577276611199421
1600829826.388144,631.2963354598078,0.09546832512274024,9.877250374424209,0.08898089149014003,7.832815922601121,8.471587284954166,3.110882479874558
1600829938.236538,702.0605957432341,0.1632955028444250,7.093553492526834,0.05224529340197803,11.80412544564452,10.64643389775897,2.753268684958771
1600830050.084953,978.0192581345100,0.06890218148493650,7.575482701854541,0.06177407931124328,3.965305917285215,4.693269267917962,2.776316365543499
1600830161.933407,1259.140306398457,0.05930446680925798,9.136465368141563,0.09298536724600995,4.998938757910793,3.234997832486428,2.325594229004718
1600830273.781821,1163.189262992891,0.05258612236468314,7.100767789677416,0.08231159888243651,3.187878968386607,2.917510756751907,2.125807670693741
1600830385.630215,1190.953345766611,0.04889887722746423,6.815402572519407,0.04529441062049528,2.650154461781381,2.210128499653404,2.028711432001116
1600830497.478689,954.0247823083110,0.05385024456166632,9.547178451046216,0.07258067102131317,4.303072403648315,3.743640569738428,2.653832366526440
1600830609.327083,965.6765936174768,0.04819852811605362,7.998631676655485,0.04798435680256824,3.531811321106501,3.063795452920565,2.770745312138833
1600830721.175498,1281.300492760971,0.05024107437133758,7.331423910130588,0.05636505075248373,2.920432467281803,2.512460523639701,2.138325326894236
1600830833.023952,1237.842421594268,0.05251839857367613,8.203804151140748,0.05845086662970123,3.313937116579193,3.041363975264230,2.302795223801985
1600830944.872366,1021.528190315635,0.05368015702539430,8.213183499259623,0.06768911569158530,3.322877323733107,3.237770146341777,2.320535321311230
1600831056.720760,1904.510988277775,0.04320597948040975,6.090797477797111,0.06907065377961170,2.656928937492326,2.424154290785196,1.913041346774860
1600831168.569214,1327.276760482398,0.04442568498442833,7.116597642316233,0.07258988960838511,3.065250080484703,2.650709493920823,2.107656434134102
1600831280.417628,1131.007483746863,0.04866781223855138,8.041395707298390,0.07549369030105130,3.885182365576950,3.094147995041440,2.328144907195447
1600831392.266022,1291.976770190665,0.04680438165073848,8.102336066945744,0.07592370591260454,3.489885996240502,3.004665340349178,2.433876817676243
1600831504.114496,1300.800019221638,0.05442715244032604,7.647799379700509,0.09320363811701741,3.494842577849031,3.190153879246518,2.206746010346112
1600831615.962891,987.3731574307536,0.05675269499111734,7.790907153127243,0.06266026967901053,4.671360332576490,3.087675561870243,2.608079759639856
1600831727.811305,981.3636846523675,0.05378972718723643,9.878935977556988,0.07247004221764208,4.130087029406937,4.001514386179104,2.589528195284326
1600831839.659759,809.6626650345346,0.05278327432697074,10.04107595361873,0.07001274031766072,4.501133939938456,3.647622469776595,3.063967920761882
1600831951.508173,683.5106730877338,0.06051374834625786,9.929476340610856,0.06573842080915970,4.291205165594822,3.859187724549787,3.045229901853672
1600832063.356627,774.1628887916823,0.05015079019666600,10.08571317432643,0.09431762069465853,4.354916163885735,4.691515850104433,3.108359575723962
1600832175.205021,582.1042334918999,0.04930774751618064,8.670380222911273,0.05407792924054943,6.072095676664845,4.296785191103840,3.247622420205348
1600832287.053436,610.0258001529323,0.2340666701013759,8.892354467496443,0.06152638843344981,13.84831897894302,15.05159682643559,3.758105159930926
1600832398.901890,843.8615631275281,0.08206912262467417,7.881981726792447,0.06241385523029569,7.702348831489509,6.311982661498640,3.059363315571654
1600832510.750304,998.0497013301414,0.07171934141768825,10.19070345950609,0.08191030101927978,6.337236410370099,3.775638004074410,2.644317096773532
1600832622.598698,908.9101363386347,0.04675412905134893,8.408280334043571,0.04682202188373730,4.951724926145953,3.157812168573378,2.991320476868847
1600832734.447172,796.8902758068474,0.05814262863124037,10.93298930806762,0.06081053773889144,5.141701229758132,4.245899826636658,3.065797088728653
1600832846.295566,570.4449968018631,0.04834870653642438,9.337753962542083,0.05460149569645766,4.585359630955223,3.847031411287764,3.285018444110345
1600832958.143981,875.8451415705612,0.07987311075815251,8.906835790241061,0.06069606959877157,6.413133356441063,4.450283573365076,3.304430817322406
1600833069.992435,765.6140553021669,0.03439293179704026,7.841844916724146,0.04617236643969171,3.225898123050474,2.869836136413698,2.963548196593977
1600833181.840849,812.8834737498947,0.03327792085451844,7.212746005924704,0.04005409014672848,3.739490491752645,3.312930743223042,3.436612835908531
1600833293.689243,670.2408575448575,0.03556841707497557,7.933545136116719,0.04446162800754153,4.136433476232138,3.262330912278683,3.125098684307341
1600833405.537697,567.4085360546400,0.07421923106029064,8.840087168329751,0.05972747724755780,6.966239008399296,6.840861896245212,3.746909494288740
1600833517.386111,590.0944888969112,0.03337139099386430,9.667996660564025,0.1009207326735291,4.014033595440367,3.772233968562020,3.023183394703323
1600833629.234505,479.7801936585419,0.05720695800980294,9.094862546217078,0.09981500822592529,8.479278960898784,6.513809571452160,2.977716928180372
1600833741.082980,884.9049198306910,0.07182507171072509,8.840970201753585,0.08434435448787315,7.475505769142146,4.582132037235635,2.620784107117275
1600833852.931374,689.5283760333417,0.04183454492541997,11.42409300093922,0.1203255006377956,5.581624074179367,4.490698255150726,3.279621701431181
1600833964.779848,893.1177816017763,0.04562520516074704,10.41092460936385,0.1219351360716432,4.749174026613974,3.868420008037070,2.728181451049232
1600834076.628242,601.0641072804531,0.03245167799734917,7.284635691876372,0.03878872341221392,3.500837353473347,2.748813310735009,2.916467243538302
1600834188.476656,1470.056465590426,0.04927944184885589,7.769879594962197,0.06131757436092434,3.660923891917040,3.425626179033736,2.637618264163381
1600834300.325110,1551.592281826350,0.05364271395444695,7.297132442347572,0.07657705399206093,3.208200413277567,3.090568247054682,2.120608624338621
1600834412.173524,834.2772612403512,0.05177305856193271,11.54414125080478,0.08312830848651399,5.976097776625912,4.283265813807514,3.038858689314943
1600834524.021919,1048.394573925919,0.06304641467645812,8.333232389810666,0.05880192003032866,6.052119251702279,4.920166309649497,3.528360405323449
1600834635.870373,1085.840708609881,0.04138073204278275,10.50769891984040,0.07661933882185375,4.095731923889280,3.899991170579078,2.930589914474461
1600834747.718787,784.8213359518694,0.05609713337050598,13.78356391162919,0.1256196652667004,7.275925271325264,4.537091364561813,3.201545806381885
1600834859.567181,1300.607110910174,0.09363329658092724,7.331526359744242,0.06800927697273239,7.447442313512810,4.961402718275951,2.443404268220156
1600834971.415655,1235.790962769896,0.04430191889723373,9.620176898371977,0.1148814858127421,3.601330103153677,3.553989214570068,2.592894972174969
1600835083.264049,946.7449745686523,0.03794851662175704,10.89859774312335,0.08925208812826009,4.256360596218834,3.708468882406518,3.100394096148186
1600835195.112463,1071.878197566608,0.1052360324059102,8.485918097555203,0.07768619983315321,8.483450762786809,5.680065441912584,2.584359103970059
1600835306.960917,1332.535401566120,0.04342970915929052,8.721048823179782,0.06374481117808048,3.657860780176995,3.184838424491750,2.806151558601937
1600835418.809332,1606.124632024995,0.04696434267305805,10.55766111451855,0.08288449770602467,3.990097390848448,3.594941783197615,2.763152393888425
1600835530.657726,997.1189446723959,0.04166175288518446,10.62313563374440,0.06021697104435015,4.440244202623060,4.100471241405566,3.450590905351682
1600835642.506200,964.3604348366754,0.04658981410579682,11.07654562166191,0.09581676955296529,4.029327671225826,4.108145175175514,2.880714431405452
1600835754.354594,819.4421274777505,0.03792113426799888,10.92983950968885,0.07338492340719319,3.983195497873558,3.356621851418917,2.728876629143031
1600835866.203048,1268.909411575479,0.04971092195566126,8.094216495705748,0.08279736012047038,3.545099612472420,4.167538326945725,2.688145874544296
1600835978.051463,1041.667147760648,0.03489577893140122,9.264502650891217,0.05580280735650753,3.595858865534686,3.168265681114096,2.923818930012822
1600836089.899857,1002.382458609104,0.03462733245213570,11.52687197043801,0.06706333960622451,4.566356986508620,3.976773931710155,3.273248636652697
1600836201.748331,1124.412518493051,0.03867232669358225,8.907796249374517,0.06074510704001750,3.535810534827695,2.949892926275798,2.633387313530538
1600836313.596725,911.8255091692920,0.04058061900958695,9.659429091088501,0.05152072019059392,4.328541155684098,3.687074440288704,3.140241392996999
1600836425.445139,1286.804373066860,0.04195801462042580,11.03678898491325,0.07309294450992138,4.169876374055253,3.609476949793845,3.258850785053831
1600836537.293593,1265.638926367651,0.04402546373047213,10.11092495379132,0.08618142630062293,4.082180290534012,3.702630255842565,2.848299156819307
1600836649.142007,1027.358496033989,0.04239393719003312,11.79256708120944,0.08113412451159442,4.496558408265526,3.957074534709659,3.300489576249495
1600836760.990402,1073.049357417176,0.03697890863577157,9.804591995875558,0.04799173746543271,4.024878840524507,3.316829058927531,3.236846108533827
1600836872.838856,973.6969191262249,0.05291040567182026,13.13591697323839,0.08067969260211795,6.737698969976535,4.803944560513282,3.969906354058830
1600836984.687270,1171.358841781225,0.04174379065172169,12.53213794692219,0.09237190588674520,5.401273199276915,4.254411309401504,3.743078296233012
1600837096.535664,949.7026880415128,0.04056988208691082,12.61127389545618,0.1013318196435656,4.613640249654289,4.377726073585345,3.254629210926337
1600837208.384138,1161.056185763861,0.04920500473899339,12.35120105492510,0.1147811730967047,7.334208883877086,4.152652011921088,3.084502829857502
1600837320.232532,1210.838569939661,0.04235479924421841,11.53266725020137,0.08975654723592907,4.354820030368278,3.938397138879999,2.975921310588761
1600837432.080946,883.9118303534731,0.03871316546981402,11.10570422118101,0.1015821112553468,4.450742818680928,3.929611205752465,2.996066045094699
1600837543.929400,870.5066187409823,0.05166956167871051,9.944304793533577,0.07986066039238773,5.700372033195623,3.814655318887592,2.678317958919345
1600837655.777815,898.5535427037489,0.04493463537569437,13.00265089733518,0.08935203004263671,4.961770494701257,4.465140708447556,3.365652544187630
1600837767.626269,1074.825570550195,0.04662684166016513,13.01271341326812,0.07701698720106294,4.880297565794462,4.429696194942484,3.483412173800584
1600837879.474683,1563.903529587998,0.05360263938218185,9.584879099939704,0.07258162649603692,4.621849440709133,3.422066106628612,3.009857129180110
1600837991.323077,1527.385718710487,0.03963028214503826,8.754156008320242,0.06164981469777275,3.747689880950315,3.574033245421767,2.674283884807575
1600838103.171531,1269.839828998169,0.04368326349457349,11.13982035525994,0.1021544906790819,4.255688280785431,3.826795185354066,2.785213998299249
1600838215.019945,1425.668382144178,0.04202778442058214,9.477511726600005,0.09048385489330726,4.368647610451146,3.706621571371036,2.743061512552237
1600838326.868340,1107.056710474674,0.05006846112015483,13.76222598634709,0.09660951696154990,4.483159883436131,4.344124242040132,2.720149524678913
1600838438.716814,601.2976539007637,0.04782125095872119,9.357559385869905,0.06586866790967982,5.393608713970035,4.075330138168861,2.934106392424578
1600838550.565208,742.9884569476784,0.08150238454661828,8.035230453259029,0.05953877098611340,8.657730948850746,7.227371317991493,2.703222968233987
1600838662.413622,662.8455507140860,0.07544576637260801,9.208703487502177,0.06074407577474786,7.940208301768064,5.623215887206039,2.708602970689467
1600838774.262076,1081.003342264060,0.07855549956471411,7.805203175667823,0.05349177275032654,6.253080418821511,4.082920971411342,2.525464923763616
1600838886.110490,776.3706071710099,0.03358999072741511,6.474340477529775,0.03391648954550993,3.525423955354175,2.720988013434916,2.616374407244009
1600838997.958885,996.8402161972055,0.04372647228424413,9.044949828856703,0.06151776097621960,3.607758680728296,3.617600275862605,2.843257460146576
1600839109.807359,1242.598104623588,0.04478832310898393,9.628832519725718,0.09719069338260920,4.214777909460522,3.685502988023425,2.769175650592452
1600839221.655753,1609.327272594507,0.04511698024803360,7.205220956912669,0.1548648756051234,3.280293928416766,2.354188013967345,2.170348619070436
1600839333.504207,1552.920058321117,0.04393002745843758,7.862513590022240,0.1116305512604117,3.538492510099665,2.686173990499546,2.289191784135178
1600839445.352621,1565.094572713700,0.04457586282774240,9.229508137621403,0.1226049542802482,3.856837947997286,3.071567929157865,2.595557280488522
1600839557.201015,1457.495103188041,0.04196206162548006,9.179210529834762,0.1027772975084557,4.496300792903986,3.495734472420569,2.587898488358308
1600839669.049489,984.8746345586470,0.04359897494745914,11.74894890496621,0.09622903249463435,5.101271355474673,4.358387401759936,3.099775866772903
1600839780.897884,893.8546334822387,0.05628414701493682,10.38155675006465,0.06092336429268944,6.680219853593425,7.027776836226595,3.658962591611468
1600839892.746298,683.4884839607899,0.03768344203384769,10.09269529320717,0.07914068642600702,4.041525503663160,5.587531720945717,3.228399021051308
1600840004.594752,563.2887534157769,0.04880058243004233,10.45614055007794,0.1000953092816827,5.573864926887698,6.351642465444544,2.890085210394022
1600840116.443166,610.6450863508817,0.09743064970871622,9.494284099687992,0.07421731852629428,9.731409394627866,9.106288972601314,2.697706758371269
1600840228.291560,741.5488129053882,0.05933666754875332,9.549570037192366,0.05600210702186852,9.124622552577199,5.144708171132371,2.695139279170080
1600840340.140014,862.0232730629601,0.07213800658215913,10.76638537148254,0.07030509174104736,9.227889998873513,5.127911663342596,2.732366702474766
1600840451.988429,814.9067660671710,0.05144042275137915,10.61515654185044,0.09756395792529647,6.928483241518764,4.756295480105891,2.880705298509468
1600840563.836823,1088.554012873198,0.04058478181859741,9.695765660060417,0.06130083556501746,4.607639857541363,3.431571606666359,2.783434563496925
1600840675.685297,805.0447433078792,0.03858468231114735,12.06105220817932,0.08672938866075293,5.353638750090996,4.006485846013963,3.008110380255236
1600840787.533691,682.3018786985999,0.03832379576167613,13.83626735316050,0.1193537787573412,5.657239104246839,6.194197890252573,3.729574673607788
1600840899.382105,621.8049512062926,0.04426689296644066,13.31003623514963,0.09865271969333324,4.677569391508372,4.974395825279236,3.591958255585098
1600841011.230559,809.7393807458544,0.07387421920678740,11.01606595963466,0.07573152131141531,7.862300631216500,5.107680046072632,3.364565594084838
1600841123.078973,831.3466843030970,0.04851725530447307,10.63002755034167,0.05205656220120593,4.708970730060702,3.963463043557192,3.412561210009144
1600841234.927428,1009.047729740553,0.03904458600982039,13.62246223746486,0.08818330488234707,4.526321705189825,4.218078232699003,3.192111751424798
1600841346.775842,1298.317575106710,0.03868741443963221,10.46764157210488,0.04931754391771953,3.788907213831473,3.415451620280253,3.167322825227561
1600841458.624236,1614.656912986955,0.04099981978039525,11.17857463941929,0.08985764318114590,4.181410066605469,3.890443161074871,3.091720955626301
1600841570.472690,1510.889600131233,0.03489518217986734,10.64005395425398,0.07788432702306995,4.259413619820315,3.825393931175306,3.080678000702829
1600841682.321104,1871.031332295518,0.04764354164051577,9.880165432650506,0.1118238960089007,3.903887194431594,3.533401828199092,2.567893273033488
1600841794.169498,1300.747731653286,0.03603170148653070,10.68210284380933,0.1941375558425671,4.431650042579572,2.469262561314256,2.878314199540458
1600841906.017972,1466.726183696532,0.04288275385033514,12.01043844263157,0.08434570353817272,4.432613248919746,4.293988232804034,3.019318747764808
1600842017.866366,1706.393391197981,0.04291951156291809,10.76219132218687,0.1783723111164633,4.194362904883280,3.097190790200054,2.881616627482127
1600842129.714781,1228.741638285241,0.03877499062096423,13.46776355747462,0.06842717019270239,4.738598064943819,4.102548872667932,3.360855250221177
1600842241.563235,1174.702992023336,0.04080181575652451,15.02620252762983,0.07616588366217468,4.893869827963009,4.896200014588031,3.716141791528053
1600842353.411649,1566.269896536533,0.03234259042597378,11.08774268892915,0.1523768888084316,3.683048635048443,3.699062488504631,2.968041093025480
1600842465.260043,1036.520638281710,0.03271670225261781,9.970638659284614,0.1155626978163640,3.990448427346556,3.457098346613285,2.811742444028728
1600842577.108517,888.6478619119885,0.03863662524177140,9.717443201899535,0.08135970724103030,4.820752922378322,5.059301378476298,3.963061806992460
1600842688.956912,902.7104479610887,0.04632007859746427,10.62096133421443,0.07203074433190175,4.787623023635749,5.136411891107951,3.587352315360658
1600842800.805305,647.4452070509263,0.03943291784708324,11.78747552763357,0.07733840179016235,5.512349003602298,5.065035475484502,3.751850435025816
1600842912.653780,900.9737323457570,0.05224215701063259,11.43866748918595,0.09985689249951686,7.851804578137532,6.339576432927132,3.148827415914247
1600843024.502174,968.0939974402329,0.03974697836710042,7.320962304205402,0.03487828799844881,4.007871769341993,2.938565999672116,3.173825538817129
1600843136.350588,974.7216403206883,0.04425972374576360,10.54146862975876,0.05122410166304832,5.532270816254306,3.689960550222404,3.422901616699699
1600843248.199042,1157.394040325831,0.03063751474844103,8.802175905894488,0.05096218589012926,4.320067825413881,3.117201414116753,3.045990091539455
