time,np1,np2,vp1_x,vp1_y,vp1_z,B_inst_x,B_inst_y,B_inst_z,vdrift,Tperp1,Tperp2,Trat1,Trat2
1600822891.785827,79.38669561338327,52.89863733765215,-322.6805034711711,70.02659601103257,14.88400254873755,-48.0939,28.4594,17.5555,-91.67012675974807,18.31609753510877,16.51963600168738,0.6505810128743299,1.992359182278715
1600823003.634221,70.58420695862914,40.30147224311953,-327.9685492606382,70.27872299414159,15.96254562998024,-45.6939,33.2304,19.2393,-98.26721439786557,19.05910757014005,21.12091380889867,0.6707701777523580,2.518090341684010
1600823115.482695,63.83771759033288,37.73757532774242,-323.7514298303014,68.85501894269217,5.773406162810669,-46.2714,32.0916,22.6162,-84.39146828629848,17.63642807002811,23.60637737885652,0.4857857885621602,2.659896148101195
1600823227.331089,62.15303345939994,31.15703597879676,-326.5157674181644,66.37599218733062,17.73368797622154,-45.7066,37.5906,16.8861,-95.39759324895626,19.78641617278698,24.65832255926670,0.5483243560542879,2.447315876803389
1600823339.179504,55.95096089930720,36.19460131498553,-330.7840880386552,68.68576023734016,14.28241614281329,-45.6523,38.1408,16.5949,-96.73260742987125,19.51368396491669,27.43177053150738,0.5896290890386122,2.886031226009542
1600823451.027958,66.26136642838352,46.06604820426532,-316.2509528547450,60.21629344974276,15.71927714392134,-50.5001,33.9746,8.20590,-80.57406223184158,19.50933529232742,26.38893165556574,0.4719081372290092,3.114601466214151
1600823562.876372,56.44968247631193,49.26926111355645,-256.8974919151556,18.74554916320416,-1.638121979449649,-48.7477,34.0864,18.1582,94.15198606028561,23.78391087142314,17.79201584000592,2.259104557653168,0.4911588465495217
1600823674.724766,43.79005227655554,56.14367517136287,-341.1595372238049,77.94434792551141,15.36215759471910,-48.2606,36.8176,16.9007,-103.5578492091902,19.19735456629015,24.25976842985398,0.6299382845715713,2.006493304758292
1600823786.573240,39.70155485565736,60.14138044210109,-340.3961765350035,79.35604424571031,20.74596711254573,-49.5281,36.7648,15.6061,-105.5178977235781,19.54037892103468,23.27315120230236,0.6482333634735036,1.819528537495626
1600823898.421634,39.47106024188855,71.63436744967476,-346.0465813891198,82.10465180752018,12.99645961077071,-51.9223,34.6015,14.7957,-108.1725106483866,18.18836237944538,21.21708379431027,0.6454309377029340,1.841637989415017
1600824010.270029,69.17896338151259,47.32407978952232,-256.2321974894670,26.61324719735715,-14.79504797198808,-51.0311,32.8228,19.8347,92.64450160503134,21.36767246430308,17.22234487379191,2.048864439528318,0.5096200051959658
1600824122.118503,65.53422932958570,51.29739344084038,-256.2156675374533,31.29331877611997,-18.97022859400906,-50.9305,30.8204,20.9076,92.37206300470586,19.82023686235377,18.42583887101654,1.874294541521400,0.5801579435101677
1600824233.966897,47.92312497303683,42.28440174699335,-339.8810028849098,78.98353633109905,15.93306526160645,-44.9101,43.0592,9.28156,-99.70807771141233,20.72163677898377,25.49688573539271,0.7691914431031132,2.375175731211778
1600824345.815311,28.59553799314355,120.4562788928632,-354.2839693205690,83.50084814229491,48.73674671709175,-54.4033,20.9632,23.8850,-116.9017681091773,16.54567831046197,14.15875612206713,0.7383204029645857,0.9855842920694337
1600824457.663765,36.67718902902645,125.9509632386101,-360.1954991181155,82.09522126685555,22.73988710748053,-51.2664,20.7757,31.5715,-114.1520620942553,18.84551930605725,15.59992391630362,0.8837390118476490,1.172495139875003
1600824569.512179,72.51930601135140,46.67469236261073,-259.7067714066757,40.25317753474729,-38.64081354988056,-49.0932,31.5083,29.1039,112.6316972439465,15.97931960051535,18.60446063501064,1.304483920105121,0.7422979181195672
1600824681.360633,75.67175434291084,63.78655070637648,-263.9020528339075,34.17586079867282,-41.06243909941932,-45.4075,28.7037,34.8834,80.03100528893141,22.16395912279365,16.70486206383462,2.114563863703603,0.4122533837519677
