time,na,va_x,va_y,va_z,B_inst_x,B_inst_y,B_inst_z,Ta_perp,Trat
1600819200.787800,1.677464855654196,-293.0895492377141,64.77647572271307,-6.658938693651089,-36.8953,-14.2499,27.7259,45.12891086965183,0.6725622316525102
1600819312.636274,1.484041167755782,-281.5827964305990,66.01025474052156,-18.11645199059107,-44.2328,-28.3696,26.6682,30.94525847527945,1.300195988950434
1600819424.484668,1.741757522537046,-292.0412931608434,68.09771050704443,-5.631285991546518,-44.6018,-18.0947,33.1415,68.50670923032938,1.122763488622668
1600819536.333063,1.557582296832320,-300.4235298088392,69.30646879356750,-8.911702840578460,-44.9136,-8.95307,37.2029,58.57360284388909,0.7057393219085447
1600819648.181537,1.357699612757980,-305.6511854923442,73.36989927853369,-12.25231898247432,-45.8888,-5.39238,36.3773,50.77054823778211,0.5269391009123175
1600819760.029931,1.277790548801202,-303.0513946039230,72.89011980125811,-18.94325520516279,-45.6236,-6.48994,41.3695,47.01016129448089,0.5672237109211974
1600819871.878345,1.888797523990194,-285.0762701773138,77.13915747038594,-12.15621099503605,-46.6917,-23.0655,30.7028,61.57097345035370,1.053754163774303
1600819983.726799,1.737978399212724,-302.8523886631636,81.45141356929754,4.633257330165648,-36.6288,-38.3422,15.9243,82.12516793810003,1.064094120816817
1600820095.575213,1.856145311537262,-289.2850616679552,79.97049315430959,-0.04869164556626494,-42.0284,-36.5777,18.6594,71.49871685658951,1.385230912029326
1600820207.423667,1.750909884525176,-285.9138563741732,71.90379925600098,-13.35456446652050,-46.1552,-16.1135,35.3684,82.31126981627779,1.801439852343362
1600820319.272082,1.783390671295274,-298.5321115907201,77.03188570992423,-5.043195313686577,-42.1719,-24.3228,30.2930,88.91162489445341,1.109848627092359
1600820431.120476,2.111797053186626,-316.8180699020245,81.87294711114284,2.553539519556582,-30.6126,-35.6814,25.1777,102.9946448924454,1.100419472519021
1600820542.968950,1.331729947781175,-302.0017870082901,67.32504415540197,11.28222814749869,-45.0730,10.8706,14.8732,109.8349557556496,1.426738531764532
1600820654.817344,0.9024551056217371,-272.5344301438448,10.23624568373326,25.13698461148984,-33.2562,51.2604,-6.72237,87.73903095073420,0.3859370045201068
1600820766.665738,0.7784144447224103,-277.7815287564642,19.08921809787939,28.47988523160208,-38.5192,49.7627,-1.71206,107.9017782740448,0.5340978917819278
1600820878.514212,1.086573027484059,-263.4325666211779,14.22112906970737,18.94045804402667,-41.6427,47.3667,1.17961,102.6795478409468,0.4027749032266916
1600820990.362607,0.2730723930604440,-238.0876419737598,43.93400692813541,12.78831122821129,-42.8549,45.1211,12.6182,45.88083193768256,0.9417562206765882
1600821102.211021,0.3055568940217958,-314.7597386700182,62.29392454360205,6.923080573609663,-39.8196,48.5577,2.30630,34.10697229509598,0.9070360250606848
1600821214.059475,4.448226451873779,-351.6233622662529,69.52961925960737,65.82551507533718,-22.7661,55.8151,-4.91160,7.185525514920001,1.152606255296264
1600821549.604757,1.322197260369448,-250.0184988407881,34.03012604116422,12.80649107941880,-42.7370,40.7139,-9.37118,69.91484969719841,0.4501483211063414
1600821773.301546,0.7591456553097928,-247.0222962092315,5.897512345062479,16.06617758426331,-41.0861,49.7679,1.67907,34.62501299398422,0.1000000014901161
1600821885.150020,1.465847524541275,-248.2204207337007,53.01148066165049,15.13637081543154,-42.0467,47.0949,12.0659,33.35482252498008,0.8710874423346801
1600822220.695282,0.2414500717982745,-301.9585628067738,62.44007988475225,12.15228648553684,-33.7572,42.0958,38.4539,75.40852833455608,1.407138463335057
1600822332.543696,0.5692252446296233,-293.5981375293975,54.50484011105510,-34.48474619369512,-31.8403,33.7551,47.3050,91.48195756191305,1.768546709354157
1600822444.392150,0.9515931380866384,-288.9196535367939,64.02547310241692,-28.84122868958781,-28.9992,23.6500,52.5023,50.56087727877049,0.7581397265364067
1600822556.240565,0.9737941394254851,-324.2459063215773,70.12771312240091,-14.77644858210222,-24.2804,9.04023,48.3605,45.24160352716995,0.4438699815560214
1600822668.088959,0.8230324325391795,-308.8328994925430,63.75778760210515,-15.55716381594883,-32.3239,32.6178,24.3531,70.41925598247721,0.3614162473315710
1600822779.937433,12.63047858033490,-275.4718411169629,59.57313910547188,-1.521399946549845,-46.2070,10.5430,32.1803,97.21229536045840,1.194868222896546
1600822891.785827,0.9534059729260292,-293.5836541015422,60.43658880197913,-7.614757071568413,-48.0939,28.4594,17.5555,98.26868886476102,0.5345248840953719
1600823003.634221,0.8541763656888853,-284.4337673895030,46.84669205233456,-13.96860985524756,-45.6939,33.2304,19.2393,102.1063772104744,0.3840476827981956
1600823115.482695,1.064680332519051,-264.9194699396904,23.35217081642653,-2.213078196927618,-46.2714,32.0916,22.6162,111.5790914010530,0.5442875013204005
1600823227.331089,0.6802626730728375,-277.5933761084277,32.53114375190930,-6.801510069392991,-45.7066,37.5906,16.8861,99.28720321194979,0.4107857548470983
1600823339.179504,0.6810975203174537,-273.1900338441339,6.324595399473524,-10.94414779723644,-45.6523,38.1408,16.5949,116.1895760603652,0.3540319462705629
1600823451.027958,0.9401778452525661,-267.0969589161900,37.18597310578600,8.376301355661559,-50.5001,33.9746,8.20590,106.2926052408727,0.7416099047628850
1600823562.876372,0.8908102680248167,-262.2423435602062,35.12489032886840,3.795083606338873,-48.7477,34.0864,18.1582,103.7167755637599,1.373157188256120
1600823674.724766,0.9478767365175498,-257.6522346829203,28.60266462785853,-9.806247101095257,-48.2606,36.8176,16.9007,90.12686367556609,0.4613175614046378
1600823786.573240,0.8982117932705834,-259.7730411004146,39.50855774342278,-2.940716294801931,-49.5281,36.7648,15.6061,81.60049584651961,1.478482431755906
1600823898.421634,0.6196924364135230,-272.9002828399925,32.42410445717537,-16.92758980421020,-51.9223,34.6015,14.7957,106.2148900105546,0.3382877289498501
1600824010.270029,0.9134463651542097,-269.5314892053075,40.66924074135127,-12.42190577330379,-51.0311,32.8228,19.8347,108.0978006142368,1.387951896177823
1600824122.118503,0.6812805028599825,-270.5332747337915,51.60789580907180,-20.39970610028709,-50.9305,30.8204,20.9076,79.51460688484735,0.4928395563359576
1600824233.966897,0.7031539289341433,-254.8207997079144,7.603902098011631,-10.48752819130448,-44.9101,43.0592,9.28156,128.5038480907826,0.3475765063483983
1600824345.815311,0.9544183951537973,-273.5415180360974,59.35005863080552,-24.03582818386341,-54.4033,20.9632,23.8850,59.35764295013317,0.6194421214809834
1600824457.663765,0.7925384112890871,-280.2215585484391,65.60459165135258,-34.86049061527117,-51.2664,20.7757,31.5715,67.84720112018384,0.6860804688167548
1600824569.512179,0.6359185809200227,-292.3858733651698,61.21521885065088,-32.87482781692346,-49.0932,31.5083,29.1039,69.60074515605565,0.4188522160030688
1600824681.360633,0.6915055414098610,-281.8910241499965,62.33524928656676,-52.86845911123788,-45.4075,28.7037,34.8834,71.21488842464748,0.8872728725364452
1600824793.209048,0.5507129084023398,-320.9310271798642,64.92911333333460,-25.09160131706882,-35.6975,42.5241,16.5412,87.09636378906769,0.4222078918247772
1600824905.057442,0.6805093922811661,-273.1129534465161,11.46050712765270,-17.83561728837063,-38.4515,43.8511,22.7230,134.5896446279355,0.3957503089964271
1600825016.905916,0.7424538512238966,-285.4515304265757,38.51822621873006,-29.95626874677087,-38.3144,37.1511,34.8829,104.3526131233033,0.4439073531790020
1600825128.754310,1.344638052637237,-286.1384103897007,47.20777319688385,-13.19215801164983,-40.7509,21.3488,41.3716,129.9919363879669,0.8085484354370031
1600825240.602704,1.299628160767426,-316.2700000432521,69.45663960389406,-9.157086510298603,-37.4593,6.53045,38.0077,129.2020885425989,0.5882911122914011
1600825352.451179,1.223005474769520,-316.4220913626640,67.36965146380255,13.58614970557762,-44.2565,23.9039,12.6464,168.4520494635657,0.7759931566349970
1600825464.299572,1.018664139604879,-318.3048189614119,71.22008075398068,9.118760095934618,-52.2106,21.7357,17.9649,102.0643182053064,0.4447002618197818
1600825576.147987,1.339511313589814,-305.0363178499259,56.90531276176283,15.89499001985454,-54.6804,15.0093,11.8078,163.6357311081037,0.6063933437445821
1600825687.996441,1.267413991187006,-317.4857562696480,66.31937913080127,18.53508542665693,-49.5550,16.8933,14.4729,171.6985100526464,0.7296762334990343
1600825799.844855,1.131219114926910,-318.1735526187150,65.48129364521657,6.660709082213687,-51.1301,11.9928,15.5930,144.8938822957783,0.5820898887658480
