time,HELIOGRAPHIC_LATITUDE_deg,HELIOGRAPHIC_LONGITUDE_deg,BR_(RTN)_nT,BT_(RTN)_nT,BN_(RTN)_nT,FIELD_MAGNITUDE_AVG._nT,BULK_FLOW_SPEED_km/s,ELEVATION_ANGLE_Deg,AZIMUTH_ANGLE_Deg,ION_DENSITY_N/cm3,TEMPERATURE_Deg_K
1575248400,1,352.4,0.8,-0.4,0.8,2.2,348,-3.6,-0.8,15.2,29772
1575252000,1,352.4,-2.2,0.6,-2.6,3.6,347,-3.5,-0.2,14.5,26064
1575255600,1,352.5,-2.1,2.7,-0.7,3.9,346,-2.7,0,13.2,24868
1575259200,1,352.5,-0.3,0.1,0.4,2.1,344,-2.5,-0.2,14,20659
1575262800,0.9,352.5,0.4,0.7,0.6,1.8,342,-2.6,0.4,13.3,17156
1575266400,0.9,352.6,-1,1.8,0.7,2.7,337,-3.2,0.6,8.8,22208
1575270000,0.9,352.6,-1.1,2,0.9,2.5,336,-3.6,0.4,7.9,19392
1575273600,0.9,352.7,-1,1.9,-0.7,2.4,336,-3,0.2,8.1,18497
1575277200,0.9,352.7,-1.5,1.9,0.2,2.6,333,-1.7,0.5,7.9,17638
1575280800,0.9,352.8,-1.6,1.6,0.5,2.4,330,-1.3,0.2,7.4,16909
1575284400,0.9,352.8,-1.6,1.5,0.3,2.2,332,-0.5,0,7.9,18054
1575288000,0.9,352.8,-1.5,1.4,0.3,2,332,0,0,8.7,17793
1575291600,0.9,352.9,-0.8,1.6,0.6,2,330,-0.3,-0.3,8.6,16771
1575295200,0.9,352.9,-0.8,1.4,0.7,2.2,327,0,-0.4,8.1,16490
1575298800,0.9,353,-0.4,1.9,0.3,2.3,330,-0.1,0,8.1,18184
1575302400,0.9,353,-0.4,2,0.7,2.4,329,0.2,0,7.8,19794
1575306000,0.9,353.1,0.3,2,0.7,2.6,330,1.4,-0.4,8.5,23538
1575309600,0.9,353.1,0.8,3.1,-0.6,4.1,334,0.7,0.5,7.1,21418
1575313200,0.9,353.1,-0.3,5,0.3,5.1,329,1.1,1.6,6.6,18057
1575316800,0.9,353.2,-1.1,3.9,2,4.6,321,2.2,1.3,7,26698
1575320400,0.9,353.2,-3.4,1.9,1.6,4.3,322,-0.3,0.8,4.8,16848
1575324000,0.9,353.3,-2.8,2.7,-0.1,4,324,-2.2,1.8,4.9,18292
1575327600,0.9,353.3,-2.5,2.4,-0.4,3.6,324,-3.9,1.1,6.6,20985
1575331200,0.8,353.3,-2.7,2.8,0.3,4,323,-3.4,0.4,7.4,19238
1575334800,0.8,353.4,-2.3,2.7,0.8,3.7,321,-3.4,0.9,7.8,19743
1575338400,0.8,353.4,-2.3,2.3,0.4,3.4,324,-4.6,0.4,9.8,19679
1575342000,0.8,353.5,-0.8,1,-0.5,1.9,327,-4.7,-0.8,12.4,16535
1575345600,0.8,353.5,-0.1,-0.1,-0.5,0.9,325,-4.2,-0.7,12.5,15921
1575349200,0.8,353.6,-0.2,0.2,-0.8,1,322,-3.9,-0.2,12.2,13919
1575352800,0.8,353.6,0.1,-1,-1.6,2.1,320,-2.9,0.3,11.4,13229
1575356400,0.8,353.6,1.5,0.1,-2,2.6,314,-3.3,-0.9,8.4,16406
1575360000,0.8,353.7,1.1,-1.8,-0.3,2.4,311,-3.2,-0.6,8.7,13860
1575363600,0.8,353.7,1,-2.1,0.1,2.4,309,-2.6,-0.6,8.6,13782
1575367200,0.8,353.8,0.8,-2,-0.7,2.4,309,-1.9,-0.8,8.3,14692
1575370800,0.8,353.8,0.7,-2.2,0,2.4,308,-1.8,-0.8,8,15105
1575374400,0.8,353.8,0.1,-2.1,1.1,2.5,307,-2.1,-0.3,8,13733
1575378000,0.8,353.9,0.1,-1,1.5,1.9,307,-1.9,-0.4,8.7,13246
1575381600,0.8,353.9,1.2,-1.7,0.3,2.3,307,-1.4,-0.5,8.5,14742
1575385200,0.8,354,1.2,-1.9,-1,2.5,308,-1.1,-0.3,8.4,15327
1575388800,0.8,354,1.1,-1.9,-1.3,2.5,305,-0.8,-0.1,8.3,15156
1575392400,0.8,354.1,1.1,-0.3,-1.8,2.2,304,-0.1,-0.7,8.5,15995
1575396000,0.7,354.1,0.2,0.1,-1.2,1.9,305,-0.6,-0.9,8.1,15357
1575399600,0.7,354.1,1.4,-1.5,-0.7,2.2,298,-0.5,-0.7,7.9,13310
1575403200,0.7,354.2,1.2,-1.6,-0.7,2.2,299,-1,-0.3,8.4,14062
1575406800,0.7,354.2,0.5,-1.5,-0.3,1.6,300,-1.1,-0.1,9.5,13505
1575410400,0.7,354.3,0.1,0.3,-0.2,1.1,301,-1.3,-0.3,10.8,12453
1575414000,0.7,354.3,-0.1,0.9,0.4,1.1,305,-1.5,0,12.9,12597
1575417600,0.7,354.3,0.1,2.4,1.2,2.8,315,-0.4,0.5,21,19449
1575421200,0.7,354.4,-0.4,3.2,-0.1,4.3,317,-0.5,1.3,20,23931
1575424800,0.7,354.4,0.5,0.7,-4.5,5.1,315,-1.8,0.9,16.5,27472
1575428400,0.7,354.5,0.9,-1.3,-2,3.6,314,-0.7,0.1,17.9,25369
1575432000,0.7,354.5,2.2,-1,-1.3,3.1,319,-1.1,-0.1,18.5,24296
1575435600,0.7,354.6,3.5,-2.5,-0.1,4.4,315,-0.5,-0.7,16.5,26099
1575439200,0.7,354.6,4,-1.2,1,4.4,311,-1.4,-1,16,25242
1575442800,0.7,354.6,3.2,-0.9,1.7,3.8,307,-1.5,-0.8,14.7,23593
1575446400,0.7,354.7,3.5,-1.2,0.4,3.9,312,0.8,-1.3,21.2,30002
1575450000,0.7,354.7,3.5,0.7,-0.5,3.8,306,1.1,-1.7,19.4,25109
1575453600,0.7,354.8,2,-0.9,-2.5,3.7,304,2.7,-0.4,16.2,21146
1575457200,0.7,354.8,1.8,-2.4,-1.7,3.7,301,2.7,0,14.4,21472
1575460800,0.7,354.9,0.8,-2,-1.7,3,301,2,0,13.8,23038
1575464400,0.6,354.9,-1.3,-1.7,-1.9,3.2,312,-0.4,-0.1,12.9,21844
1575468000,0.6,354.9,-1.8,-0.7,1.2,2.5,309,-3.2,-0.1,13.7,18144
1575471600,0.6,355,-0.5,0.8,-1.4,2.3,308,-3,-1.4,13.7,18115
1575475200,0.6,355,1,0.1,0.1,1.8,309,-3,-1,14.3,17717
1575478800,0.6,355.1,0.7,-1.7,-0.3,2.1,307,-3.3,0,14.1,17370
1575482400,0.6,355.1,0.3,0,0.2,1.8,308,-3.1,-0.8,13.6,16826
1575486000,0.6,355.1,0.7,1.2,2,2.4,309,-1.9,-0.3,11.6,17426
1575489600,0.6,355.2,0.2,1.4,1.7,2.4,308,-2,-1,11.7,19741
1575493200,0.6,355.2,0.9,2,1,2.5,310,-2.2,-0.5,11.8,19403
1575496800,0.6,355.3,-0.1,2.2,0.1,2.4,304,-2.6,-0.5,10.5,19075
1575500400,0.6,355.3,-1,2.2,-0.2,2.5,298,-2.5,-0.4,8.9,18775
1575504000,0.6,355.4,1.2,0.4,1.2,2.2,302,-1.6,-0.3,11.1,13976
1575507600,0.6,355.4,1.4,2,0.6,2.7,303,-0.6,0.1,12.7,14109
1575511200,0.6,355.4,0.7,2.4,0.2,2.9,305,-0.7,0,11.1,18062
1575514800,0.6,355.5,-0.4,2.8,0.4,3.1,307,0.3,0.3,10.7,17449
1575518400,0.6,355.5,-0.3,1.9,-0.9,2.8,312,0.1,-0.5,8.9,20083
1575522000,0.6,355.6,-0.6,1.8,-0.7,2.3,315,-1.6,-1,8.6,20386
1575525600,0.6,355.6,0.6,0.8,0.9,1.4,312,-2.7,1.1,9.7,16171
1575529200,0.6,355.6,1.2,0.2,-0.1,1.4,309,-2.5,0.9,9.5,17927
1575532800,0.5,355.7,1,-0.8,0,1.6,312,-2.8,1.4,10.8,17683
1575536400,0.5,355.7,-0.1,-1.1,-1,2,319,-3.1,1.4,12,17462
1575540000,0.5,355.8,-1,1,-1.1,2.1,323,-2.8,-0.1,12.4,16050
1575543600,0.5,355.8,-1.2,-0.8,-0.7,2.2,329,-1.7,0,17.7,15550
1575547200,0.5,355.9,1.5,-2.6,-0.1,3.8,336,-0.2,0.3,16.7,25858
1575550800,0.5,355.9,1.9,-1.4,0.2,2.5,334,0.4,-1.6,17.1,22557
1575554400,0.5,355.9,0.5,0.8,0.5,1.6,331,0.7,-0.4,16.4,20211
1575558000,0.5,356,-0.7,1.6,0.7,2,332,0.7,0.6,15.3,18671
1575561600,0.5,356,-0.9,2.8,-0.4,3.1,333,0.7,0.7,13.1,23939
1575565200,0.5,356.1,1.2,2.8,-1.3,4.1,342,0,0.4,12.9,31478
1575568800,0.5,356.1,-0.7,1.4,1.2,4.5,338,1.6,0.3,11.7,31620
1575572400,0.5,356.2,-3.6,-0.1,3.1,4.9,333,2.4,0.4,9.5,31583
1575576000,0.5,356.2,-4.2,0.9,2.4,5,333,2.7,0.5,7.6,33293
1575579600,0.5,356.2,-4.4,1.3,2.5,5.3,336,3.3,-0.2,4.4,44798
1575583200,0.5,356.3,-3.1,-1.9,0.3,4.5,342,1.8,-0.2,6.9,72749
1575586800,0.5,356.3,-1.8,-3.1,-1.9,4.8,348,-0.9,-0.9,7.2,72050
1575590400,0.5,356.4,-0.9,-0.3,2.1,3.6,353,0.5,-0.6,7.6,72815
1575594000,0.5,356.4,-2,0.2,2.4,4.2,349,0.8,-2.3,7.6,59205
1575597600,0.5,356.4,-1.1,-1.4,-0.2,3.3,352,-0.7,-2.3,7.2,67672
1575601200,0.4,356.5,-0.8,-0.9,-1.6,3.1,358,-2.2,-3.3,6.7,67793
1575604800,0.4,356.5,-0.4,-2.3,-1.1,3.2,363,-1.8,-3.3,6.3,54811
1575608400,0.4,356.6,-1.9,1.5,-0.3,3.3,358,-1.4,-2.8,5.9,65658
1575612000,0.4,356.6,-1.6,-2.2,1.3,3.2,357,-1,-3.7,5.2,57461
1575615600,0.4,356.7,-2.6,-0.2,0.2,2.6,350,-1.2,-3.5,5.7,54338
1575619200,0.4,356.7,-2.9,0,1.7,3.5,350,-1.5,-2.8,5.3,47621
1575622800,0.4,356.7,-2.6,1.8,1.3,3.9,356,-0.6,-1.7,5.3,47847
1575626400,0.4,356.8,-2.7,2,1.4,4.1,368,-0.5,-0.9,7.4,71140
1575630000,0.4,356.8,-2.6,2.8,0.1,4.2,369,-0.6,0.5,6.8,52642
1575633600,0.4,356.9,-1.6,1.7,-2.3,4.3,368,-2.3,0.9,5.3,43251
1575637200,0.4,356.9,-3.1,-2.8,0.7,5,360,0.1,-0.8,6.8,48419
1575640800,0.4,356.9,-3.2,2.4,1.8,5,367,0.7,1.9,4.1,28738
1575644400,0.4,357,-3.1,2.6,-0.1,4.6,373,-1.7,1.5,5.9,48723
1575648000,0.4,357,-1.7,2.8,-1.2,5.1,372,-2.9,1.3,5.6,48615
1575651600,0.4,357.1,-3.7,1.6,0.8,5,365,-0.9,-0.4,5.4,67690
1575655200,0.4,357.1,-1.9,3.6,-0.8,4.3,362,-0.8,-2.1,4.6,74505
1575658800,0.4,357.2,-2.8,2.7,-0.3,4.3,368,-1,-2.4,4.6,76529
1575662400,0.4,357.2,-2.3,2.1,0,3.5,390,-3.2,-4.6,4.4,118173
1575666000,0.4,357.2,-0.9,2.5,-0.5,3.7,385,-3.4,-3.5,4.2,102768
1575669600,0.3,357.3,-0.9,2.6,-1.1,3.1,374,-3,-2.7,4.1,99516
1575673200,0.3,357.3,-1.3,2.8,-0.8,3.8,377,-3.4,-1.9,4.1,75685
1575676800,0.3,357.4,-3.2,1.9,-0.6,4,357,-3.6,0.3,3.2,43390
1575680400,0.3,357.4,-2.7,3.2,0.1,4.4,355,-2.2,-0.1,3.4,39459
1575684000,0.3,357.5,-1.4,3.5,-0.9,4.2,354,-2.9,-0.3,4,46429
1575687600,0.3,357.5,-0.5,3.7,-0.9,4.1,356,-2.9,0.4,4.6,43311
1575691200,0.3,357.5,-0.5,3.1,-0.4,3.9,358,-2.3,0.8,4.7,43681
1575694800,0.3,357.6,-0.6,2.8,-0.8,3.7,358,-2.3,0.7,5.1,50832
1575698400,0.3,357.6,2.2,2.4,-1.6,3.7,373,-2.9,0.6,5.2,49560
1575702000,0.3,357.7,0.3,2.9,-1.2,3.5,363,-2.4,0.9,5.5,52380
1575705600,0.3,357.7,-0.3,3.1,-1.2,3.9,366,-2.4,1.4,5.7,55764
1575709200,0.3,357.7,-3.2,1.1,1.8,4.4,367,-1.7,0.2,4.5,53309
1575712800,0.3,357.8,-2.7,1.8,0.3,4.7,365,-1.5,0,3.8,52566
1575716400,0.3,357.8,0.3,4,-1.5,4.6,373,-2.5,1.6,3.9,57945
1575720000,0.3,357.9,-2.3,3.3,0,4.4,362,-1.6,2.2,2.9,47668
1575723600,0.3,357.9,-4.3,-0.1,1.3,4.6,351,-0.4,-1.9,2.4,42274
1575727200,0.3,358,-3.4,-1.6,1.9,4.3,353,0.4,-3,2.7,49501
1575730800,0.3,358,-3.3,-1.3,2.1,4.2,358,0.1,-2.8,2.5,46264
1575734400,0.2,358,-4.2,-0.2,1.2,4.5,350,-1.6,0,2.6,47404
1575738000,0.2,358.1,-3.8,-0.3,0.7,3.9,343,-0.8,-1.2,2.3,46728
1575741600,0.2,358.1,-3.7,-0.1,0.3,3.8,344,-1.7,-0.8,2.7,53566
1575745200,0.2,358.2,-0.5,0.9,-0.5,3.3,365,-2.4,0.5,3.8,55311
1575748800,0.2,358.2,2.5,1.5,-2.3,3.8,375,-4,0.7,3.9,47166
1575752400,0.2,358.3,1.8,0.5,-2.5,3.6,367,-4.1,-0.2,4.2,53887
1575756000,0.2,358.3,-0.5,0.6,-1.8,2.5,355,-3.9,-0.3,4.1,63075
1575759600,0.2,358.3,-1.1,-0.2,-2.4,3,348,-4.6,-0.9,4,49561
1575763200,0.2,358.4,-2,-0.9,-1.8,3.2,342,-4,-1.6,3.8,51765
1575766800,0.2,358.4,-3.1,-1.1,0.1,3.4,337,-1.3,-1.6,3.8,51579
1575770400,0.2,358.5,-3.5,-0.5,0.4,3.7,337,-0.5,-0.3,4.1,49595
1575774000,0.2,358.5,-3.1,0.5,-1.8,4.2,344,-2.2,0.4,5.1,52661
1575777600,0.2,358.5,-3.9,1.5,0.9,4.9,335,1.1,1.7,4,46528
1575781200,0.2,358.6,-3.5,3.2,-0.4,5.1,338,-0.8,3,3.7,37629
1575784800,0.2,358.6,-2.7,2.9,-0.1,5.1,348,-0.9,3.1,3.3,32091
1575788400,0.2,358.7,-1.5,2.5,-0.6,4.8,361,-1.3,1.3,3.8,42757
1575792000,0.2,358.7,-4.6,1.9,1.7,5.3,346,0.7,0.9,3.1,34088
1575795600,0.2,358.8,-4.6,1,2.1,5.2,345,0.8,0.4,3.5,35723
1575799200,0.2,358.8,-4.6,0.5,1.8,5.1,346,0.7,0.1,3.6,34563
1575802800,0.1,358.8,-2.3,4.1,0.5,5.5,365,-0.6,3.8,4.5,40877
1575806400,0.1,358.9,-3.7,3.4,1.9,5.8,354,1.8,2.4,4.1,36688
1575810000,0.1,358.9,-2.9,2.1,0.2,4.9,355,-0.1,0.7,5.6,50921
1575813600,0.1,359,-1,-1.4,-0.1,3.8,374,-1,-1.7,7.8,66825
1575817200,0.1,359,-0.8,0.2,-1.2,2.6,374,-1.4,-0.5,7.8,74227
1575820800,0.1,359,-1.5,0.7,0.6,3,372,-0.1,-0.7,7.4,66399
1575824400,0.1,359.1,-2.5,-0.2,-0.2,2.9,369,-1.3,-0.9,7.8,66049
1575828000,0.1,359.1,-2.5,-0.3,-2.5,3.6,362,-1.6,-0.4,7.8,59176
1575831600,0.1,359.2,-2.3,0,-3.2,4.4,354,-1.8,0.1,6.9,53611
1575835200,0.1,359.2,-1.4,0.3,-2.8,3.8,356,-1.9,-0.1,6.7,50810
1575838800,0.1,359.3,-2.9,1.1,0.4,3.2,350,-0.6,-0.1,6.8,49554
1575842400,0.1,359.3,-0.1,2,-1.6,3.2,358,-1.6,0.5,6.3,50944
1575846000,0.1,359.3,1.1,2.4,-2.9,4.1,365,-2.8,0.8,5.9,43813
1575849600,0.1,359.4,1.4,2.2,-3.1,4.2,362,-3.2,0.6,6,44453
1575853200,0.1,359.4,0.5,2.1,-2.3,3.9,359,-2.5,0,6.2,48789
1575856800,0.1,359.5,-0.8,2.1,-2.9,3.9,354,-2.7,0.1,6.4,50622
1575860400,0.1,359.5,-2.9,2.1,-0.8,4,344,-1.1,-0.8,6.3,44990
1575864000,0.1,359.6,-2.4,2.4,1.8,4.1,345,0,-0.9,6,40804
1575867600,0.1,359.6,-3.1,1.8,1.5,4.1,338,-0.1,-0.8,5.3,36163
1575871200,0,359.6,-2,1,2.3,4,341,1.1,-1.3,5.7,37856
1575874800,0,359.7,-2.8,0.6,2.5,4,336,1.8,-1.2,5.6,36200
1575878400,0,359.7,-2.6,0.2,2.1,3.7,334,2,-1,4.9,33266
1575882000,0,359.8,-2.8,1,1.3,3.4,337,1,-0.9,4.9,35828
1575885600,0,359.8,-2.5,0.4,1.3,3.1,337,1,-1.5,5.3,42884
1575889200,0,359.8,-2.9,1,-0.5,3.2,334,-0.3,-0.6,5.4,47371
1575892800,0,359.9,-1.8,0.5,-1.8,2.9,335,-1.4,-0.5,6.1,48513
1575896400,0,359.9,-1.9,1.8,-2,3.5,343,-1.9,0.3,7.6,50958
1575900000,0,360,-2.7,2.5,-0.6,3.9,343,-1.3,1,8.4,46849
1575903600,0,0,-2.9,3,0.3,4.3,342,-1.5,1.2,8.6,46353
1575907200,0,0.1,-3.1,2.2,0.5,4.1,337,-1.7,1.6,8.7,44022
1575910800,0,0.1,-2.9,3.1,0.9,4.5,336,-2.3,2.4,8.3,37541
1575914400,0,0.1,-2,2.9,-0.2,4.6,338,-2.9,3.3,8.4,36106
1575918000,0,0.2,0.8,2,-1.4,4,345,-3.4,3.1,11.1,35600
1575921600,0,0.2,-0.7,2.3,-1.5,4.3,343,-4.1,3.8,11.7,31390
1575925200,0,0.3,1.4,-0.3,-3.5,4.2,348,-3.7,3,13.5,38126
1575928800,0,0.3,-3.6,3.2,0.8,5.5,350,-0.1,3.1,9.2,61239
1575932400,0,0.3,-4.8,3.5,2.4,6.6,344,1.3,4.1,5.7,41039
1575936000,0,0.4,-5,3.4,2.5,6.8,340,0.6,4.8,5.8,45208
1575939600,-0.1,0.4,-4.7,4.2,0.3,6.8,341,-0.1,6.8,7.8,54730
1575943200,-0.1,0.5,-2.2,2,-2.7,6.8,383,-2,1.7,8.5,128768
1575946800,-0.1,0.5,0.1,0.3,2,4.6,396,1,0.4,12.1,122904
1575950400,-0.1,0.6,0.7,-0.4,1.3,6.2,398,2,-2.1,10.9,107490
1575954000,-0.1,0.6,-3.7,4,1.9,8,399,0.5,-5.5,7.3,148512
1575957600,-0.1,0.6,-3,5.5,0.2,6.9,399,0.1,-3.9,8.5,122474
1575961200,-0.1,0.7,-1,4.4,-0.5,5.4,398,-0.6,-3.5,7,154510
1575964800,-0.1,0.7,-0.6,6.6,-1.2,7.2,402,-2.5,-0.1,5.1,104773
1575968400,-0.1,0.8,0.6,7.2,-0.7,7.4,412,-2.1,1.4,4.5,78584
1575972000,-0.1,0.8,1,7.1,-0.5,7.3,421,-1.3,1.8,4.2,60837
1575975600,-0.1,0.9,2.5,5.7,-0.2,6.3,434,-1.6,1.3,5.3,64531
1575979200,-0.1,0.9,2.5,5.7,1.1,6.3,444,-1.2,1.4,4.5,53489
1575982800,-0.1,0.9,1,5.9,1.1,6.3,433,-1.3,0.6,4.4,77303
1575986400,-0.1,1,0.4,5.6,1.6,6.2,429,-0.4,0.3,4.9,74038
1575990000,-0.1,1,-0.5,5.6,0.8,5.8,427,-1.5,1.1,5.6,63558
1575993600,-0.1,1.1,-0.9,4.4,-0.1,5.2,431,-1.9,-0.7,6.4,83909
1575997200,-0.1,1.1,1.2,2.9,-0.7,4.3,448,-2.5,-2.1,7.7,100564
1576000800,-0.1,1.1,-1.3,1.3,0.6,3.5,434,-1.8,-2.4,9,107074
1576004400,-0.2,1.2,-1.2,2.6,0.8,3.9,438,-2.1,-1.4,8.9,110641
1576008000,-0.2,1.2,-3,-1.2,2.8,4.8,440,-1.8,-1,8.6,107513
1576011600,-0.2,1.3,-2.7,-1.3,2.5,4.8,436,-2.2,-0.9,8.6,120199
1576015200,-0.2,1.3,-3.4,-2.9,0.5,4.9,431,-2.2,-1.4,9,127235
1576018800,-0.2,1.4,-3,-1.8,-2.5,5.2,432,-1.4,-1.6,9.6,135539
1576022400,-0.2,1.4,-2.3,2.3,0.4,5,439,-0.9,-0.2,9.8,137180
1576026000,-0.2,1.4,0.7,2.1,-0.8,5.7,438,-0.6,-1.3,8.3,121272
1576029600,-0.2,1.5,2.6,3.8,-0.5,6.6,443,0.1,-1,7.4,111918
1576033200,-0.2,1.5,4.3,3.5,-1.9,6.5,442,-1.2,-1.2,7,91599
1576036800,-0.2,1.6,2.2,1.9,-0.8,4.8,434,-0.8,-1.6,6.3,110809
1576040400,-0.2,1.6,-1.7,3.8,0,4.5,437,-1.9,-1.7,6,110381
1576044000,-0.2,1.7,-2.3,3.2,0.7,4.9,436,-2.4,-1.8,5.5,99197
1576047600,-0.2,1.7,-1,2.2,1.4,4,445,-2.4,-2.3,5.5,110614
1576051200,-0.2,1.7,-0.4,3.4,1,3.6,450,-2.6,-1,6,116102
1576054800,-0.2,1.8,-0.2,3.4,0.2,5.1,448,-1.4,-1.6,6.2,90914
1576058400,-0.2,1.8,-4.8,3.3,0.4,5.9,432,-1.1,-0.8,4.2,66953
1576062000,-0.2,1.9,-3,3.7,-0.8,5.1,415,-1,-0.5,4.3,88994
1576065600,-0.2,1.9,0.7,1.3,-1.6,4.4,414,-1.5,-0.3,5,74154
1576069200,-0.2,1.9,4.3,0.5,0,4.4,441,-0.7,-1.6,3.2,36719
1576072800,-0.3,2,4.2,1.2,-0.8,4.5,440,-0.8,-0.9,3.9,29244
1576076400,-0.3,2,4.5,1,-1.4,4.9,436,-0.9,-1.2,3.5,30695
1576080000,-0.3,2.1,3.7,-0.9,-1.8,4.3,432,-1.4,-1.5,4.5,42691
1576083600,-0.3,2.1,2.9,-0.3,-1.2,3.4,433,-1.4,-0.3,4,74358
1576087200,-0.3,2.2,-1,-0.3,-0.5,2.9,430,-1.6,-0.6,3.5,92061
1576090800,-0.3,2.2,0,1.1,-1.1,2.7,435,-1.6,-0.3,3.8,99063
1576094400,-0.3,2.2,1.1,-1.7,0.4,2.9,430,-1.1,-1,3.8,86892
1576098000,-0.3,2.3,-2.8,-3,-0.9,4.3,409,-2.1,-3.6,2.2,36849
1576101600,-0.3,2.3,-1.2,-2.5,-1.3,3.3,404,-2.8,-3.4,3.3,51812
1576105200,-0.3,2.4,-1.6,-1.9,-0.3,2.9,405,-1.8,-2.3,3.7,65846
1576108800,-0.3,2.4,0,-0.8,-1.5,2.8,406,-3,-2.5,4,73399
1576112400,-0.3,2.4,-1.9,-0.2,-1.4,3.7,401,-3.8,-2.1,3.9,74828
1576116000,-0.3,2.5,2.8,0.2,-1.9,3.5,415,-4.7,-1.5,3.8,64983
1576119600,-0.3,2.5,2.1,0.5,-0.1,2.9,402,-3.6,-1.1,4,81803
1576123200,-0.3,2.6,2.6,0.6,-0.2,3.1,396,-4.2,-0.7,3.5,81240
1576126800,-0.3,2.6,2.2,0.3,-0.3,2.5,393,-5.2,-0.1,3.3,83599
1576130400,-0.3,2.7,0.5,0.8,-0.3,1.6,394,-3.4,0.4,3.6,87163
1576134000,-0.3,2.7,-1.9,0.4,0.9,2.6,379,-2.3,0.1,3.4,74013
1576137600,-0.3,2.7,-0.7,0.8,-1.3,3.5,399,-3.3,0.3,3.4,70434
1576141200,-0.4,2.8,1,3.2,-1.3,4.2,422,-2,0.6,3.6,71093
1576144800,-0.4,2.8,-2.3,2.4,1.3,4.6,416,-1.6,-0.3,3.8,68881
1576148400,-0.4,2.9,-3.1,1.7,2.9,4.7,408,-0.3,-1.6,4.4,63099
1576152000,-0.4,2.9,-2.3,4.5,1,5.4,408,-1,0.4,4,59758
1576155600,-0.4,3,-0.9,3.5,-0.9,3.8,401,-1.8,0.8,4.2,60981
1576159200,-0.4,3,-0.3,3,-0.4,3.4,397,-2.8,1.5,3.6,56710
1576162800,-0.4,3,2,1.1,-0.8,2.6,398,-3.7,0.5,4.4,65806
1576166400,-0.4,3.1,1,2.6,-0.9,3.3,398,-3.2,1.6,3.4,58751
1576170000,-0.4,3.1,-0.6,2.9,-0.1,3.2,388,-2.5,3.2,2.9,56778
1576173600,-0.4,3.2,-2.2,1.8,2.1,3.8,388,-1.2,3.4,2.7,46378
1576177200,-0.4,3.2,-2.2,3.1,2,4.5,388,0.6,3.6,3.7,40180
1576180800,-0.4,3.2,-2.3,3.9,1.6,4.9,388,1,4.3,4.9,52503
1576184400,-0.4,3.3,-0.7,3.8,-0.7,5.1,393,-0.5,4.5,5.2,58505
1576188000,-0.4,3.3,0.2,2.9,-2.8,5.1,395,-2.1,4.1,6,72628
1576191600,-0.4,3.4,-3.9,2.9,-0.3,5.1,375,-0.9,4.2,5.2,71489
