Year   Month     Day    Hour  Minute  Second              HGI_X(km)             HGI_Y(km)             HGI_Z(km)
2020      09      26      05      36      00             15039041.1887         6724732.046         -465738.8783
2020      09      26      05      37      00             15034011.6472         6729788.071         -466076.9772
2020      09      26      05      38      00             15028980.5003         6734843.379         -466415.0263
2020      09      26      05      39      00             15023947.7479         6739897.966         -466753.0256
2020      09      26      05      40      00             15018913.3899         6744951.833          -467090.975
2020      09      26      05      41      00             15013877.4259          6750004.98         -467428.8745
2020      09      26      05      42      00             15008839.8558         6755057.404          -467766.724
2020      09      26      05      43      00             15003800.6794         6760109.105         -468104.5234
2020      09      26      05      44      00             14998759.8965         6765160.082         -468442.2726
2020      09      26      05      45      00             14993717.5069         6770210.334         -468779.9717
2020      09      26      05      46      00             14988673.5105         6775259.861         -469117.6206
2020      09      26      05      47      00             14983627.9069         6780308.662         -469455.2192
2020      09      26      05      48      00             14978580.6961         6785356.735         -469792.7674
2020      09      26      05      49      00             14973531.8778          6790404.08         -470130.2652
2020      09      26      05      50      00             14968481.4519         6795450.696         -470467.7125
2020      09      26      05      51      00             14963429.4181         6800496.582         -470805.1093
2020      09      26      05      52      00             14958375.7763         6805541.737         -471142.4555
2020      09      26      05      53      00             14953320.5262         6810586.161          -471479.751
2020      09      26      05      54      00             14948263.6678         6815629.852         -471816.9958
2020      09      26      05      55      00             14943205.2007         6820672.809         -472154.1898
2020      09      26      05      56      00             14938145.1248         6825715.033         -472491.3331
2020      09      26      05      57      00             14933083.4399         6830756.521         -472828.4254
2020      09      26      05      58      00             14928020.1459         6835797.273         -473165.4667
2020      09      26      05      59      00             14922955.2425         6840837.288         -473502.4571
2020      09      26      06      00      00             14917888.7295         6845876.565         -473839.3964
2020      09      26      06      01      00             14912820.6068         6850915.103         -474176.2845
2020      09      26      06      02      00             14907750.8742         6855952.902         -474513.1215
2020      09      26      06      03      00             14902679.5314          6860989.96         -474849.9072
2020      09      26      06      04      00             14897606.5784         6866026.277         -475186.6416
2020      09      26      06      05      00             14892532.0149         6871061.852         -475523.3247
2020      09      26      06      06      00             14887455.8407         6876096.684         -475859.9563
2020      09      26      06      07      00             14882378.0557         6881130.771         -476196.5364
2020      09      26      06      08      00             14877298.6596         6886164.114         -476533.0649
2020      09      26      06      09      00             14872217.6524         6891196.711         -476869.5419
2020      09      26      06      10      00             14867135.0337         6896228.561         -477205.9672
2020      09      26      06      11      00             14862050.8035         6901259.664         -477542.3408
2020      09      26      06      12      00             14856964.9615         6906290.018         -477878.6625
2020      09      26      06      13      00             14851877.5075         6911319.623         -478214.9325
2020      09      26      06      14      00             14846788.4415         6916348.478         -478551.1505
2020      09      26      06      15      00             14841697.7631         6921376.582         -478887.3165
2020      09      26      06      16      00             14836605.4723         6926403.934         -479223.4306
2020      09      26      06      17      00             14831511.5688         6931430.533         -479559.4925
2020      09      26      06      18      00             14826416.0525         6936456.378         -479895.5023
2020      09      26      06      19      00             14821318.9232         6941481.468         -480231.4598
2020      09      26      06      20      00             14816220.1807         6946505.803         -480567.3651
2020      09      26      06      21      00             14811119.8248         6951529.382         -480903.2181
2020      09      26      06      22      00             14806017.8554         6956552.203         -481239.0187
2020      09      26      06      23      00             14800914.2723         6961574.266         -481574.7668
2020      09      26      06      24      00             14795809.0752          6966595.57         -481910.4625
2020      09      26      06      25      00             14790702.2642         6971616.114         -482246.1055
2020      09      26      06      26      00             14785593.8388         6976635.897         -482581.6959
2020      09      26      06      27      00             14780483.7991         6981654.919         -482917.2337
2020      09      26      06      28      00             14775372.1448         6986673.177         -483252.7186
2020      09      26      06      29      00             14770258.8758         6991690.672         -483588.1508
2020      09      26      06      30      00             14765143.9918         6996707.403         -483923.5301
2020      09      26      06      31      00             14760027.4927         7001723.368         -484258.8564
2020      09      26      06      32      00             14754909.3783         7006738.567         -484594.1298
2020      09      26      06      33      00             14749789.6485         7011752.999         -484929.3501
2020      09      26      06      34      00             14744668.3031         7016766.663         -485264.5173
2020      09      26      06      35      00              14739545.342         7021779.558         -485599.6313
2020      09      26      06      36      00             14734420.7648         7026791.684         -485934.6921
2020      09      26      06      37      00             14729294.5716         7031803.038         -486269.6995
2020      09      26      06      38      00             14724166.7621         7036813.621         -486604.6536
2020      09      26      06      39      00             14719037.3362         7041823.431         -486939.5543
2020      09      26      06      40      00             14713906.2936         7046832.468         -487274.4015
2020      09      26      06      41      00             14708773.6342         7051840.731         -487609.1952
2020      09      26      06      42      00              14703639.358         7056848.218         -487943.9353
2020      09      26      06      43      00             14698503.4646          7061854.93         -488278.6217
2020      09      26      06      44      00             14693365.9539         7066860.864         -488613.2544
2020      09      26      06      45      00             14688226.8258          7071866.02         -488947.8333
2020      09      26      06      46      00             14683086.0801         7076870.398         -489282.3583
2020      09      26      06      47      00             14677943.7166         7081873.996         -489616.8294
2020      09      26      06      48      00             14672799.7353         7086876.813         -489951.2466
2020      09      26      06      49      00             14667654.1358         7091878.849         -490285.6097
2020      09      26      06      50      00             14662506.9181         7096880.102         -490619.9188
2020      09      26      06      51      00              14657358.082         7101880.572         -490954.1737
2020      09      26      06      52      00             14652207.6273         7106880.258         -491288.3743
2020      09      26      06      53      00             14647055.5539         7111879.158         -491622.5207
2020      09      26      06      54      00             14641901.8616         7116877.273         -491956.6128
2020      09      26      06      55      00             14636746.5503           7121874.6         -492290.6505
2020      09      26      06      56      00             14631589.6198          7126871.14         -492624.6337
2020      09      26      06      57      00               14626431.07         7131866.891         -492958.5623
2020      09      26      06      58      00             14621270.9006         7136861.852         -493292.4364
2020      09      26      06      59      00             14616109.1116         7141856.023         -493626.2559
2020      09      26      07      00      00             14610945.7027         7146849.402         -493960.0207
2020      09      26      07      01      00             14605780.6739         7151841.989         -494293.7306
2020      09      26      07      02      00             14600614.0249         7156833.782         -494627.3858
2020      09      26      07      03      00             14595445.7557         7161824.782          -494960.986
2020      09      26      07      04      00              14590275.866         7166814.986         -495294.5314
2020      09      26      07      05      00             14585104.3557         7171804.394         -495628.0217
2020      09      26      07      06      00             14579931.2247         7176793.005         -495961.4569
2020      09      26      07      07      00             14574756.4728         7181780.818          -496294.837
2020      09      26      07      08      00             14569580.0999         7186767.833         -496628.1618
2020      09      26      07      09      00             14564402.1058         7191754.047         -496961.4315
2020      09      26      07      10      00             14559222.4903         7196739.462         -497294.6458
2020      09      26      07      11      00             14554041.2534         7201724.074         -497627.8047
2020      09      26      07      12      00             14548858.3948         7206707.884         -497960.9082
2020      09      26      07      13      00             14543673.9144         7211690.891         -498293.9561
2020      09      26      07      14      00             14538487.8121         7216673.094         -498626.9485
2020      09      26      07      15      00             14533300.0877         7221654.491         -498959.8853
2020      09      26      07      16      00             14528110.7411         7226635.083         -499292.7663
2020      09      26      07      17      00             14522919.7721         7231614.867         -499625.5916
2020      09      26      07      18      00             14517727.1806         7236593.844         -499958.3611
2020      09      26      07      19      00             14512532.9665         7241572.011         -500291.0747
2020      09      26      07      20      00             14507337.1295         7246549.369         -500623.7324
2020      09      26      07      21      00             14502139.6696         7251525.916          -500956.334
2020      09      26      07      22      00             14496940.5866         7256501.652         -501288.8796
2020      09      26      07      23      00             14491739.8804         7261476.575         -501621.3691
2020      09      26      07      24      00             14486537.5508         7266450.685         -501953.8024
2020      09      26      07      25      00             14481333.5976          7271423.98         -502286.1794
2020      09      26      07      26      00             14476128.0209          7276396.46         -502618.5001
2020      09      26      07      27      00             14470920.8203         7281368.124         -502950.7644
2020      09      26      07      28      00             14465711.9958          7286338.97         -503282.9723
2020      09      26      07      29      00             14460501.5472         7291308.999         -503615.1237
2020      09      26      07      30      00             14455289.4744         7296278.209         -503947.2185
2020      09      26      07      31      00             14450075.7773         7301246.598         -504279.2566
2020      09      26      07      32      00             14444860.4557         7306214.167         -504611.2381
2020      09      26      07      33      00             14439643.5094         7311180.915         -504943.1629
2020      09      26      07      34      00             14434424.9384         7316146.839         -505275.0308
2020      09      26      07      35      00             14429204.7425          7321111.94         -505606.8418
2020      09      26      07      36      00             14423982.9216         7326076.217         -505938.5959
2020      09      26      07      37      00             14418759.4756         7331039.668          -506270.293
2020      09      26      07      38      00             14413534.4042         7336002.292          -506601.933
2020      09      26      07      39      00             14408307.7074          7340964.09         -506933.5159
2020      09      26      07      40      00             14403079.3851         7345925.059         -507265.0416
2020      09      26      07      41      00              14397849.437         7350885.199         -507596.5101
2020      09      26      07      42      00             14392617.8632         7355844.509         -507927.9212
2020      09      26      07      43      00             14387384.6633         7360802.988         -508259.2749
2020      09      26      07      44      00             14382149.8375         7365760.635         -508590.5712
2020      09      26      07      45      00             14376913.3854         7370717.449           -508921.81
2020      09      26      07      46      00             14371675.3069          7375673.43         -509252.9913
2020      09      26      07      47      00              14366435.602         7380628.575         -509584.1149
2020      09      26      07      48      00             14361194.2705         7385582.885         -509915.1808
2020      09      26      07      49      00             14355951.3123         7390536.359         -510246.1889
2020      09      26      07      50      00             14350706.7272         7395488.995         -510577.1392
2020      09      26      07      51      00             14345460.5152         7400440.792         -510908.0316
2020      09      26      07      52      00             14340212.6761          7405391.75         -511238.8661
2020      09      26      07      53      00             14334963.2097         7410341.868         -511569.6426
2020      09      26      07      54      00              14329712.116         7415291.145          -511900.361
2020      09      26      07      55      00             14324459.3949         7420239.579         -512231.0212
2020      09      26      07      56      00             14319205.0461          7425187.17         -512561.6233
2020      09      26      07      57      00             14313949.0696         7430133.918         -512892.1671
2020      09      26      07      58      00             14308691.4653          7435079.82         -513222.6526
2020      09      26      07      59      00             14303432.2331         7440024.876         -513553.0796
2020      09      26      08      00      00             14298171.3727         7444969.086         -513883.4482
2020      09      26      08      01      00             14292908.8842         7449912.448         -514213.7583
2020      09      26      08      02      00             14287644.7674          7454854.96         -514544.0099
2020      09      26      08      03      00             14282379.0221         7459796.624         -514874.2027
2020      09      26      08      04      00             14277111.6483         7464737.436         -515204.3369
2020      09      26      08      05      00             14271842.6458         7469677.398         -515534.4123
2020      09      26      08      06      00             14266572.0145         7474616.506         -515864.4288
2020      09      26      08      07      00             14261299.7543         7479554.762         -516194.3865
2020      09      26      08      08      00             14256025.8652         7484492.162         -516524.2852
2020      09      26      08      09      00             14250750.3468         7489428.708         -516854.1249
2020      09      26      08      10      00             14245473.1993         7494364.397         -517183.9054
2020      09      26      08      11      00             14240194.4224          7499299.23         -517513.6269
2020      09      26      08      12      00              14234914.016         7504233.204         -517843.2891
2020      09      26      08      13      00               14229631.98         7509166.319          -518172.892
2020      09      26      08      14      00             14224348.3144         7514098.573         -518502.4356
2020      09      26      08      15      00              14219063.019         7519029.967         -518831.9197
2020      09      26      08      16      00             14213776.0936           7523960.5         -519161.3444
2020      09      26      08      17      00             14208487.5382         7528890.169         -519490.7096
2020      09      26      08      18      00             14203197.3527         7533818.974         -519820.0151
2020      09      26      08      19      00             14197905.5369         7538746.915          -520149.261
2020      09      26      08      20      00             14192612.0908          7543673.99         -520478.4472
2020      09      26      08      21      00             14187317.0143         7548600.199         -520807.5736
2020      09      26      08      22      00             14182020.3071          7553525.54         -521136.6401
2020      09      26      08      23      00             14176721.9694         7558450.012         -521465.6467
2020      09      26      08      24      00             14171422.0008         7563373.615         -521794.5933
2020      09      26      08      25      00             14166120.4014         7568296.347         -522123.4798
2020      09      26      08      26      00             14160817.1709         7573218.208         -522452.3063
2020      09      26      08      27      00             14155512.3094         7578139.197         -522781.0726
2020      09      26      08      28      00             14150205.8168         7583059.313         -523109.7786
2020      09      26      08      29      00             14144897.6928         7587978.554         -523438.4243
2020      09      26      08      30      00             14139587.9374          7592896.92         -523767.0096
2020      09      26      08      31      00             14134276.5506         7597814.411         -524095.5346
2020      09      26      08      32      00             14128963.5321         7602731.024          -524423.999
2020      09      26      08      33      00              14123648.882         7607646.759         -524752.4028
2020      09      26      08      34      00                14118332.6         7612561.615         -525080.7461
2020      09      26      08      35      00             14113014.6862         7617475.591         -525409.0286
2020      09      26      08      36      00             14107695.1404         7622388.686         -525737.2504
2020      09      26      08      37      00             14102373.9625           7627300.9         -526065.4113
2020      09      26      08      38      00             14097051.1524         7632212.231         -526393.5114
2020      09      26      08      39      00             14091726.7101         7637122.678         -526721.5505
2020      09      26      08      40      00             14086400.6354          7642032.24         -527049.5286
2020      09      26      08      41      00             14081072.9282         7646940.917         -527377.4456
2020      09      26      08      42      00             14075743.5885         7651848.707         -527705.3015
2020      09      26      08      43      00             14070412.6161         7656755.609         -528033.0962
2020      09      26      08      44      00              14065080.011         7661661.623         -528360.8296
2020      09      26      08      45      00              14059745.773         7666566.748         -528688.5016
2020      09      26      08      46      00             14054409.9021         7671470.982         -529016.1123
2020      09      26      08      47      00             14049072.3982         7676374.325         -529343.6615
2020      09      26      08      48      00             14043733.2612         7681276.776         -529671.1491
2020      09      26      08      49      00              14038392.491         7686178.333         -529998.5752
2020      09      26      08      50      00             14033050.0875         7691078.996         -530325.9396
2020      09      26      08      51      00             14027706.0506         7695978.764         -530653.2423
2020      09      26      08      52      00             14022360.3803         7700877.635         -530980.4831
2020      09      26      08      53      00             14017013.0764          7705775.61         -531307.6622
2020      09      26      08      54      00             14011664.1389         7710672.686         -531634.7793
2020      09      26      08      55      00             14006313.5677         7715568.864         -531961.8344
2020      09      26      08      56      00             14000961.3627         7720464.141         -532288.8274
2020      09      26      08      57      00             13995607.5237         7725358.518         -532615.7584
2020      09      26      08      58      00             13990252.0509         7730251.992         -532942.6271
2020      09      26      08      59      00             13984894.9439         7735144.564         -533269.4336
2020      09      26      09      00      00             13979536.2029         7740036.231         -533596.1778
2020      09      26      09      01      00             13974175.8276         7744926.994         -533922.8597
2020      09      26      09      02      00              13968813.818         7749816.852          -534249.479
2020      09      26      09      03      00              13963450.174         7754705.802         -534576.0359
2020      09      26      09      04      00             13958084.8956         7759593.845         -534902.5302
2020      09      26      09      05      00             13952717.9827         7764480.979         -535228.9619
2020      09      26      09      06      00             13947349.4351         7769367.203         -535555.3308
2020      09      26      09      07      00             13941979.2528         7774252.517          -535881.637
2020      09      26      09      08      00             13936607.4358         7779136.919         -536207.8804
2020      09      26      09      09      00              13931233.984         7784020.409         -536534.0608
2020      09      26      09      10      00             13925858.8972         7788902.985         -536860.1783
2020      09      26      09      11      00             13920482.1754         7793784.647         -537186.2327
2020      09      26      09      12      00             13915103.8186         7798665.393         -537512.2241
2020      09      26      09      13      00             13909723.8266         7803545.223         -537838.1523
2020      09      26      09      14      00             13904342.1994         7808424.135         -538164.0173
2020      09      26      09      15      00             13898958.9369          7813302.13         -538489.8189
2020      09      26      09      16      00             13893574.0391         7818179.204         -538815.5573
2020      09      26      09      17      00             13888187.5058         7823055.359         -539141.2321
2020      09      26      09      18      00             13882799.3371         7827930.592         -539466.8435
2020      09      26      09      19      00             13877409.5327         7832804.903         -539792.3914
2020      09      26      09      20      00             13872018.0928         7837678.291         -540117.8756
2020      09      26      09      21      00             13866625.0171         7842550.755         -540443.2961
2020      09      26      09      22      00             13861230.3057         7847422.293         -540768.6529
2020      09      26      09      23      00             13855833.9584         7852292.906         -541093.9459
2020      09      26      09      24      00             13850435.9752         7857162.591          -541419.175
2020      09      26      09      25      00             13845036.3561         7862031.349         -541744.3401
2020      09      26      09      26      00             13839635.1009         7866899.177         -542069.4412
2020      09      26      09      27      00             13834232.2096         7871766.075         -542394.4782
2020      09      26      09      28      00             13828827.6822         7876632.042         -542719.4511
2020      09      26      09      29      00             13823421.5186         7881497.078         -543044.3598
2020      09      26      09      30      00             13818013.7186          7886361.18         -543369.2042
2020      09      26      09      31      00             13812604.2823         7891224.348         -543693.9842
2020      09      26      09      32      00             13807193.2096         7896086.582         -544018.6998
2020      09      26      09      33      00             13801780.5005          7900947.88          -544343.351
2020      09      26      09      34      00             13796366.1548          7905808.24         -544667.9376
2020      09      26      09      35      00             13790950.1726         7910667.663         -544992.4596
2020      09      26      09      36      00             13785532.5537         7915526.148         -545316.9169
2020      09      26      09      37      00             13780113.2981         7920383.692         -545641.3094
2020      09      26      09      38      00             13774692.4057         7925240.296         -545965.6372
2020      09      26      09      39      00             13769269.8766         7930095.958         -546289.9001
2020      09      26      09      40      00             13763845.7105         7934950.677          -546614.098
2020      09      26      09      41      00             13758419.9076         7939804.452          -546938.231
2020      09      26      09      42      00             13752992.4677         7944657.283         -547262.2988
2020      09      26      09      43      00             13747563.3907         7949509.169         -547586.3016
2020      09      26      09      44      00             13742132.6767         7954360.107         -547910.2391
2020      09      26      09      45      00             13736700.3256         7959210.098         -548234.1113
2020      09      26      09      46      00             13731266.3373          7964059.14         -548557.9182
2020      09      26      09      47      00             13725830.7117         7968907.233         -548881.6597
2020      09      26      09      48      00             13720393.4489         7973754.375         -549205.3357
2020      09      26      09      49      00             13714954.5487         7978600.566         -549528.9462
2020      09      26      09      50      00             13709514.0112         7983445.804         -549852.4911
2020      09      26      09      51      00             13704071.8363         7988290.089         -550175.9703
2020      09      26      09      52      00             13698628.0238         7993133.419         -550499.3837
2020      09      26      09      53      00             13693182.5739         7997975.793         -550822.7314
2020      09      26      09      54      00             13687735.4864         8002817.212         -551146.0132
2020      09      26      09      55      00             13682286.7613         8007657.672          -551469.229
2020      09      26      09      56      00             13676836.3986         8012497.174         -551792.3789
2020      09      26      09      57      00             13671384.3981         8017335.717         -552115.4626
2020      09      26      09      58      00             13665930.7599           8022173.3         -552438.4802
2020      09      26      09      59      00              13660475.484         8027009.921         -552761.4317
2020      09      26      10      00      00             13655018.5702         8031845.579         -553084.3168
2020      09      26      10      01      00             13649560.0186         8036680.274         -553407.1356
2020      09      26      10      02      00             13644099.8291         8041514.005          -553729.888
2020      09      26      10      03      00             13638638.0017         8046346.771         -554052.5739
2020      09      26      10      04      00             13633174.5363          8051178.57         -554375.1933
2020      09      26      10      05      00             13627709.4328         8056009.401         -554697.7461
2020      09      26      10      06      00             13622242.6914         8060839.265         -555020.2322
2020      09      26      10      07      00             13616774.3118         8065668.159         -555342.6516
2020      09      26      10      08      00             13611304.2941         8070496.083         -555665.0041
2020      09      26      10      09      00             13605832.6383         8075323.035         -555987.2898
2020      09      26      10      10      00             13600359.3443         8080149.016         -556309.5085
2020      09      26      10      11      00             13594884.4121         8084974.022         -556631.6603
2020      09      26      10      12      00             13589407.8416         8089798.055         -556953.7449
2020      09      26      10      13      00             13583929.6329         8094621.112         -557275.7624
2020      09      26      10      14      00             13578449.7858         8099443.194         -557597.7127
2020      09      26      10      15      00             13572968.3004         8104264.297         -557919.5957
2020      09      26      10      16      00             13567485.1766         8109084.423         -558241.4114
2020      09      26      10      17      00             13562000.4145         8113903.569         -558563.1597
2020      09      26      10      18      00             13556514.0138         8118721.735         -558884.8404
2020      09      26      10      19      00             13551025.9748          8123538.92         -559206.4537
2020      09      26      10      20      00             13545536.2972         8128355.123         -559527.9993
2020      09      26      10      21      00             13540044.9812         8133170.342         -559849.4772
2020      09      26      10      22      00             13534552.0266         8137984.578         -560170.8874
2020      09      26      10      23      00             13529057.4335         8142797.827         -560492.2298
2020      09      26      10      24      00             13523561.2018         8147610.091         -560813.5042
2020      09      26      10      25      00             13518063.3314         8152421.368         -561134.7108
2020      09      26      10      26      00             13512563.8225         8157231.656         -561455.8493
2020      09      26      10      27      00             13507062.6749         8162040.955         -561776.9197
2020      09      26      10      28      00             13501559.8887         8166849.264          -562097.922
2020      09      26      10      29      00             13496055.4637         8171656.582          -562418.856
2020      09      26      10      30      00             13490549.4001         8176462.907         -562739.7218
2020      09      26      10      31      00             13485041.6977         8181268.239         -563060.5192
2020      09      26      10      32      00             13479532.3566         8186072.577         -563381.2482
2020      09      26      10      33      00             13474021.3767          8190875.92         -563701.9086
2020      09      26      10      34      00             13468508.7581         8195678.267         -564022.5006
2020      09      26      10      35      00             13462994.5006         8200479.616         -564343.0239
2020      09      26      10      36      00             13457478.6044         8205279.967         -564663.4785
2020      09      26      10      37      00             13451961.0693         8210079.319         -564983.8643
2020      09      26      10      38      00             13446441.8954         8214877.671         -565304.1813
2020      09      26      10      39      00             13440921.0827         8219675.021         -565624.4294
2020      09      26      10      40      00             13435398.6311          8224471.37         -565944.6085
2020      09      26      10      41      00             13429874.5406         8229266.715         -566264.7187
2020      09      26      10      42      00             13424348.8113         8234061.056         -566584.7597
2020      09      26      10      43      00             13418821.4431         8238854.391         -566904.7315
2020      09      26      10      44      00              13413292.436          8243646.72         -567224.6341
2020      09      26      10      45      00             13407761.7899         8248438.042         -567544.4674
2020      09      26      10      46      00              13402229.505         8253228.356         -567864.2313
2020      09      26      10      47      00             13396695.5812         8258017.661         -568183.9258
2020      09      26      10      48      00             13391160.0184         8262805.955         -568503.5507
2020      09      26      10      49      00             13385622.8167         8267593.238         -568823.1061
2020      09      26      10      50      00             13380083.9761         8272379.509         -569142.5918
2020      09      26      10      51      00             13374543.4965         8277164.766         -569462.0078
2020      09      26      10      52      00              13369001.378         8281949.009         -569781.3541
2020      09      26      10      53      00             13363457.6206         8286732.237         -570100.6305
2020      09      26      10      54      00             13357912.2242         8291514.449         -570419.8369
2020      09      26      10      55      00             13352365.1888         8296295.643         -570738.9734
2020      09      26      10      56      00             13346816.5146         8301075.819         -571058.0398
2020      09      26      10      57      00             13341266.2014         8305854.975         -571377.0361
2020      09      26      10      58      00             13335714.2492         8310633.111         -571695.9622
2020      09      26      10      59      00             13330160.6582         8315410.226         -572014.8181
2020      09      26      11      00      00             13324605.4282         8320186.319         -572333.6036
2020      09      26      11      01      00             13319048.5592         8324961.388         -572652.3187
2020      09      26      11      02      00             13313490.0514         8329735.432         -572970.9634
2020      09      26      11      03      00             13307929.9046         8334508.452         -573289.5375
2020      09      26      11      04      00             13302368.1189         8339280.444          -573608.041
2020      09      26      11      05      00             13296804.6943          8344051.41         -573926.4739
2020      09      26      11      06      00             13291239.6308         8348821.347          -574244.836
2020      09      26      11      07      00             13285672.9284         8353590.254         -574563.1273
2020      09      26      11      08      00             13280104.5872         8358358.131         -574881.3477
2020      09      26      11      09      00             13274534.6071         8363124.977         -575199.4972
2020      09      26      11      10      00             13268962.9881          8367890.79         -575517.5757
2020      09      26      11      11      00             13263389.7303         8372655.569         -575835.5831
2020      09      26      11      12      00             13257814.8337         8377419.314         -576153.5193
2020      09      26      11      13      00             13252238.2982         8382182.024         -576471.3843
2020      09      26      11      14      00             13246660.1239         8386943.697          -576789.178
2020      09      26      11      15      00             13241080.3109         8391704.332         -577106.9004
2020      09      26      11      16      00              13235498.859         8396463.929         -577424.5514
2020      09      26      11      17      00             13229915.7684         8401222.486         -577742.1308
2020      09      26      11      18      00             13224331.0391         8405980.002         -578059.6387
2020      09      26      11      19      00             13218744.6711         8410736.477          -578377.075
2020      09      26      11      20      00             13213156.6643         8415491.909         -578694.4395
2020      09      26      11      21      00             13207567.0189         8420246.298         -579011.7323
2020      09      26      11      22      00             13201975.7348         8424999.641         -579328.9533
2020      09      26      11      23      00             13196382.8121         8429751.939         -579646.1023
2020      09      26      11      24      00             13190788.2507         8434503.191         -579963.1794
2020      09      26      11      25      00             13185192.0508         8439253.394         -580280.1844
2020      09      26      11      26      00             13179594.2122         8444002.549         -580597.1173
2020      09      26      11      27      00             13173994.7352         8448750.654          -580913.978
2020      09      26      11      28      00             13168393.6196         8453497.708         -581230.7665
2020      09      26      11      29      00             13162790.8655         8458243.711         -581547.4827
2020      09      26      11      30      00             13157186.4729          8462988.66         -581864.1264
2020      09      26      11      31      00             13151580.4419         8467732.556         -582180.6977
2020      09      26      11      32      00             13145972.7725         8472475.396         -582497.1965
2020      09      26      11      33      00             13140363.4647         8477217.181         -582813.6227
2020      09      26      11      34      00             13134752.5185         8481957.909         -583129.9762
2020      09      26      11      35      00              13129139.934         8486697.579          -583446.257
2020      09      26      11      36      00             13123525.7113          8491436.19          -583762.465
2020      09      26      11      37      00             13117909.8502          8496173.74         -584078.6001
2020      09      26      11      38      00             13112292.3509          8500910.23         -584394.6622
2020      09      26      11      39      00             13106673.2135         8505645.658         -584710.6514
2020      09      26      11      40      00             13101052.4379         8510380.022         -585026.5675
2020      09      26      11      41      00             13095430.0241         8515113.323         -585342.4104
2020      09      26      11      42      00             13089805.9723         8519845.558         -585658.1801
2020      09      26      11      43      00             13084180.2824         8524576.727         -585973.8765
2020      09      26      11      44      00             13078552.9545         8529306.829         -586289.4995
2020      09      26      11      45      00             13072923.9886         8534035.863         -586605.0492
2020      09      26      11      46      00             13067293.3848         8538763.828         -586920.5253
2020      09      26      11      47      00              13061661.143         8543490.722         -587235.9278
2020      09      26      11      48      00             13056027.2635         8548216.545         -587551.2568
2020      09      26      11      49      00             13050391.7461         8552941.295          -587866.512
2020      09      26      11      50      00             13044754.5909         8557664.973         -588181.6934
2020      09      26      11      51      00             13039115.7981         8562387.575          -588496.801
2020      09      26      11      52      00             13033475.3675         8567109.103         -588811.8347
2020      09      26      11      53      00             13027833.2993         8571829.554         -589126.7944
2020      09      26      11      54      00             13022189.5935         8576548.927         -589441.6801
2020      09      26      11      55      00             13016544.2502         8581267.222         -589756.4916
2020      09      26      11      56      00             13010897.2693         8585984.438         -590071.2289
2020      09      26      11      57      00             13005248.6511         8590700.573          -590385.892
2020      09      26      11      58      00             12999598.3954         8595415.626         -590700.4807
2020      09      26      11      59      00             12993946.5023         8600129.597         -591014.9951
2020      09      26      12      00      00              12988292.972         8604842.484         -591329.4349
2020      09      26      12      01      00             12982637.8044         8609554.286         -591643.8003
2020      09      26      12      02      00             12976980.9996         8614265.003          -591958.091
2020      09      26      12      03      00             12971322.5577         8618974.633          -592272.307
2020      09      26      12      04      00             12965662.4787         8623683.175         -592586.4483
2020      09      26      12      05      00             12960000.7627         8628390.628         -592900.5148
2020      09      26      12      06      00             12954337.4096         8633096.991         -593214.5064
2020      09      26      12      07      00             12948672.4197         8637802.264          -593528.423
2020      09      26      12      08      00             12943005.7929         8642506.444         -593842.2646
2020      09      26      12      09      00             12937337.5293         8647209.532         -594156.0311
2020      09      26      12      10      00             12931667.6289         8651911.526         -594469.7224
2020      09      26      12      11      00             12925996.0918         8656612.424         -594783.3385
2020      09      26      12      12      00             12920322.9182         8661312.227         -595096.8793
2020      09      26      12      13      00             12914648.1079         8666010.932         -595410.3446
2020      09      26      12      14      00             12908971.6612          8670708.54         -595723.7346
2020      09      26      12      15      00              12903293.578         8675405.048          -596037.049
2020      09      26      12      16      00             12897613.8584         8680100.456         -596350.2879
2020      09      26      12      17      00             12891932.5025         8684794.763         -596663.4511
